gene_id	LAU125_TPM	LAU125_FPKM	LAU355_TPM	LAU355_FPKM	LAU1255_TPM	LAU1255_FPKM	LAU1314_TPM	LAU1314_FPKM
ENSG00000013297	13.41	9.95	6.26	5.55	5.12	4.73	3.77	3.25
ENSG00000013306	19.01	14.1	23.13	20.51	21.62	19.98	24.41	21.02
ENSG00000013364	12.72	9.44	23.78	21.09	27.1	25.04	24.01	20.67
ENSG00000013374	128.2	95.11	99.96	88.66	98.03	90.58	106.8	91.96
ENSG00000013375	23.37	17.34	5.81	5.16	4.78	4.42	6.18	5.32
ENSG00000013392	5.62	4.17	2.56	2.27	2.51	2.32	1.93	1.66
ENSG00000013441	63.01	46.75	211.91	187.97	132.81	122.72	184.84	159.15
ENSG00000013503	6.08	4.51	2.96	2.62	3.21	2.96	3.09	2.66
ENSG00000013523	11.46	8.5	8.75	7.76	7.59	7.02	8.89	7.66
ENSG00000013561	61.32	45.49	25.62	22.73	33.44	30.9	24.61	21.19
ENSG00000013563	10.56	7.84	8.09	7.18	13.28	12.27	6.95	5.98
ENSG00000013573	5.94	4.41	11.12	9.87	8.61	7.96	8.29	7.14
ENSG00000013583	37.92	28.13	8.85	7.85	30.54	28.21	9	7.75
ENSG00000013588	1.57	1.16	0	0	5.01	4.63	0	0
ENSG00000013619	7.87	5.84	0.42	0.38	3.01	2.78	0.21	0.18
ENSG00000013725	0.41	0.31	38.08	33.78	10.15	9.38	32.65	28.11
ENSG00000013810	19.23	14.27	47.11	41.79	19.42	17.94	67.5	58.11
ENSG00000014123	27.15	20.14	17.66	15.66	7.05	6.52	19.64	16.91
ENSG00000014138	15.51	11.51	19.35	17.17	11.18	10.33	26.39	22.72
ENSG00000014164	1.5	1.11	2.24	1.98	2.26	2.09	2.65	2.28
ENSG00000014216	27.54	20.43	61.72	54.74	20.75	19.18	79.44	68.4
ENSG00000014257	1.32	0.98	1.99	1.77	2.1	1.94	1.54	1.33
ENSG00000014641	237.34	176.07	127.43	113.04	148.75	137.44	148.76	128.08
ENSG00000014824	68.33	50.69	24.18	21.45	31.31	28.93	26.65	22.95
ENSG00000014914	13.02	9.66	0.24	0.21	1.69	1.56	0.07	0.06
ENSG00000014919	20.4	15.14	19.66	17.44	15.85	14.65	24.99	21.52
ENSG00000015133	0.63	0.47	34.44	30.55	10.22	9.44	31.55	27.16
ENSG00000015153	8.1	6.01	10.14	9	5.42	5.01	12.98	11.18
ENSG00000015171	72.98	54.14	51.99	46.12	36.85	34.05	44.72	38.5
ENSG00000015285	1.92	1.43	86.24	76.5	24.67	22.79	95.64	82.35
ENSG00000015413	0	0	0	0	0.11	0.1	0.03	0.03
ENSG00000015475	1.4	1.04	10.3	9.14	4.55	4.2	14.39	12.39
ENSG00000015479	470.17	348.8	381.63	338.51	204.85	189.28	431.49	371.51
ENSG00000015520	0.06	0.05	0.02	0.01	0.01	0.01	0.01	0.01
ENSG00000015532	3.59	2.66	4.78	4.24	3.45	3.18	4.16	3.58
ENSG00000015568	7.49	5.56	8.94	7.93	3.42	3.16	8.99	7.74
ENSG00000015592	0.36	0.27	0	0	0	0	0.01	0.01
ENSG00000015676	88.73	65.83	50.36	44.67	36.31	33.55	53.82	46.34
ENSG00000016082	0	0	0.03	0.03	0.02	0.02	0.06	0.05
ENSG00000016391	1.23	0.92	1.03	0.92	0.11	0.1	0.56	0.48
ENSG00000016402	0.01	0.01	0	0	0	0	0	0
ENSG00000016490	0.01	0.01	0	0	0	0	0	0
ENSG00000016602	0.07	0.05	0.01	0.01	0.01	0.01	0.38	0.33
ENSG00000016864	100.07	74.24	27.35	24.26	58.48	54.03	38.55	33.19
ENSG00000017260	85.77	63.63	27.59	24.47	91.22	84.29	32.9	28.32
ENSG00000017373	0.2	0.15	0.03	0.03	0.16	0.15	0.03	0.02
ENSG00000017427	1.08	0.8	0.38	0.34	0.19	0.17	0.43	0.37
ENSG00000017483	0.41	0.3	8.69	7.71	4.3	3.97	10.61	9.14
ENSG00000017621	0.3	0.22	0.21	0.18	0.09	0.08	0.14	0.12
ENSG00000017797	36.63	27.18	30.13	26.72	22.93	21.18	34.64	29.82
ENSG00000018189	22.07	16.37	25.95	23.01	19.13	17.68	18.71	16.11
ENSG00000018236	9.39	6.97	0	0	2.13	1.96	0.57	0.49
ENSG00000018280	0.84	0.62	0.51	0.45	6.23	5.76	0.39	0.34
ENSG00000018408	70.66	52.42	0.28	0.25	26.91	24.87	2.36	2.03
ENSG00000018510	24.4	18.1	7.3	6.48	14.41	13.31	11.49	9.89
ENSG00000018607	0.56	0.41	0	0	0	0	0	0
ENSG00000018610	44.51	33.02	22.82	20.24	23.07	21.31	22.65	19.5
ENSG00000018625	1.95	1.45	0.12	0.11	0.02	0.02	0.04	0.04
ENSG00000018699	28.35	21.03	25.78	22.87	13.93	12.87	21.66	18.65
ENSG00000018869	0.46	0.34	2.74	2.43	0.74	0.68	2.17	1.87
ENSG00000019102	0.04	0.03	0.22	0.19	0	0	0.08	0.07
ENSG00000019144	29.45	21.85	1.22	1.08	7.45	6.89	1.64	1.41
ENSG00000019169	2.58	1.91	20.65	18.32	34.95	32.29	0.62	0.53
ENSG00000019186	0.19	0.14	0.04	0.03	0	0	0.11	0.1
ENSG00000019485	3.74	2.78	3.65	3.24	3.31	3.06	3.52	3.03
ENSG00000019505	0	0	0.03	0.02	0.01	0.01	0	0
ENSG00000019549	88.14	65.39	0.04	0.03	16.56	15.3	0.02	0.02
ENSG00000019582	142.72	105.88	7676.27	6809.03	2744.41	2535.78	8377.1	7212.68
ENSG00000019991	0.06	0.04	1.08	0.96	1.22	1.12	0.37	0.32
ENSG00000019995	9.41	6.98	14.22	12.61	10.34	9.56	14.12	12.16
ENSG00000020129	4.01	2.97	5.04	4.47	5.12	4.73	5.12	4.41
ENSG00000020181	29.47	21.86	0.01	0.01	0.55	0.51	0.07	0.06
ENSG00000020219	0	0	0	0	0.01	0.01	0	0
ENSG00000020256	12.17	9.03	9.62	8.53	7.27	6.71	9.13	7.86
ENSG00000020426	12.52	9.29	6.33	5.62	9.32	8.61	6.61	5.69
ENSG00000020577	9.81	7.27	2.51	2.22	8.83	8.16	2.58	2.22
ENSG00000020633	2.53	1.88	54.18	48.06	25.01	23.1	58.18	50.1
ENSG00000020922	6.82	5.06	7.48	6.63	9.6	8.87	9.74	8.39
ENSG00000021300	108.27	80.32	17.79	15.78	62.42	57.67	18.4	15.84
ENSG00000021355	36.25	26.89	83.27	73.87	66.28	61.24	95.91	82.58
ENSG00000021461	0	0	0.12	0.11	0.04	0.03	0.04	0.03
ENSG00000021488	0	0	0.02	0.02	0.01	0.01	0.04	0.04
ENSG00000021574	7.69	5.71	9.14	8.11	4.56	4.22	9.77	8.42
ENSG00000021645	0.1	0.07	0.03	0.03	0.23	0.22	0.06	0.05
ENSG00000021762	1.36	1.01	1.03	0.92	1.95	1.8	0.63	0.54
ENSG00000021776	17.97	13.33	14.41	12.78	9.61	8.88	17.17	14.78
ENSG00000021826	30.52	22.64	0.39	0.35	9.08	8.39	0.68	0.59
ENSG00000021852	0	0	0	0	0	0	0	0
ENSG00000022267	0.32	0.24	8.48	7.52	1.42	1.31	9.09	7.82
ENSG00000022277	118.01	87.55	68.01	60.33	74.1	68.47	87.88	75.67
ENSG00000022355	0	0	0	0	0	0	0.19	0.16
ENSG00000022556	0.03	0.02	2.17	1.93	0.6	0.55	0.93	0.8
ENSG00000022567	1.87	1.38	2.21	1.96	2.95	2.73	1.97	1.7
ENSG00000022840	39.69	29.45	36.07	31.99	25.74	23.79	36.96	31.82
ENSG00000022976	5.67	4.21	5.97	5.3	3.43	3.17	4.79	4.13
ENSG00000023041	15.97	11.85	27.6	24.48	22.86	21.12	29.47	25.37
ENSG00000023171	1.02	0.76	2.56	2.27	2.07	1.91	3.09	2.66
ENSG00000023191	26.1	19.36	23.39	20.75	25.42	23.49	19.78	17.03
ENSG00000023228	77.96	57.83	25.63	22.73	40.65	37.56	29.11	25.06
ENSG00000023287	26.4	19.58	14.43	12.8	14.33	13.24	14.92	12.84
ENSG00000023318	18.69	13.86	28.27	25.08	16.66	15.39	35.67	30.72
ENSG00000023330	21.27	15.78	12.45	11.04	25.6	23.65	17.69	15.24
ENSG00000023445	2.55	1.89	144.31	128.01	101.71	93.97	217.78	187.51
ENSG00000023516	4.95	3.67	18.13	16.08	5.86	5.41	19.68	16.94
ENSG00000023572	7.97	5.92	4.2	3.73	10.44	9.65	6.21	5.35
ENSG00000023608	9.54	7.08	9.28	8.23	5.66	5.23	8.93	7.69
ENSG00000023697	38.2	28.34	14.09	12.49	38.82	35.87	18.73	16.13
ENSG00000023734	68.14	50.55	39.87	35.37	42.42	39.19	47.59	40.97
ENSG00000023839	5.28	3.92	0.5	0.45	6.11	5.65	0.59	0.51
ENSG00000023843	0	0	0	0	0	0	0	0
ENSG00000023892	2.39	1.78	37.8	33.53	10.63	9.82	40.24	34.64
ENSG00000023902	24.26	17.99	94.18	83.54	30.38	28.07	96	82.66
ENSG00000023909	3.66	2.72	6.48	5.75	4.55	4.2	9	7.75
ENSG00000024048	9.54	7.08	11.26	9.99	7.1	6.56	12.94	11.14
ENSG00000024422	24.78	18.38	0.05	0.04	2.46	2.27	0.05	0.04
ENSG00000024526	17.94	13.31	2.26	2.01	3.19	2.95	7.13	6.14
ENSG00000024862	13.15	9.75	23.1	20.49	9.26	8.56	22.97	19.77
ENSG00000025039	45.01	33.39	5.41	4.8	22.05	20.37	3.78	3.26
ENSG00000025156	13.08	9.7	9.5	8.42	4.56	4.21	8.74	7.52
ENSG00000025293	38.22	28.36	38.39	34.05	15.6	14.41	45.23	38.94
ENSG00000025423	0.46	0.34	0.22	0.19	0.47	0.43	0.78	0.67
ENSG00000025434	12.11	8.98	10.36	9.19	15.57	14.39	2.16	1.86
ENSG00000025708	1.44	1.07	14.84	13.17	31	28.64	7.7	6.63
ENSG00000025770	10.8	8.01	15.65	13.88	21.49	19.85	20.51	17.66
ENSG00000025772	20.93	15.53	10.48	9.29	12.69	11.73	14.62	12.58
ENSG00000025796	179.26	132.99	73.07	64.81	62.21	57.48	92.45	79.6
ENSG00000025800	14.94	11.09	13.81	12.25	8.95	8.27	13.13	11.31
ENSG00000026025	4640.51	3442.63	374.75	332.41	4458.32	4119.4	382.87	329.65
ENSG00000026036	4.29	3.18	4.8	4.26	4.42	4.09	3.79	3.27
ENSG00000026103	58.16	43.15	24.42	21.66	22.16	20.47	26.66	22.95
ENSG00000026297	16.9	12.54	191.34	169.73	37.08	34.26	124.46	107.16
ENSG00000026508	1532.57	1136.96	558.85	495.72	868.7	802.66	559.94	482.11
ENSG00000026559	0.09	0.07	3.36	2.98	0.06	0.06	3.98	3.43
ENSG00000026652	0.32	0.24	1.74	1.54	0.92	0.85	0.9	0.77
ENSG00000026751	0.79	0.59	32.54	28.87	53.06	49.03	42.2	36.33
ENSG00000026950	24.65	18.29	44.78	39.72	34.24	31.63	48.17	41.47
ENSG00000027001	4.7	3.49	6.31	5.59	4.37	4.04	5.97	5.14
ENSG00000027075	4.66	3.46	46.92	41.62	39.65	36.64	47.33	40.75
ENSG00000027644	0	0	0	0	0.01	0.01	0.02	0.02
ENSG00000027697	39.26	29.12	87.78	77.87	36.76	33.96	72.92	62.78
ENSG00000027847	8.66	6.42	6.71	5.95	7.41	6.85	6.64	5.71
ENSG00000027869	0.52	0.39	6.23	5.53	7.36	6.8	7	6.03
ENSG00000028116	17.43	12.93	17.18	15.24	11.01	10.17	20.5	17.65
ENSG00000028137	1.54	1.14	38.75	34.37	25.91	23.94	41.09	35.37
ENSG00000028203	30.34	22.5	27.97	24.81	19.63	18.14	31.92	27.48
ENSG00000028277	1.2	0.89	35.43	31.43	6.84	6.32	48.43	41.69
ENSG00000028310	14.9	11.05	16.73	14.84	16.59	15.33	20.01	17.23
ENSG00000028528	82.16	60.95	35.68	31.65	45.54	42.08	47.72	41.09
ENSG00000028839	8.51	6.32	20	17.74	7.65	7.07	24.22	20.86
ENSG00000029153	0.26	0.19	0.65	0.58	0.8	0.73	2.34	2.02
ENSG00000029363	162.17	120.3	187.44	166.27	136.06	125.72	156.64	134.87
ENSG00000029364	25.9	19.22	10.59	9.4	11.44	10.57	10.44	8.99
ENSG00000029534	0.11	0.08	3.98	3.53	0.4	0.37	4.27	3.68
ENSG00000029559	0.19	0.14	0	0	0.05	0.04	0.34	0.29
ENSG00000029639	13.84	10.27	8.52	7.56	2.81	2.6	13.15	11.32
ENSG00000029725	49.89	37.01	35.78	31.73	14	12.94	48.93	42.13
ENSG00000029993	44.53	33.03	10.82	9.6	24.97	23.07	19.33	16.64
ENSG00000030066	45.25	33.57	24.79	21.99	13.06	12.07	28.67	24.68
ENSG00000030110	8.04	5.96	12.64	11.21	13.15	12.15	14.88	12.81
ENSG00000030304	0	0	0	0	0.01	0.01	0	0
ENSG00000030419	0.16	0.12	5.95	5.27	4.09	3.78	10.46	9.01
ENSG00000030582	38.01	28.2	99.13	87.93	127.45	117.76	63.51	54.68
ENSG00000031003	28.47	21.12	35.23	31.25	13.61	12.57	38.98	33.56
ENSG00000031081	17.31	12.84	15.16	13.44	9.82	9.07	6.49	5.59
ENSG00000031544	0.05	0.03	0.07	0.06	0	0	0	0
ENSG00000031691	8.64	6.41	6.62	5.87	3.71	3.43	6.55	5.64
ENSG00000031698	82.86	61.47	72.1	63.96	87.78	81.11	97.23	83.72
ENSG00000031823	25.19	18.69	22.81	20.23	17.17	15.86	22.97	19.78
ENSG00000032219	19.44	14.42	25.64	22.75	17.17	15.86	23.67	20.38
ENSG00000032389	6.98	5.18	22.66	20.1	9.65	8.92	22.13	19.06
ENSG00000032444	3.45	2.56	4.86	4.31	4	3.69	5.01	4.31
ENSG00000032742	7.48	5.55	5.16	4.58	4.1	3.78	7.59	6.53
ENSG00000033011	12.48	9.26	6.63	5.88	7.67	7.09	8.72	7.51
ENSG00000033030	12.44	9.23	13.92	12.34	11.25	10.4	16.09	13.85
ENSG00000033050	56.85	42.18	24.87	22.06	25.47	23.53	33.06	28.46
ENSG00000033100	12.11	8.98	12.04	10.68	7.62	7.04	10.69	9.2
ENSG00000033122	1.57	1.16	0.06	0.06	0	0	0	0
ENSG00000033170	15.78	11.71	14.51	12.87	11.95	11.05	11.68	10.05
ENSG00000033178	17.99	13.34	16.82	14.92	12.1	11.18	20.28	17.46
ENSG00000033327	14.05	10.43	19.02	16.87	39.79	36.77	9.87	8.5
ENSG00000033627	44.78	33.22	18.31	16.24	29.21	26.99	16.24	13.98
ENSG00000033800	19.93	14.79	28.63	25.4	16.45	15.2	36.93	31.8
ENSG00000033867	23.51	17.44	14.55	12.91	9.89	9.14	18.25	15.71
ENSG00000034053	5.94	4.41	4.2	3.73	0.62	0.58	2.46	2.12
ENSG00000034063	4.52	3.35	2.98	2.64	3.63	3.35	9.09	7.83
ENSG00000034152	7.53	5.59	27.75	24.61	14.3	13.21	34.35	29.57
ENSG00000034239	0.09	0.07	0	0	0	0	0	0
ENSG00000034510	1361.88	1010.33	2168.3	1923.34	1960.68	1811.63	1966.68	1693.31
ENSG00000034533	8.39	6.23	9.86	8.75	7.72	7.14	11.72	10.09
ENSG00000034677	65.48	48.58	100.56	89.2	103.66	95.78	98.98	85.22
ENSG00000034693	22.46	16.66	13.23	11.74	7.27	6.71	14.34	12.35
ENSG00000034713	131.62	97.65	68.02	60.34	85.23	78.75	88.9	76.54
ENSG00000034971	45.5	33.75	0.01	0.01	0.25	0.23	0.01	0.01
ENSG00000035115	6.01	4.46	49.08	43.54	11.24	10.38	15.44	13.3
ENSG00000035141	33	24.48	19.42	17.23	12.97	11.98	23.83	20.52
ENSG00000035403	37.03	27.47	16	14.19	20.59	19.02	22.77	19.61
ENSG00000035499	7.94	5.89	2.65	2.35	4	3.69	7.18	6.18
ENSG00000035664	0.23	0.17	1.65	1.46	1.3	1.2	1.4	1.2
ENSG00000035681	31.21	23.15	49.88	44.25	26.71	24.68	53.48	46.05
ENSG00000035687	40.63	30.15	38.55	34.19	36.19	33.44	43.78	37.69
ENSG00000035720	1.16	0.86	92.51	82.06	7.78	7.19	130.66	112.5
ENSG00000035862	325.23	241.27	9.23	8.19	137.19	126.76	6.68	5.75
ENSG00000035928	93.9	69.66	50.78	45.04	48.63	44.93	68.59	59.06
ENSG00000036054	22.82	16.93	11.18	9.91	11.4	10.53	13.5	11.63
ENSG00000036257	59.12	43.86	80.44	71.35	56.48	52.19	100.26	86.32
ENSG00000036448	3.89	2.89	2.56	2.27	0.91	0.84	2.96	2.55
ENSG00000036473	0.08	0.06	0	0	0	0	0	0
ENSG00000036530	0	0	0.05	0.04	0.03	0.03	0.03	0.03
ENSG00000036549	23.49	17.43	22.8	20.23	13.89	12.83	18.4	15.84
ENSG00000036565	0.42	0.31	0.27	0.24	0.14	0.13	0.54	0.46
ENSG00000036672	3.28	2.43	0.12	0.11	0.86	0.79	0.27	0.23
ENSG00000036828	0	0	0.04	0.04	0.04	0.04	0	0
ENSG00000037042	12.46	9.25	1.55	1.37	4.32	3.99	1.3	1.12
ENSG00000037241	35.88	26.62	15.98	14.17	23.06	21.31	18.2	15.67
ENSG00000037280	0.05	0.03	0.53	0.47	0.11	0.1	0.48	0.41
ENSG00000037474	30.33	22.5	35.21	31.23	31.98	29.55	41.45	35.69
ENSG00000037637	22.49	16.69	15.43	13.68	7.04	6.5	13.37	11.51
ENSG00000037749	26.48	19.64	7.29	6.46	9.59	8.86	11.32	9.75
ENSG00000037757	2.65	1.97	6.66	5.9	4.16	3.85	5.84	5.02
ENSG00000037897	16.7	12.39	4.78	4.24	10.25	9.47	4.13	3.56
ENSG00000037965	4.06	3.01	0.01	0.01	0.01	0.01	0.01	0.01
ENSG00000038002	32.44	24.07	28.25	25.06	30.56	28.24	32.41	27.91
ENSG00000038210	10.15	7.53	18.76	16.64	13.86	12.8	23.59	20.31
ENSG00000038219	24.76	18.37	29.94	26.56	18.93	17.49	36.08	31.06
ENSG00000038274	28.21	20.93	96.31	85.43	37.89	35.01	112.19	96.6
ENSG00000038295	0.01	0.01	0	0	0	0	0.01	0.01
ENSG00000038358	5.39	4	7	6.21	6.54	6.04	9.43	8.12
ENSG00000038382	7.75	5.75	27.7	24.57	9.34	8.63	21.26	18.3
ENSG00000038427	26.58	19.72	2.89	2.56	4.15	3.83	1.82	1.57
ENSG00000038532	7.57	5.62	19.87	17.63	8.44	7.8	18.33	15.78
ENSG00000038945	3.48	2.58	9.53	8.45	58.76	54.29	1.93	1.66
ENSG00000039068	392.36	291.08	6.15	5.45	133.33	123.2	4.39	3.78
ENSG00000039123	73.71	54.68	47.44	42.08	42.36	39.14	64.44	55.48
ENSG00000039139	0.07	0.05	0.02	0.02	0.1	0.09	0	0
ENSG00000039319	45.39	33.67	10.53	9.34	30.07	27.79	7.98	6.87
ENSG00000039523	10.94	8.11	19.36	17.18	9.12	8.43	18.26	15.72
ENSG00000039537	0	0	0.04	0.04	0.05	0.05	0.01	0.01
ENSG00000039560	59.92	44.45	0.33	0.29	21.89	20.23	0.99	0.85
ENSG00000039600	0.12	0.09	0.37	0.32	0.06	0.05	0.4	0.34
ENSG00000039650	5.03	3.73	7.66	6.8	8.09	7.47	9.51	8.19
ENSG00000039987	0	0	0	0	0	0	0	0
ENSG00000040199	2.61	1.94	6.62	5.87	2.61	2.41	5.89	5.07
ENSG00000040275	30.67	22.76	10.46	9.28	13.13	12.13	14.91	12.84
ENSG00000040341	59.57	44.19	30.37	26.94	26.69	24.66	35.58	30.64
ENSG00000040487	10.41	7.72	5.95	5.28	5.12	4.73	4.69	4.04
ENSG00000040531	11.25	8.34	8.29	7.36	5.78	5.34	6.17	5.31
ENSG00000040608	0.06	0.04	0	0	0.35	0.33	0.04	0.03
ENSG00000040633	36.37	26.98	22.48	19.94	21.12	19.52	29.22	25.16
ENSG00000040731	0.02	0.01	0.01	0.01	0.09	0.09	0.02	0.02
ENSG00000040933	6.05	4.49	13.89	12.32	6.43	5.94	10.75	9.26
ENSG00000041353	0.02	0.01	0.63	0.56	0.1	0.09	0.51	0.44
ENSG00000041357	102.51	76.05	83.04	73.66	90.05	83.2	106.25	91.48
ENSG00000041515	0.48	0.35	0.5	0.44	0.02	0.02	0.18	0.15
ENSG00000041802	36.24	26.88	22.81	20.24	24.37	22.52	22.59	19.45
ENSG00000041880	11.32	8.4	13.45	11.93	20.78	19.2	12.78	11
ENSG00000041982	0.92	0.69	0.42	0.37	80.57	74.44	0.78	0.67
ENSG00000041988	8.26	6.13	3.89	3.45	4.57	4.22	6.55	5.64
ENSG00000042062	0.18	0.14	0.4	0.36	0.05	0.04	0.2	0.17
ENSG00000042088	6.57	4.87	16.26	14.42	7	6.47	16.83	14.49
ENSG00000042286	3.45	2.56	2.26	2	5.19	4.8	2.15	1.85
ENSG00000042304	0	0	0	0	0	0	0	0
ENSG00000042317	6.95	5.16	1.26	1.12	3.34	3.08	1.52	1.31
ENSG00000042429	22.49	16.68	32.7	29	34.85	32.2	44.72	38.51
ENSG00000042445	34.27	25.42	10.94	9.71	49.9	46.11	12.52	10.78
ENSG00000042493	3.62	2.69	75.9	67.33	227.04	209.78	74.02	63.74
ENSG00000042753	68.3	50.67	24.16	21.43	38.19	35.28	24.42	21.03
ENSG00000042781	0.05	0.04	0.01	0.01	0.01	0.01	0.04	0.03
ENSG00000042813	0	0	0.16	0.14	0	0	0	0
ENSG00000042832	0.82	0.61	0.84	0.74	0.16	0.15	0.48	0.41
ENSG00000042980	2.39	1.77	45.28	40.16	10.35	9.56	72.73	62.62
ENSG00000043039	0	0	0.19	0.17	0.26	0.24	0.12	0.1
ENSG00000043093	34.04	25.25	27.82	24.68	18.51	17.1	25.99	22.38
ENSG00000043143	11.98	8.89	55.14	48.91	18.02	16.65	57.8	49.77
ENSG00000043355	0.05	0.04	0	0	0.02	0.02	0	0
ENSG00000043462	3.43	2.54	97.41	86.4	72.12	66.64	102.4	88.16
ENSG00000043514	15.46	11.47	12.19	10.82	6.97	6.44	9.74	8.39
ENSG00000043591	0	0	0.01	0.01	0.01	0.01	0	0
ENSG00000044012	0	0	0	0	0	0	0	0
ENSG00000044090	7.33	5.44	3.36	2.98	8.1	7.48	3.37	2.9
ENSG00000044115	253.33	187.94	35.13	31.16	92.33	85.31	40.81	35.14
ENSG00000044446	8.85	6.56	11.41	10.12	4.35	4.02	12.3	10.59
ENSG00000044459	6.38	4.73	1.29	1.15	3.33	3.07	1.4	1.21
ENSG00000044524	0.06	0.04	0.02	0.02	0.01	0.01	0.01	0.01
ENSG00000044574	284.73	211.23	186.63	165.55	190.95	176.44	151.97	130.85
ENSG00000046604	0.2	0.15	0.73	0.64	4.35	4.02	1.43	1.23
ENSG00000046647	17.3	12.84	7.49	6.64	7.73	7.14	4.26	3.66
ENSG00000046651	9.89	7.34	43.84	38.89	12.75	11.78	37.05	31.9
ENSG00000046653	213.62	158.48	1.16	1.03	35.79	33.07	4.85	4.18
ENSG00000046774	0.78	0.58	0.07	0.07	2.65	2.45	1.48	1.27
ENSG00000046889	0	0	0.18	0.16	0.01	0.01	0.14	0.12
ENSG00000047056	7.85	5.83	21.78	19.32	10.08	9.32	15.23	13.12
ENSG00000047188	8.54	6.34	11.33	10.05	5.49	5.07	13.25	11.41
ENSG00000047230	12.15	9.01	8.59	7.62	6.06	5.6	9.6	8.27
ENSG00000047249	45.39	33.68	19.62	17.4	35.12	32.45	23.11	19.9
ENSG00000047315	54.26	40.25	44.35	39.34	40.16	37.11	58.17	50.08
ENSG00000047346	8.54	6.33	31.57	28	7.62	7.04	34.97	30.11
ENSG00000047365	3.44	2.55	31.57	28	16.03	14.81	29.74	25.61
ENSG00000047410	83.32	61.81	48.51	43.03	44.42	41.05	57.38	49.41
ENSG00000047457	0.82	0.61	0.26	0.23	1.2	1.1	0.15	0.13
ENSG00000047578	6.57	4.87	2.98	2.65	4.1	3.79	3.81	3.28
ENSG00000047579	19.04	14.12	30.99	27.49	20.39	18.84	36.18	31.15
ENSG00000047597	0.64	0.48	0.17	0.15	0.06	0.05	0.13	0.11
ENSG00000047617	0.02	0.01	0	0	0.07	0.07	0	0
ENSG00000047621	10.96	8.13	6.81	6.04	4.58	4.23	8.33	7.17
ENSG00000047634	8.87	6.58	3.5	3.1	2.35	2.17	3.39	2.92
ENSG00000047644	10.09	7.49	10.07	8.93	5.06	4.68	9.85	8.48
ENSG00000047648	0.29	0.22	0.26	0.23	0.08	0.08	0.35	0.3
ENSG00000047662	1.76	1.31	0.75	0.67	0.59	0.54	1.22	1.05
ENSG00000047849	107.77	79.95	33.66	29.86	82.95	76.65	34.75	29.92
ENSG00000047932	25.84	19.17	18.04	16	7.98	7.37	19.57	16.85
ENSG00000047936	0	0	0	0	0.04	0.03	0.03	0.02
ENSG00000048028	6.87	5.1	8.44	7.49	3.36	3.1	13.27	11.43
ENSG00000048052	1.12	0.83	36.89	32.72	4.15	3.83	33.56	28.9
ENSG00000048140	17.43	12.93	13.84	12.28	23.2	21.44	12.52	10.78
ENSG00000048162	16.99	12.6	13.92	12.35	16.35	15.1	16.59	14.28
ENSG00000048342	28.53	21.16	1.83	1.62	10.65	9.84	1.09	0.94
ENSG00000048392	56.45	41.88	38.22	33.9	36.27	33.51	57.5	49.51
ENSG00000048405	21.09	15.65	38.64	34.28	15.25	14.09	31.46	27.09
ENSG00000048462	0	0	8.3	7.37	1.83	1.7	18.3	15.76
ENSG00000048471	5.18	3.85	26.45	23.46	4.7	4.34	21.66	18.65
ENSG00000048540	0	0	0.01	0	0.01	0.01	0	0
ENSG00000048544	39.96	29.64	22.93	20.34	22.16	20.48	26.63	22.93
ENSG00000048545	0.18	0.13	0.09	0.08	0	0	0.08	0.07
ENSG00000048649	35.72	26.5	34.21	30.34	49.35	45.6	30.25	26.04
ENSG00000048707	17.01	12.62	16.68	14.8	6.31	5.83	14.25	12.27
ENSG00000048740	23.41	17.37	38.45	34.1	28.48	26.32	38.34	33.01
ENSG00000048828	32.63	24.21	45.1	40.01	29.31	27.08	50.64	43.6
ENSG00000048991	30.24	22.43	40.01	35.49	18.23	16.84	37.85	32.59
ENSG00000049089	0.43	0.32	3.43	3.04	0.86	0.79	2.77	2.39
ENSG00000049130	2.32	1.72	0.06	0.05	0.96	0.89	0.07	0.06
ENSG00000049167	15.23	11.3	6.48	5.74	3.36	3.11	8.06	6.94
ENSG00000049192	0.04	0.03	4.48	3.98	0.46	0.43	1.19	1.03
ENSG00000049239	7.84	5.82	6.74	5.98	4.86	4.49	6.62	5.7
ENSG00000049245	233.13	172.95	33.51	29.73	82.83	76.53	28.11	24.2
ENSG00000049246	8.2	6.08	2.5	2.22	5.28	4.88	1.15	0.99
ENSG00000049247	0	0	1.16	1.03	0.95	0.88	2	1.73
ENSG00000049249	0.12	0.09	3.64	3.23	27.12	25.06	10	8.61
ENSG00000049283	0.01	0.01	0	0	0	0	0.01	0.01
ENSG00000049319	0	0	0.02	0.02	0	0	0.01	0.01
ENSG00000049323	3.32	2.47	0.91	0.8	2.62	2.42	1.4	1.2
ENSG00000049449	113.79	84.42	10.56	9.37	102.48	94.69	15.97	13.75
ENSG00000049540	1.18	0.87	0.01	0.01	0	0	0.01	0.01
ENSG00000049541	70.92	52.61	25.8	22.89	27.96	25.83	40.76	35.09
ENSG00000049618	24.15	17.92	33.79	29.97	9.41	8.7	30.27	26.07
ENSG00000049656	57.51	42.66	77.16	68.44	55.83	51.59	82.45	70.99
ENSG00000049759	9.44	7.01	1.88	1.67	22.98	21.23	2.36	2.03
ENSG00000049768	0.37	0.27	4.11	3.65	2.81	2.59	11.98	10.31
ENSG00000049769	1.31	0.97	1.45	1.28	1.15	1.06	1.52	1.31
ENSG00000049860	155.96	115.7	58	51.44	105.99	97.93	46.06	39.66
