AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
HECA	0.0057259714	0.0060815645	0.0114244913	0.0242565598	0.00679686	0.0097818903	0.0116434203	0.0159056481	0.0129739684
HECTD1	0.0233128834	0.0869305986	0.0475722956	0.0632069971	0.0395366648	0.0469266358	0.1101273499	0.0813676693	0.046287771
HECTD2	0	0.0014309564	0.0008925384	0.0003498542	0.0010530347	0.0010575017	0.0012128563	0.0019476304	0.0005022181
HECTD3	0.0024539877	0.0046506082	0.0050874688	0.0073469388	0.0034462952	0.0052875083	0.0064281383	0.0045444709	0.0048547753
HECTD4	0.0085889571	0.0141903172	0.0024991075	0.0054810496	0.0022975302	0.0038334435	0.0089751364	0.0062756979	0.004017745
HECW1	0	0	0	0.0001166181	0	0.0001321877	0	0	0
HECW2	0.000408998	0.0001192464	0	0	0	0.0001321877	0.0001212856	0	0.000167406
HEG1	0.000408998	0.0022656809	0.0020528383	0.0053644315	0.0021060693	0.0006609385	0.0138265616	0.0016230253	0.0011718423
HELB	0.000408998	0.0027426663	0.006604784	0.0054810496	0.004977982	0.0052875083	0.0105518496	0.013525211	0.0046873692
HELLS	0	0.0070355354	0.0035701535	0.0074635569	0.001818878	0.0030403173	0.0082474227	0.0101709587	0.0048547753
HELQ	0.0049079755	0.0184831863	0.0125847911	0.0134110787	0.0139766418	0.0146728354	0.0234081261	0.0200173123	0.0124717502
HELZ	0.0073619632	0.0209873599	0.0127632988	0.0247230321	0.0108175378	0.01440846	0.0773802304	0.0267258169	0.0137272956
HELZ2	0.0110429448	0.0172907226	0.0095501607	0.0165597668	0.0085200077	0.0111037673	0.0168587022	0.0076823198	0.0066962417
HEMGN	0	0	0.0107997144	0.004548105	0.0136894505	0.0060806345	0.0013341419	0.0068167063	0.0118021261
HEMK1	0.0118609407	0.0237300262	0.0273116744	0.0228571429	0.0303465441	0.0267019167	0.0268041237	0.0328933131	0.0289612455
HENMT1	0.0069529652	0.0064393036	0.0217779365	0.0232069971	0.0166570936	0.0202247191	0.08793208	0.0331097165	0.0253620156
HEPH	0	0	8.92538379150304E-005	0	0	0	0	0	0
HERC1	0.0077709611	0.0182446935	0.013745091	0.0197084548	0.0130193375	0.0126900198	0.0243784112	0.0243453798	0.0146480288
HERC2	0.008997955	0.017409969	0.0109782221	0.0177259475	0.0088071989	0.0100462657	0.0432989691	0.0257520017	0.0082865991
HERC3	0.0069529652	0.0073932745	0.0083006069	0.0062973761	0.0082328164	0.0056840714	0.0130988478	0.0080069249	0.0056081025
HERC4	0.0040899796	0.0245647508	0.0228489825	0.0177259475	0.0225923799	0.0235294118	0.0303214069	0.0243453798	0.0175776346
HERC5	0.0044989775	0.0050083472	0.0080328454	0.0071137026	0.0040206778	0.0092531395	0.0139478472	0.0054100844	0.0022599816
HERC6	0.0020449898	0.0036966373	0.0061585148	0.0085131195	0.0048822516	0.006741573	0.0081261371	0.0072495131	0.0035992299
HERPUD1	0.0846625767	0.1132840448	0.0747054623	0.0671720117	0.042312847	0.0946463979	0.11594906	0.0782298204	0.0402611534
HERPUD2	0.0192229039	0.0351776771	0.0519457337	0.0679883382	0.0421213862	0.0592200925	0.0853850819	0.0733607444	0.0351552691
HES1	0.0670756646	0.0218220844	0.0011602999	0.0017492711	0.0011487651	0.0043621943	0.0018192844	0.0012984203	0.0015066544
HES2	0.000408998	0	8.92538379150304E-005	0	0	0	0	0	0
HES4	0.0441717791	0.0020271882	0.0007140307	0.001516035	0.0028719127	0.0017184402	0.0016979988	0.0012984203	0.0002511091
HES5	0	0	0	0	0	0.0001321877	0	0	0
HES6	0.0065439673	0.0050083472	0.0031238843	0.0039650146	0.0030633735	0.0051553206	0.0399029715	0.0040034625	0.0018414665
HES7	0	0	0	0.0001166181	9.57304231284702E-005	0.0001321877	0	0	0
HESX1	0.000408998	0.0005962318	0.0001785077	0.0003498542	9.57304231284702E-005	0.0003965631	0.0007277138	0.0002164034	0.000167406
HEXA	0.0433537832	0.058788457	0.0502499107	0.0331195335	0.0354202566	0.0383344349	0.1074590661	0.049231768	0.042604838
HEXA-AS1	0	0.0004769855	0.000535523	0.0003498542	0.0003829217	0.0007931262	0.0053365676	0.0008656135	0.0004185151
HEXB	0.0666666667	0.0261149535	0.0565869332	0.0499125364	0.0468121769	0.0530072703	0.0640388114	0.0456611123	0.0327278815
HEXDC	0.0192229039	0.0178869544	0.0140128526	0.0162099125	0.0158912502	0.0120290813	0.028987265	0.0192599005	0.0125554533
HEXIM1	0.0110429448	0.0119246363	0.0188325598	0.0227405248	0.0163699024	0.0173165896	0.0367495452	0.0189352954	0.019419101
HEXIM2	0.0081799591	0.0046506082	0.0034808997	0.0033819242	0.0022017997	0.0037012558	0.0090964221	0.0058428911	0.0042688541
HEY1	0	0.0001192464	0.0003570154	0.0001166181	9.57304231284702E-005	0	0	0	0
HEY2	0	0.0002384927	8.92538379150304E-005	0	0.0005743825	0.0002643754	0.0038811401	0.0001082017	0.0003348121
HFE	0.0024539877	0.0009539709	0.000535523	0.0008163265	0	0.0002643754	0.0003638569	0.0004328068	0.0004185151
HFM1	0	0	0	0	0	0	0.0001212856	0	0
HGD	0	0.0001192464	0.0001785077	0.0004664723	0	0.0003965631	0	0.0001082017	0.000083703
HGF	0.0016359918	0	0	0	9.57304231284702E-005	0	0	0	0
HGFAC	0	0	0	0	0	0	0	0.0001082017	0
HGS	0.0388548057	0.020033389	0.0265976437	0.0237900875	0.0187631629	0.022075347	0.0269254093	0.0195845055	0.0152339499
HGSNAT	0.0212678937	0.040066778	0.0206176366	0.0274052478	0.0177101283	0.0233972241	0.0321406913	0.0282406406	0.0169080104
HHAT	0.000408998	0.0009539709	0.0008032845	0.0020991254	9.57304231284702E-005	0.0019828156	0.0001212856	0.0008656135	0.0002511091
HHEX	0.0163599182	0.1458383019	0.000535523	0.0003498542	0.0003829217	0.0002643754	0.0196482717	0.0005410084	0
HHIP	0	0	0	0	0	0	0.0002425713	0	0
HHIP-AS1	0	0.0003577391	0	0	0.0001914608	0.0001321877	0.0001212856	0	0.000083703
HHIPL1	0	0	0	0	0	0	0	0	0.000083703
HHIPL2	0	0	8.92538379150304E-005	0	0	0	0	0	0
HHLA2	0	0.0001192464	0	0	0	0	0	0.0001082017	0
HHLA3	0.0040899796	0.0126401145	0.0175830061	0.013877551	0.015604059	0.015333774	0.0180715585	0.0167712616	0.0240227672
HIAT1	0.0028629857	0.0088242309	0.0213316673	0.0135276968	0.015604059	0.0216787839	0.0179502729	0.0182860853	0.0124717502
HIATL1	0.0032719836	0.00262342	0.0082113531	0.0073469388	0.0075627034	0.0056840714	0.0173438448	0.004869076	0.0068636478
HIATL2	0.0049079755	0.0060815645	0.003302392	0.0036151603	0.0044035995	0.0042300066	0.0064281383	0.0056264878	0.0034318239
HIBADH	0.0044989775	0.0091819699	0.0316851125	0.0229737609	0.0274746314	0.0251156642	0.0241358399	0.0209911275	0.0238553612
HIBCH	0.0040899796	0.0178869544	0.0265083899	0.0191253644	0.0253685621	0.0204890945	0.0411158278	0.0209911275	0.0273708881
HIC1	0.0057259714	0	0.000535523	0.0016326531	0.0001914608	0.0007931262	0.0115221346	0.0006492101	0.0004185151
HIC2	0.0012269939	0.0016694491	0.0013388076	0.0018658892	0.0010530347	0.0010575017	0.0007277138	0.0016230253	0.0010044363
HID1	0.000408998	0.0001192464	0.0030346305	0.0029154519	0.0030633735	0.0034368804	0	0.0018394287	0.0020088725
HIF1A	0.0159509202	0.0300500835	0.0196358443	0.0118950437	0.0179973195	0.0128222075	0.0288659794	0.0228305562	0.0140621076
HIF1A-AS1	0	0.0001192464	0	0.0001166181	0.0001914608	0.0001321877	0.0003638569	0.0001082017	0.000167406
HIF1A-AS2	0.0008179959	0.0002384927	8.92538379150304E-005	0.0002332362	0	0.0001321877	0.0002425713	0	0.0006696242
HIF1AN	0.0098159509	0.0081087527	0.0113352374	0.0139941691	0.010626077	0.0112359551	0.0134627047	0.0094135469	0.011467314
HIF3A	0	0	0	0	0	0	0.0001212856	0	0
HIGD1A	0.0122699387	0.0119246363	0.035790789	0.0339358601	0.0221137277	0.0252478519	0.0944815039	0.0300800692	0.0334812087
HIGD1B	0	0.0003577391	0.0002677615	0.0004664723	0.0005743825	0.0005287508	0.0002425713	0	0
HIGD1C	0	0.0002384927	0	0	0	0	0	0.0001082017	0
HIGD2A	0.7243353783	0.3745528261	0.494466262	0.6681049563	0.3958452996	0.4260409782	0.4748332323	0.6538628003	0.5966351385
HIGD2B	0.000408998	0	0.0002677615	0.0001166181	0	0.0005287508	0.0003638569	0.0004328068	0.000083703
HILPDA	0.0020449898	0.0050083472	0.003302392	0.003148688	0.0034462952	0.002247191	0.0037598545	0.0027050422	0.0030970118
HINFP	0.0061349693	0.0053660863	0.0111567297	0.0100291545	0.0089986598	0.0097818903	0.0088538508	0.0073577148	0.0095421445
HINT1	0.2642126789	0.875149058	0.9989289539	1.486180758	0.7381772927	0.8771976206	0.9432383263	1.2233282839	1.088976312
HINT2	0.1038854806	0.0874075841	0.0859514459	0.1137026239	0.0643308443	0.0818241904	0.1617950273	0.1124215538	0.0982673475
HINT3	0.0049079755	0.009539709	0.0138343449	0.0093294461	0.0138809114	0.0091209518	0.0139478472	0.0090889418	0.0099606596
HIP1	0.0044989775	0.0027426663	0.0007140307	0.0009329446	0.0005743825	0.0010575017	0.0111582777	0.0024886388	0.0005859212
HIP1R	0	0.0369663725	0.0077650839	0.0078134111	0.0083285468	0.0059484468	0.0120072771	0.006600303	0.0070310538
HIPK1	0.0134969325	0.00393513	0.0078543377	0.0179591837	0.0053609037	0.0080634501	0.0266828381	0.015256438	0.0104628777
HIPK2	0.008997955	0.0034581445	0.0049089611	0.0081632653	0.0044993299	0.0027759418	0.0288659794	0.0064921013	0.0051895873
HIPK3	0.018404908	0.0113284045	0.0033916458	0.0090962099	0.0030633735	0.004494382	0.0179502729	0.0119021857	0.0051058843
HIPK4	0.000408998	0	0	0.0002332362	0	0	0.0002425713	0	0
HIRA	0.0081799591	0.017409969	0.0030346305	0.006180758	0.0012444955	0.0035690681	0.010430564	0.0047608743	0.0035155269
HIRIP3	0.008997955	0.0214643453	0.0408782578	0.0321865889	0.0406854298	0.0301387971	0.0390539721	0.0300800692	0.0294634636
HIST1H1A	0	0.0001192464	0.0002677615	0.0006997085	0.0003829217	0.0007931262	0.0025469982	0.0016230253	0.0005859212
HIST1H1B	0.0012269939	0.0020271882	0.0040164227	0.004548105	0.0029676431	0.0035690681	0.0100667071	0.0020558321	0.0016740604
HIST1H1C	0.063394683	0.1581206773	0.093627276	0.1151020408	0.0767757993	0.1157964309	0.2943602183	0.1637091539	0.0444463045
HIST1H1D	0.0024539877	0.1265203911	0.039093181	0.0459475219	0.0290063182	0.0345009914	0.2354154033	0.2161869725	0.0241901733
HIST1H1E	0.0061349693	0.1331981875	0.0347197429	0.032303207	0.0261344055	0.0368803701	0.3950272893	0.1684700281	0.0186657738
HIST1H1T	0	0	0.0001785077	0	0	0	0	0	0
HIST1H2AB	0	0.0009539709	0.0049982149	0.006180758	0.0033505648	0.0056840714	0.0092177077	0.0046526726	0.0017577635
HIST1H2AC	0.0053169734	0.0438826616	0.0188325598	0.0102623907	0.0221137277	0.0148050231	0.0375985446	0.0119021857	0.0136435925
HIST1H2AD	0	0.0009539709	0.0008032845	0.0004664723	0.0001914608	0.0010575017	0.00194057	0.0007574118	0
HIST1H2AE	0.0024539877	0.0091819699	0.0117815066	0.0296209913	0.0072755122	0.0222075347	0.0379624015	0.0150400346	0.0062777266
HIST1H2AG	0.0012269939	0.0077510136	0.0134773295	0.0220408163	0.0112961899	0.0269662921	0.0241358399	0.0141744211	0.0035992299
HIST1H2AH	0.000408998	0.0060815645	0.0087468761	0.0191253644	0.0052651733	0.0108393919	0.0373559733	0.0107119671	0.0021762786
HIST1H2AI	0	0.0015502027	0.0022313459	0.0022157434	0.0007658434	0.0019828156	0.0066707095	0.0009738152	0.000167406
HIST1H2AJ	0.000408998	0.0060815645	0.0014280614	0.004548105	0.0005743825	0.0023793787	0.028987265	0.00833153	0.0003348121
HIST1H2AK	0.000408998	0.0011924636	0.0016958229	0.001516035	0.0016274172	0.0021150033	0.0116434203	0.0024886388	0.0006696242
HIST1H2AL	0.0008179959	0.0038158836	0.0029453767	0.0026822157	0.0014359563	0.0030403173	0.0055791389	0.0028132439	0.0011718423
HIST1H2AM	0.0012269939	0.0093012163	0.0066940378	0.0120116618	0.0027761823	0.0075346993	0.1084293511	0.0168794633	0.0030970118
HIST1H2BB	0	0	0.003302392	0.0094460641	0.0019146085	0.0034368804	0.0078835658	0.0027050422	0.0010044363
HIST1H2BC	0.0028629857	0.0083472454	0.0174044984	0.0249562682	0.0100516944	0.0247191011	0.0345664039	0.015256438	0.0056918055
HIST1H2BD	0.0065439673	0.0211066062	0.0143698679	0.0188921283	0.0134022592	0.0207534699	0.0424499697	0.0167712616	0.0070310538
HIST1H2BE	0	0	0.0003570154	0.0004664723	9.57304231284702E-005	0.0001321877	0.0006064281	0.0002164034	0.0002511091
HIST1H2BF	0	0.0014309564	0.0049982149	0.0060641399	0.0050737124	0.0046265697	0.018556701	0.0035706557	0.0020088725
HIST1H2BG	0.0008179959	0.0107321727	0.0101749375	0.0191253644	0.0080413555	0.0141440846	0.0204972711	0.0073577148	0.0051058843
HIST1H2BH	0.000408998	0.0010732173	0.0008925384	0.0010495627	0.0011487651	0.0009253139	0.0036385688	0.0005410084	0.0004185151
HIST1H2BI	0.000408998	0.0009539709	0.0013388076	0.0024489796	0.0014359563	0.002247191	0.0053365676	0.0012984203	0.0010044363
HIST1H2BJ	0.000408998	0.00131171	0.0016065691	0.0026822157	0.0009573042	0.0019828156	0.0036385688	0.0010820169	0.0006696242
HIST1H2BK	0.0122699387	0.0697591223	0.0272224206	0.0262390671	0.0287191269	0.0256444151	0.0526379624	0.0223977494	0.0239390642
HIST1H2BL	0.0008179959	0.0002384927	0.0009817922	0.0020991254	9.57304231284702E-005	0.0013218771	0.0033959976	0.001731227	0.0011718423
HIST1H2BM	0	0	0.0011602999	0.0033819242	0.0007658434	0.0026437541	0.0021831413	0.0007574118	0.0005022181
HIST1H2BN	0.0016359918	0.00655855	0.009907176	0.0131778426	0.0089986598	0.0105750165	0.0305639782	0.0063838996	0.0096258475
HIST1H2BO	0	0.0002384927	0.0017850768	0.0019825073	0.0008615738	0.0015862525	0.0020618557	0.0006492101	0.000167406
HIST1H3A	0.0024539877	0.0022656809	0.003302392	0.0051311953	0.002488991	0.0055518837	0.0207398423	0.0085479333	0.0023436846
HIST1H3B	0	0	0.0001785077	0.0002332362	0	0	0.0002425713	0.0003246051	0.000083703
HIST1H3C	0	0	0.000535523	0.0002332362	0.0004786521	0.0005287508	0.000970285	0.0001082017	0.0005022181
HIST1H3D	0.0012269939	0.0047698545	0.0043734381	0.0066472303	0.0044035995	0.005419696	0.0192844148	0.0061674962	0.0029296058
HIST1H3E	0	0.0001192464	0	0.0001166181	0	0.0001321877	0.0006064281	0.0001082017	0.000083703
HIST1H3F	0	0	0.0002677615	0	9.57304231284702E-005	0.0001321877	0.0023044269	0.0002164034	0.000083703
HIST1H3G	0	0	0	0.0001166181	9.57304231284702E-005	0	0.0002425713	0.0001082017	0.000083703
HIST1H3H	0.0008179959	0.0003577391	0.0020528383	0.0022157434	0.0008615738	0.0011896894	0.0024257126	0.0020558321	0.0008370302
HIST1H3I	0	0.0003577391	0.0014280614	0.0008163265	0.0005743825	0.0015862525	0.0026682838	0.0006492101	0.0002511091
HIST1H3J	0	0	0.0007140307	0.0005830904	9.57304231284702E-005	0	0.0007277138	0.0003246051	0
HIST1H4A	0.0008179959	0.0017886954	0.0029453767	0.0029154519	0.0021060693	0.0033046927	0.0087325652	0.0020558321	0.0030970118
HIST1H4B	0.0012269939	0.0011924636	0.0016958229	0.0040816327	0.001818878	0.003172505	0.0047301395	0.0015148236	0.0011718423
HIST1H4C	0.0678936605	0.0845456714	0.0859514459	0.2686880466	0.0968791882	0.0933245208	0.6325045482	0.1995239126	0.1887503139
HIST1H4D	0	0.0001192464	0.0019635844	0.0027988338	0.0013402259	0.0017184402	0.0023044269	0.0007574118	0.0015066544
HIST1H4E	0.0012269939	0.0044121154	0.0100856837	0.0177259475	0.0105303465	0.0161269002	0.0349302608	0.0107119671	0.0068636478
HIST1H4F	0.0016359918	0.0004769855	0.0016958229	0.0050145773	0.0008615738	0.0014540648	0.0069132808	0.0015148236	0.0008370302
HIST1H4H	0	0.0025041736	0.0007140307	0.0013994169	0.0013402259	0.0013218771	0.0078835658	0.0016230253	0.0014229514
HIST1H4I	0	0.0015502027	0.0002677615	0.0002332362	0.0004786521	0.0002643754	0.00194057	0.0006492101	0.0002511091
HIST1H4J	0.0016359918	0.0035773909	0.0026776151	0.0099125364	0.0026804518	0.0072703239	0.0137052759	0.0084397317	0.0062777266
HIST1H4K	0	0.00131171	0.0006247769	0.0008163265	0.0004786521	0.0010575017	0.0029108551	0.0007574118	0.0006696242
HIST1H4L	0	0.0001192464	8.92538379150304E-005	0	0	0	0.0003638569	0	0
HIST2H2AB	0.0008179959	0.0031004054	0.0058907533	0.0072303207	0.0040206778	0.0084600132	0.0183141298	0.0042198658	0.0027621997
HIST2H2AC	0.0413087935	0.0494872406	0.0323098893	0.0672886297	0.0176143979	0.0576338401	0.1795027289	0.0748755681	0.0184146648
HIST2H2BE	0.0065439673	0.0076317672	0.0347197429	0.0423323615	0.0279532836	0.0527428949	0.0616130988	0.0247781865	0.0175776346
HIST2H2BF	0.0012269939	0.0014309564	0.0065155302	0.0080466472	0.004307869	0.0071381362	0.0101879927	0.0020558321	0.003766636
HIST2H3D	0	0	0.0003570154	0.0002332362	0.0001914608	0.0007931262	0.0016979988	0.0002164034	0
HIST3H2A	0.000408998	0.0004769855	0.0030346305	0.0036151603	0.0016274172	0.0034368804	0.0040024257	0.0014066219	0.0014229514
HIST3H2BB	0	0.0001192464	0.000535523	0.0010495627	9.57304231284702E-005	0.0006609385	0.0023044269	0.0006492101	0.0002511091
HIST4H4	0.0008179959	0.0033388982	0.0066940378	0.0097959184	0.0038292169	0.0088565763	0.0140691328	0.0035706557	0.0043525571
HIVEP1	0	0.0029811591	0.0019635844	0.00303207	0.0028719127	0.0019828156	0.0030321407	0.0041116641	0.0027621997
HIVEP2	0.0016359918	0.0058430718	0.0111567297	0.0218075802	0.0064139383	0.0113681428	0.0035172832	0.012118589	0.01163472
HIVEP3	0.0069529652	0.0031004054	0.0108889682	0.0141107872	0.0064139383	0.0105750165	0.0254699818	0.0114693789	0.0053569934
HJURP	0	0	0.0006247769	0	0	0.0001321877	0.0004851425	0.0003246051	0
HK1	0.0441717791	0.0172907226	0.0422170653	0.0409329446	0.0291020486	0.0367481824	0.0220739842	0.0278078338	0.0283753243
HK2	0.0049079755	0.0021464345	0.0003570154	0.0004664723	0.0010530347	0.0001321877	0.0002425713	0.0007574118	0.0014229514
HK3	0.0593047035	0	0	0	0	0	0	0	0.000083703
HKDC1	0	0	0.006604784	0.0038483965	0.0062224775	0.0058162591	0.0001212856	0.001731227	0.0025947937
HKR1	0.0036809816	0.0119246363	0.0103534452	0.0127113703	0.0134979897	0.0126900198	0.0162522741	0.0089807401	0.0090399263
HLA-A	3.5398773006	3.4394228476	6.4343091753	6.4060641399	4.4449550067	6.2091209518	9.4020618557	6.4468729712	5.0228509249
HLA-AS1	0	0.00131171	0	0	0	0.0001321877	0	0	0
HLA-B	5.3141104294	4.8743143334	7.9830417708	7.9940524781	6.0906567107	7.5389292796	11.1747725894	8.710127678	6.6869506989
HLA-C	3.1766871166	3.0211066062	5.1592288468	5.0004664723	3.7213287383	4.7645736946	7.6365069739	5.6340618914	4.0051895873
HLA-DMA	0.7239263804	0.7217982352	0.022581221	0.010845481	0.0198161976	0.0150693985	0.0260764099	0.0354901536	0.0234368461
HLA-DMB	0.2879345603	0.5579537324	0.0083898608	0.0048979592	0.0075627034	0.0062128222	0.0252274106	0.0163384549	0.0136435925
HLA-DOA	0.0126789366	0.0746482232	0.0003570154	0.0001166181	0.0009573042	0.0007931262	0.0002425713	0.0084397317	0.0109650958
HLA-DOB	0.0024539877	0.2530407823	0.0004462692	0.0009329446	0.0001914608	0.0003965631	0.0003638569	0.0005410084	0.0005859212
HLA-DPA1	0.9869120654	3.394228476	0.0551588718	0.035451895	0.0101474249	0.0423000661	0.0885385082	0.1140445791	0.0099606596
HLA-DPB1	2.2159509202	3.9084187932	0.0634594788	0.0529446064	0.0114876508	0.0523463318	0.1018799272	0.2006059295	0.053904746
HLA-DQA1	0.7709611452	1.5115668972	0.0096394145	0.0023323615	0.0007658434	0.0055518837	0.018556701	0.0417658515	0.0006696242
HLA-DQA2	0.4846625767	1.2140472216	0.0062477687	0.001516035	0.000670113	0.0019828156	0.0226804124	0.0323523047	0.0004185151
HLA-DQB1	0.827402863	1.0577152397	0.0565869332	0.0650728863	0.0046907907	0.0619960344	0.0477865373	0.0471759359	0.007868084
HLA-DQB1-AS1	0.0008179959	0.0004769855	8.92538379150304E-005	0	0	0	0	0	0
HLA-DQB2	0.03599182	0.0337467207	0.0013388076	0.0018658892	0	0.0019828156	0.0004851425	0.0010820169	0
HLA-DRA	2.9582822086	7.940853804	0.0296322742	0.0043148688	0.0028719127	0.0134831461	0.0137052759	0.0370049773	0.0020925755
HLA-DRB1	5.2298568507	5.0605771524	0.0905926455	0.061574344	0.0072755122	0.0658294779	0.0825955124	0.1668470028	0.0085377082
HLA-DRB5	2.581595092	2.4554018602	0.0599785791	0.0515451895	0.0040206778	0.04322538	0.0546998181	0.1129625622	0.0052732904
HLA-E	0.7047034765	1.0692821369	1.7748125669	1.5793586006	1.4723339077	1.6541969597	2.6629472408	1.8150833153	1.34736754
HLA-F	0.1492842536	0.1377295492	0.2269725098	0.2573760933	0.180547578	0.1948446794	0.3345057611	0.3083748106	0.2644178455
HLA-G	0.0482617587	0.0098974481	0.012138522	0.0165597668	0.009285851	0.0100462657	0.0178289873	0.0163384549	0.0097932535
HLCS	0	0.0016694491	0.0014280614	0.0017492711	0.0011487651	0.0017184402	0.0054578532	0.0021640338	0.0020925755
HLF	0	0	0.0014280614	0.0032653061	0.0001914608	0.0015862525	0	0.0002164034	0
HLTF	0.0012269939	0.0106129263	0.0041949304	0.0032653061	0.0025847214	0.0027759418	0.0183141298	0.0114693789	0.0056918055
HLX	0.0114519427	0.0040543763	0.0003570154	0	0	0	0	0	0
HM13	0.081799591	0.0398282852	0.0980899679	0.0914285714	0.0575339843	0.0835426305	0.1073377805	0.0665440381	0.0526492006
HM13-AS1	0	0	0	0	0	0	0.0001212856	0.0001082017	0
HMBOX1	0.0134969325	0.0320772716	0.0222242056	0.0171428571	0.0193375455	0.0183740912	0.0326258338	0.0196927072	0.019251695
HMBS	0.01799591	0.0175292154	0.017047483	0.0143440233	0.0150296764	0.0169200264	0.0163735597	0.0194763038	0.0195028041
HMCES	0.0085889571	0.0281421417	0.0386469118	0.0304373178	0.029867892	0.031064111	0.05603396	0.038844406	0.0323930694
HMCN1	0	0	0	0	0	0.0001321877	0	0	0
HMG20A	0.0020449898	0.0067970427	0.0081220993	0.0048979592	0.0085200077	0.0048909451	0.0183141298	0.0081151266	0.0069473508
HMG20B	0.03599182	0.0357739089	0.0699750089	0.0562099125	0.0582040973	0.0593522802	0.0730139478	0.0630815841	0.0517284674
HMGA1	0.0327198364	0.0982590031	0.1740449839	0.1165014577	0.1701129619	0.146860542	0.0629472408	0.1333044795	0.1372729556
HMGA1P4	0.0098159509	0.0150250417	0.0018743306	0.0025655977	0.0026804518	0.0033046927	0.0083687083	0.0067085047	0.0041014481
HMGA2	0	0	0	0	0	0	0.0001212856	0	0
HMGB1	0.2580777096	0.5948008586	0.6769903606	0.5967346939	0.562894888	0.5837409121	1.2008489994	0.7080718459	0.4807901565
HMGB2	0.1210633947	0.0938468877	0.2375044627	0.2248396501	0.1487650775	0.2103106411	0.2440266828	0.1619779269	0.1074746798
HMGB3	0.0110429448	0.00131171	0.0019635844	0.0016326531	0.0004786521	0.0010575017	0.0035172832	0.0016230253	0.0002511091
HMGCL	0.01799591	0.0146673026	0.0282042128	0.0235568513	0.0246027187	0.0268341044	0.0328684051	0.0196927072	0.0266175609
HMGCR	0.0028629857	0.0028619127	0.0026776151	0.0020991254	0.0022975302	0.0033046927	0.0065494239	0.0033542523	0.0020925755
HMGCS1	0.0032719836	0.0072740281	0.007140307	0.0067638484	0.0058395558	0.0068737607	0.0194057004	0.0071413114	0.0056918055
HMGN1	0.0584867076	0.5211066062	0.5930917529	0.5411078717	0.5661497224	0.4923992069	0.5386294724	0.5925124432	0.5613961664
HMGN2	0.0220858896	0.0444788934	0.0262406283	0.0334693878	0.0244112579	0.0278916061	0.0659793814	0.0534516338	0.0246923914
HMGN3	0.1169734151	0.1197233484	0.1879685826	0.1758600583	0.1678154317	0.1440846001	0.4258338387	0.2234364856	0.2345358667
HMGN3-AS1	0.000408998	0.0004769855	0.0003570154	0.0001166181	0.000670113	0	0.0010915706	0.0001082017	0.0003348121
HMGN4	0.0028629857	0.0090627236	0.0136558372	0.0120116618	0.0094773119	0.0115003305	0.0198908429	0.0094135469	0.007784381
HMGN5	0.0020449898	0.0051275936	0.0068725455	0.0048979592	0.0050737124	0.0034368804	0.0132201334	0.0071413114	0.0061103206
HMGXB3	0.0110429448	0.013474839	0.0045519457	0.0074635569	0.0034462952	0.0051553206	0.0225591267	0.0157974464	0.0044362601
HMGXB4	0.0159509202	0.0264726926	0.0282934666	0.0325364431	0.0258472142	0.0278916061	0.0449969679	0.0347327418	0.0240227672
HMHA1	0.1705521472	0.1266396375	0.2983755801	0.2228571429	0.3064330844	0.2613350958	0.1831412978	0.2257087211	0.2422365447
HMMR	0	0.0005962318	0.0013388076	0.0004664723	0	0.0002643754	0.0014554275	0.0002164034	0
HMOX1	0.0805725971	0.0005962318	0.0002677615	0	0.0002871913	0	0.0083687083	0.0002164034	0
HMOX2	0.0249488753	0.0331504889	0.2138521956	0.1801749271	0.1689641968	0.1684071381	0.2829593693	0.1779917767	0.1768644848
HMSD	0	0	0	0	0	0	0	0	0.000083703
HMX2	0	0	0.0002677615	0	0.0003829217	0.0001321877	0	0	0
HN1	0.1472392638	0.0564035297	0.139860764	0.1468221574	0.0699789393	0.111698612	0.1883565797	0.0896991993	0.0712312714
HN1L	0.0040899796	0.0058430718	0.0124062835	0.0103790087	0.0096687727	0.0103106411	0.0076409945	0.0068167063	0.0090399263
HNF1A-AS1	0	0	0	0	9.57304231284702E-005	0	0	0	0
HNMT	0.0703476483	0	0	0	0	0	0	0	0
HNRNPA0	0.1349693252	0.4896255664	0.555069618	0.478483965	0.4869806625	0.5532055519	0.4627046695	0.5516122052	0.4062107642
HNRNPA1	0.4425357873	1.398163606	2.2245626562	1.930845481	2.0712234348	1.9409120952	1.7217707702	2.2040683835	2.0399263413
HNRNPA1L2	0.0053169734	0.0097782018	0.013209568	0.0087463557	0.0128278767	0.012161269	0.0128562765	0.0161220515	0.0092073324
HNRNPA2B1	0.1685071575	0.6445265919	0.9499285969	0.6663556851	0.9007275512	0.8223397224	1.1044269254	0.7721272452	0.7599397338
HNRNPA3	0.0715746421	0.1736227045	0.2607997144	0.1980174927	0.2401876316	0.2359550562	0.4177077016	0.2462670418	0.1848162719
HNRNPAB	0.0331288344	0.0261149535	0.0381113888	0.0418658892	0.029867892	0.0356906808	0.0830806549	0.0402510279	0.0321419603
HNRNPC	0.0940695297	0.3182685428	0.3278293467	0.2443148688	0.2817346353	0.2626569729	0.4157671316	0.3435403592	0.2669289361
HNRNPCL1	0.000408998	0	0	0	0	0.0001321877	0	0	0.000083703
