Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
SLC15A3	0.051191	0.039138	0.165531	0.298402	0.02025	0.012694	0.214784	0.023537	0.009628	0.360403	1.0	0.810519	0.012215	0.014401	0.004748	0.0	0.029617	0.241213	0.026875	0.02501
SLC17A5	0.165144	0.175175	0.216489	0.230169	0.175494	0.120668	0.308149	0.220932	0.157414	1.0	0.065445	0.137511	0.268783	0.043127	0.093167	0.22454	0.24899	0.132506	0.487158	0.104723
SLC1A4	0.142544	0.173343	0.066647	0.158352	0.106415	0.087945	0.051254	0.059885	0.068136	0.184821	0.271065	0.100498	0.123728	0.193563	0.044257	0.315614	0.159721	0.125417	1.0	0.226182
SLC38A1	1.0	0.593934	0.016694	0.007617	0.763654	0.253396	0.08955	0.619042	0.864754	0.008145	0.001442	0.0	0.041229	0.099964	0.436581	0.521133	0.282764	0.179165	0.612007	0.107196
SLC4A1AP	0.251891	0.254633	0.200589	0.121086	1.0	0.177213	0.200825	0.223369	0.291006	0.190305	0.207265	0.196366	0.093795	0.288383	0.136256	0.349518	0.196454	0.174977	0.166249	0.0
SLC6A13	0.057661	0.095279	0.133513	0.080583	0.062619	0.205912	0.172768	0.106198	0.115944	0.137346	0.25006	0.200333	0.17967	0.192601	0.113114	0.09954	0.012696	0.048583	0.55799	1.0
SLC7A7	0.108133	0.083973	0.717669	1.0	0.029956	0.027339	0.116567	0.039029	0.009934	0.136921	0.880065	0.447261	0.021832	0.011681	0.015883	0.003424	0.057434	0.102831	0.183195	0.0
SLC9A3R1	0.099912	0.111474	0.216189	0.597837	0.324963	0.361575	0.347813	0.390982	0.515291	0.055798	0.150597	0.12291	0.10652	1.0	0.363341	0.547286	0.203771	0.127055	0.278791	0.0
SLCO2B1	0.0	0.003114	0.02499	0.030031	0.00038	0.011704	0.030651	0.011666	0.003208	1.0	0.379513	0.985683	0.153033	0.012743	0.011209	0.006661	0.041516	0.075249	0.033882	0.050631
SMARCD3	0.030418	0.042432	0.452316	0.276451	0.122553	0.066501	0.144245	0.153141	0.119149	0.0428	0.177526	0.167046	0.163917	0.05511	0.0	0.026239	0.134061	0.073281	0.040889	0.110947
SOCS2	0.002404	0.006888	0.003054	0.0	0.03953	0.030463	0.018727	0.037461	0.019867	0.00841	0.02791	0.011173	0.043248	1.0	0.029805	0.077305	0.081118	0.023662	0.017354	0.00052
SPAG4	0.003714	0.004137	0.01462	0.006017	0.0254	0.027272	0.052127	0.029077	0.026814	0.039496	0.032201	0.023872	0.082292	0.051128	0.011809	0.048213	0.025358	0.020091	1.0	0.07166
STAB2	0.504839	0.381094	0.515445	0.695861	0.257966	0.297058	0.48066	0.570979	0.327764	0.881015	0.093315	0.0	0.517527	0.349362	0.481536	0.201593	0.548245	0.438623	1.0	0.980809
STEAP4	0.016421	0.02405	0.157577	0.053495	0.029655	0.039544	1.0	0.042753	0.023521	0.049799	0.035592	0.036892	0.052212	0.075329	0.038108	0.021894	0.015842	0.062003	0.0	0.048111
SYNE1	0.315945	0.153838	0.026537	0.0	0.837299	0.147506	0.082814	0.058568	0.150954	0.028025	0.014391	0.036245	0.024351	0.018303	1.0	0.045008	0.006663	0.035651	0.045217	0.022068
TAGLN	0.208171	0.120646	0.210941	0.802392	0.05528	0.060974	0.113583	0.049923	0.0	0.010507	0.198784	0.170793	0.010378	0.233227	0.052063	0.031183	0.038057	0.127724	0.02456	0.045554
TBC1D8	0.076934	0.071348	0.346843	1.0	0.154292	0.084154	0.16004	0.105702	0.050492	0.194139	0.445033	0.360579	0.163115	0.14383	0.11699	0.051024	0.088969	0.634259	0.049207	0.099088
TCL1A	1.0	0.06899	0.017611	0.009757	0.002238	0.011778	0.028067	0.022593	0.017453	0.017191	0.001645	0.0	0.007215	0.004417	0.02677	0.011462	0.048634	0.006206	0.057716	0.312498
TFEC	0.026753	0.289602	1.0	0.148434	0.002702	0.130492	0.229529	0.033408	0.006819	0.564768	0.428403	0.547474	0.023923	0.026125	0.050576	0.053612	0.555043	0.502687	0.0	0.569386
TGM3	0.03601	0.019304	0.050893	0.05175	0.018349	0.028467	1.0	0.032052	0.039507	0.099584	0.035808	0.016125	0.042564	0.126578	0.034512	0.049711	0.0	0.076302	0.090138	0.169412
TLL1	0.047503	0.048036	0.033711	0.093571	0.074308	0.071567	0.156077	0.065817	0.040352	0.077057	0.019924	0.021903	0.029694	0.097805	0.10101	0.064176	0.0	0.086944	0.027463	1.0
TLR5	0.030184	0.0095	1.0	0.991749	0.064166	0.111185	0.68993	0.209073	0.06379	0.631629	0.224354	0.697627	0.043993	0.0	0.0679	0.042703	0.051119	0.199164	0.050469	0.029889
TLR8	0.0	0.003075	0.722394	0.663322	0.052498	0.07826	1.0	0.058168	0.010338	0.214162	0.533491	0.279412	0.010823	0.02382	0.017455	0.00981	0.034871	0.259686	0.004659	0.047592
TM4SF5	0.146626	0.155542	0.234567	0.161319	0.188739	0.093808	0.289368	0.24077	0.248286	0.286248	0.0	0.002156	0.345836	0.03056	0.10831	0.154652	0.19572	0.239167	1.0	0.369057
TMC6	0.348726	0.199353	0.075498	0.564955	0.072388	0.312079	0.051231	0.333359	0.306425	0.20873	0.297449	0.4633	0.044816	0.225094	0.04783	0.089448	0.0	0.176761	0.05186	0.088698
TMEM9B	0.481114	0.334656	0.411248	1.0	0.637547	0.194765	0.114535	0.210633	0.230787	0.674554	0.584628	0.731888	0.19186	0.71777	0.541134	0.295352	0.164184	0.59545	0.355614	0.0
TMF1	0.12348	0.079488	0.08119	0.018836	1.0	0.108527	0.206539	0.168684	0.158338	0.011133	0.013147	0.013452	0.0	0.171537	0.102479	0.182451	0.178703	0.07995	0.027416	0.006419
TNFRSF10C	0.073844	0.070252	0.179806	0.171581	0.010755	0.084183	1.0	0.075881	0.054314	0.086721	0.146077	0.13701	0.123411	0.207683	0.330879	0.0	0.07443	0.095821	0.000872	0.174522
TNFRSF13B	0.346814	1.0	0.069964	0.041198	0.093772	0.064197	0.072749	0.057854	0.047595	0.062734	0.019169	0.0168	0.033663	0.0	0.033421	0.060179	0.082353	0.031155	0.51586	0.055781
TNFRSF25	0.030271	0.024922	0.064472	0.079346	0.147942	0.129079	0.06581	0.714957	0.419732	0.036534	0.01212	0.028716	0.026541	0.010147	0.0	0.194518	0.095311	0.056082	0.032794	0.075313
TNNI2	0.094963	0.098073	0.289522	0.982753	0.141329	0.0863	0.660299	0.134482	0.071342	0.816021	0.345696	0.412023	0.087328	0.499138	0.108708	0.0	0.267189	0.322755	0.060592	1.0
TOMM22	0.263	0.355778	0.255288	0.853902	0.235555	0.294603	0.102699	0.355769	0.300775	0.145856	0.346543	0.372937	0.251493	0.228863	0.0	0.315699	0.369754	0.598504	0.273667	0.12514
TOMM34	0.149321	0.082549	0.122129	0.267243	0.0	0.052363	0.117444	0.174159	0.140903	0.168483	0.256115	0.204665	0.169218	0.309298	0.017653	0.293292	0.212897	1.0	0.320346	0.110369
TRAF3IP2	0.44916	0.331198	0.143999	0.0	0.158586	0.106194	0.173985	0.244981	0.144375	0.114325	0.278032	0.099798	0.084005	0.350388	0.122412	0.072938	0.12494	0.218959	0.053022	0.075832
TRAK1	0.813453	0.499331	0.231737	0.630187	0.298511	0.117938	0.162643	0.110946	0.093679	0.292454	0.39878	0.388391	0.0	0.277388	0.056808	0.066732	0.242781	0.45135	0.235005	0.012436
TRAT1	0.0	0.011404	0.021132	0.027212	0.038849	0.095289	0.117026	1.0	0.706239	0.065176	0.027626	0.012392	0.001357	0.343982	0.061187	0.869564	0.003211	0.045261	0.026478	0.16891
TREM1	0.022477	0.009188	0.232495	0.165467	0.005007	0.018282	1.0	0.019181	0.012558	0.011447	0.062324	0.031598	0.010973	0.007089	0.023795	0.0	0.030748	0.079141	0.021988	0.024464
TREML2	0.298464	0.129422	0.111188	0.159944	0.020875	0.081161	1.0	0.089463	0.067708	0.05559	0.072055	0.107222	0.081961	0.255806	0.313051	0.076992	0.108946	0.052982	0.115011	0.130421
TRIB1	0.0	0.009294	0.089714	0.169591	0.009916	0.002	0.111819	0.044223	0.00462	0.051155	0.304595	0.388756	0.060944	0.113668	0.525899	0.010439	0.009473	0.209779	1.0	0.094998
TSPAN7	0.071389	0.040143	0.029998	0.136074	0.136299	0.058211	0.487317	0.182158	0.100978	0.066732	0.0	0.889701	0.203934	0.074509	0.304236	0.343336	0.841317	0.188022	1.0	0.269654
TUBB6	0.163461	0.336724	0.354609	0.201974	0.15224	0.052272	0.028127	0.074533	0.069201	0.458574	0.842663	1.0	0.831337	0.030782	0.025017	0.070676	0.824037	0.847124	0.17051	0.576365
TULP2	0.806553	0.356562	0.472062	0.628007	0.385643	0.168205	0.744608	0.340924	0.223079	0.694738	0.025524	0.065782	0.297117	0.078582	0.288735	0.306114	0.309994	0.194606	0.4927	1.0
TYRO3	0.278287	0.150619	0.405816	0.11255	0.130327	0.262331	0.39592	0.340424	0.202207	0.591851	0.40727	0.314663	0.429068	0.228403	0.041377	0.228721	0.287419	0.265346	0.466568	1.0
UBE2J1	0.142229	0.35879	0.091876	0.429766	0.182839	0.031797	0.105208	0.040182	0.037038	0.0	0.225692	0.170903	0.032866	0.319141	0.071605	0.034097	0.128433	0.134471	1.0	0.031224
ULK2	0.002893	0.027191	0.209998	1.0	0.525924	0.299299	0.122854	0.199387	0.178505	0.065656	0.306459	0.238959	0.089085	0.29182	0.103493	0.074304	0.121996	0.300661	0.0	0.15584
WEE1	0.367302	1.0	0.009734	0.0	0.245998	0.199174	0.161384	0.185392	0.242565	0.073397	0.086511	0.041263	0.598667	0.350233	0.491811	0.64009	0.732611	0.142405	0.135957	0.050884
YTHDF3	0.089729	0.133874	0.211867	0.314727	1.0	0.099006	0.369505	0.135415	0.130462	0.15951	0.10631	0.113673	0.097017	0.214958	0.248427	0.358047	0.187101	0.235773	0.0	0.052961
ZC3H12A	0.220385	0.150785	0.16567	0.195387	0.222886	0.250991	0.633917	0.212814	0.253502	0.221141	1.0	0.355276	0.086575	0.400397	0.0	0.278358	0.016491	0.256354	0.365392	0.070368
ZDHHC13	0.214363	0.198191	0.0	0.008266	0.225328	0.178032	0.182244	0.206151	0.267659	0.037991	0.17813	0.112088	0.205267	0.206044	1.0	0.217533	0.056807	0.276275	0.066305	0.099708
ZNF180	0.263748	0.303003	0.735865	0.433098	0.865462	0.412073	0.605194	0.617616	0.357052	0.781074	0.018128	0.0	0.731894	0.080499	0.647655	1.0	0.714574	0.247849	0.116648	0.107875
ZNF189	0.158427	0.174488	0.303398	0.0	0.101252	0.149841	0.340039	0.1388	0.078774	0.178861	0.169574	0.134225	0.310413	0.281372	0.138158	0.625441	1.0	0.285917	0.145406	0.051816
ZNF34	0.136659	0.121174	0.331601	0.983471	0.302709	0.398983	0.278807	0.306863	0.291561	0.596268	0.390812	0.475439	0.179143	0.981501	0.0	0.310712	0.293766	0.450587	0.166045	0.108305
ZNF552	0.249665	0.235838	0.100922	0.075919	0.188075	0.152502	0.110942	0.154287	0.199172	0.072567	0.049373	0.035016	0.098548	0.148685	1.0	0.087462	0.075567	0.082748	0.096242	0.134012
ZNF593	0.222636	0.298809	0.278815	0.92708	0.258931	0.170424	0.088829	0.424389	0.424507	0.334672	0.653738	0.54186	0.37646	0.305138	0.0	0.462017	0.413505	0.562259	0.745252	0.343357
