Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
HSPA6	0.016103	0.039735	0.189773	0.05086	0.081053	1.0	0.021888	0.001085	0.000792	0.027081	0.00142	0.03717	0.057757	0.015671	0.033871	0.0	0.073491	0.103614	0.018553	0.014479	0.000863	0.215905
HTR2B	0.004139	0.022492	0.024437	0.069693	0.00622	0.007509	0.017722	0.003217	0.0	0.047857	0.006066	0.072066	0.558913	0.127109	0.000746	0.057629	0.012454	0.057712	0.191454	0.039761	1.0	0.009701
ICA1	0.057329	0.025137	0.053881	0.03292	0.033578	0.107249	0.039661	0.098741	0.04437	0.033146	0.060485	0.057957	0.043161	0.068941	0.060537	0.06494	1.0	0.067852	0.058697	0.062659	0.056978	0.046448
ICOS	0.000255	0.000507	0.000113	0.001042	0.002332	0.000221	0.13097	0.101054	0.232629	0.024511	0.0	0.001822	7.5e-05	9.3e-05	0.0001	0.000215	1.0	0.0949	0.004126	0.000286	0.000216	0.001229
IDO1	0.007458	0.010159	0.008532	0.023581	0.023749	0.018292	0.005605	0.007755	0.00597	0.007468	0.011159	1.0	0.001794	0.006203	0.004574	0.011412	0.007474	0.00179	0.005283	0.003315	0.775381	0.050907
IFI44L	0.002255	0.004375	0.049423	0.048515	0.05	0.010647	0.022712	0.019374	0.001213	0.012193	0.000259	1.0	0.162129	0.011707	0.014146	0.006986	0.020247	0.55162	0.080217	0.0	0.66749	0.025671
IFNA10	0.376713	1.0	0.045688	0.015882	0.046085	0.096083	0.053249	0.051553	0.021184	0.042188	0.028903	0.015358	0.012148	0.165291	0.107036	0.164595	0.059931	0.979115	0.028318	0.1032	0.015812	0.034194
IFNG	0.028085	0.017723	0.008191	0.030328	0.559552	0.020757	0.008061	0.013604	1.0	0.030603	0.007699	0.006317	0.002308	0.008356	0.002176	0.012842	0.024124	0.018706	0.033834	0.003053	0.005748	0.015963
IGSF6	0.003136	0.007158	0.435581	0.012099	0.007821	0.693552	0.002162	0.003573	0.001413	0.0	1.0	0.044297	0.264395	0.021362	0.056127	0.006268	0.000139	0.004904	0.018299	0.603793	0.199101	0.0363
IL12B	0.03626	0.029698	0.009952	0.028017	0.01601	0.045585	0.0041	0.016996	0.024808	0.009749	0.010425	0.206971	0.0	0.008131	0.022503	0.016041	0.009813	0.010391	0.027405	0.02295	1.0	0.020918
IL12RB2	0.001834	0.005055	0.00648	0.383719	1.0	0.002312	0.015268	0.063298	0.470804	0.055554	0.006011	0.002549	0.021702	0.019006	0.013564	0.00159	0.070299	0.137326	0.247348	0.002222	0.0	0.000681
IL17A	0.063533	0.089751	0.007397	0.012887	0.007946	0.117093	0.002604	0.002648	1.0	0.004238	0.006333	0.020977	0.0	0.021757	0.04998	0.02568	0.220038	0.0187	0.043472	0.00644	0.009572	0.007862
IL18R1	0.011192	0.021801	0.005207	0.371314	0.486575	0.229673	0.02949	0.106617	0.177361	0.085698	0.005224	0.0	0.01111	0.648535	1.0	0.012167	0.050288	0.228045	0.458564	0.006761	0.006251	0.67214
IL18RAP	0.006544	0.003653	0.011237	1.0	0.928432	0.427781	0.009893	0.04103	0.05611	0.084348	0.011518	0.000334	0.002556	0.035183	0.055218	0.0	0.012776	0.014659	0.726149	0.010595	0.010761	0.288612
IL1A	0.063769	0.031234	0.012874	0.020053	0.018015	0.062757	0.02568	0.022692	0.042899	0.014509	0.209413	0.022905	0.001056	0.040421	1.0	0.026881	0.010036	0.008224	0.027754	0.028957	0.126274	0.688946
IL1B	0.02105	0.012927	0.063527	0.006413	0.005933	0.167996	0.0	0.006473	0.003599	0.000412	0.064451	0.030519	0.008782	0.178379	1.0	0.003506	0.003818	0.008343	0.012204	0.017019	0.149994	0.056762
IL1RL1	0.110342	0.063013	0.014075	0.035787	0.082228	0.064988	0.0	0.039503	0.059527	0.011851	0.061241	0.057487	0.04416	0.552905	1.0	0.070377	0.038625	0.031943	0.061388	0.062974	0.019408	0.740041
IL21	0.22807	0.196202	0.061085	0.016396	0.036615	0.128249	0.004456	0.045943	0.219218	0.030679	0.047323	0.03083	0.019146	0.05596	0.031089	0.101134	1.0	0.018723	0.050359	0.043559	0.032814	0.054071
IL26	0.013389	0.018934	0.003443	0.019183	0.009759	0.007623	0.019962	0.025975	1.0	0.018149	0.0	0.006784	0.006917	0.001996	0.131048	0.087705	0.420935	0.067617	0.03042	0.006878	0.007528	0.00843
IL2RA	0.025411	0.038485	0.0	0.003358	0.121701	0.001173	0.012468	0.067646	1.0	0.012198	0.001732	0.795192	0.024441	0.033891	0.057462	0.010984	0.032109	0.766881	0.001165	0.003945	0.443492	0.021886
IL2RB	0.1067	0.097651	0.012698	0.939082	1.0	0.050523	0.038695	0.15223	0.391559	0.205163	0.011264	0.007466	0.004902	0.013745	0.019011	0.040259	0.376738	0.658415	0.569269	0.008769	0.01501	0.015797
IL3	0.008405	0.003926	0.003296	0.004523	0.013564	0.003729	0.002084	0.001561	1.0	0.001889	0.002249	0.002417	0.000792	0.001422	0.240733	0.004656	0.005875	0.0186	0.0	0.002326	0.004138	0.063296
IL4	0.021692	0.10413	0.016375	0.031226	0.01968	0.129368	0.023289	0.024752	1.0	0.035263	0.011068	0.015502	0.010033	0.009389	0.021969	0.149299	0.495933	0.117432	0.120788	0.019351	0.018185	0.208391
IL4R	1.0	0.166022	0.102831	0.071675	0.141003	0.250596	0.188107	0.098865	0.072854	0.074724	0.090226	0.268736	0.071247	0.277773	0.419088	0.020482	0.031732	0.277393	0.077368	0.093833	0.214167	0.096013
IL5	0.00692	0.022862	0.022438	0.011873	0.029895	0.028121	0.022087	0.097762	0.49644	0.045528	0.021957	0.140899	0.045931	0.025923	1.0	0.016741	0.075413	0.260883	0.096582	0.036754	0.057747	0.058628
IL5RA	0.145047	0.11503	0.027461	0.034198	0.03216	0.338601	0.006575	0.060607	0.031219	0.030242	0.020395	0.031391	0.0	0.19169	0.121022	0.253488	0.014699	0.117426	0.139466	0.04274	0.048937	1.0
IL7	0.395657	1.0	0.061188	0.016544	0.019003	0.0	0.033216	0.091128	0.025871	0.044736	0.131775	0.198799	0.1078	0.068222	0.016994	0.04224	0.089674	0.04738	0.020957	0.090501	0.215594	0.005431
IL7R	0.012382	0.021461	0.006507	0.057647	0.015663	0.036254	1.0	0.926714	0.099018	0.778292	0.258859	0.109197	0.002517	0.0	0.014847	0.004597	0.155554	0.024162	0.10691	0.108828	0.398582	0.016508
IL9	0.008577	0.005916	0.001782	0.006393	0.004248	0.003098	0.004177	0.013153	1.0	0.005971	0.002855	0.003789	0.000912	0.0	0.001758	0.001934	0.006475	0.001725	0.006645	0.0042	0.004666	0.008076
IRF8	0.783678	0.649464	0.1999	0.130873	0.211179	0.01952	0.019406	0.0	0.036625	0.025259	0.156077	1.0	0.285773	0.026367	0.062417	0.014322	0.046812	0.012525	0.078438	0.133107	0.228026	0.03931
ITK	0.041833	0.035602	0.005557	0.314027	0.411297	0.032522	1.0	0.802864	0.408469	0.673206	0.004602	0.001994	0.0	0.133914	0.106474	0.012722	0.939828	0.747302	0.601178	0.003241	0.009983	0.061364
KCNA3	0.24354	0.33107	0.108035	0.331075	0.469125	0.042651	0.376114	0.800953	0.258385	0.466403	0.074217	0.096677	0.005662	0.0	0.003487	1.0	0.208265	0.050943	0.355438	0.008101	0.008481	0.088844
KCNG2	0.026721	0.073007	0.058853	0.053959	0.043709	0.022517	0.00327	0.024415	0.026721	0.055338	0.071292	0.129151	0.04403	0.05544	0.072673	1.0	0.029581	0.003318	0.0	0.046202	0.04195	0.098845
KIR2DL1	0.006211	0.001952	0.001875	0.526121	1.0	0.015561	0.016409	0.004178	0.0	0.007366	0.001185	0.008478	0.008324	0.050701	0.04076	0.000695	0.003924	0.03868	0.037967	0.000768	0.005486	0.0063
KIR2DL4	0.188148	0.134941	0.067062	0.34995	1.0	0.158933	0.064974	0.037339	0.027516	0.063124	0.049712	0.169197	0.034996	0.048207	0.060002	0.185039	0.032564	0.061565	0.137595	0.056292	0.080788	0.101859
KIR2DS4	0.20423	0.142931	0.04061	0.387285	1.0	0.112277	0.035469	0.037758	0.026903	0.09079	0.035641	0.042935	0.018649	0.046677	0.042593	0.167945	0.040736	0.060785	0.178695	0.043367	0.033194	0.038073
KIR3DL2	0.004021	0.00258	0.00328	0.435604	1.0	0.010744	0.005683	0.001432	0.004816	0.012509	0.001741	0.017659	0.005338	0.008306	0.006165	0.0	0.002016	0.019403	0.178926	0.002634	0.001766	0.005229
KIRREL	0.003289	0.002262	0.002225	0.0048	0.001378	0.00341	0.009634	0.0	0.001838	0.013834	0.000666	0.007357	0.015937	0.018278	0.005691	0.010394	0.008038	0.091201	0.011689	0.0026	0.000912	0.01376
KLRB1	0.008194	0.0176	0.005928	1.0	0.429795	0.02388	0.02349	0.773549	0.037638	0.680225	0.001018	0.001536	0.0	0.001852	0.004529	0.001998	0.34489	0.096299	0.975063	0.00628	0.001815	0.020313
KLRC3	0.005672	0.026459	0.004825	1.0	0.443552	0.00225	0.005232	0.017951	0.004707	0.485856	0.000543	0.00608	0.002911	0.001917	0.0066	0.002468	0.0	0.02821	0.392757	0.008938	0.002705	0.019627
KLRC4	0.297032	0.375921	0.071054	0.939058	0.539608	0.185503	0.205839	0.059901	0.081144	1.0	0.093919	0.057016	0.007304	0.043359	0.03446	0.091738	0.022148	0.13533	0.562194	0.025826	0.002135	0.0
KLRD1	0.021582	0.016907	0.004572	1.0	0.850319	0.020388	0.003848	0.022118	0.014937	0.22438	0.00072	0.002065	0.003828	0.003045	0.0	0.02719	0.013978	0.001665	0.488523	0.005669	0.001912	0.001457
KLRF1	0.013816	0.018159	0.008749	1.0	0.563919	0.010831	0.001277	0.01134	0.002724	0.080503	0.003129	0.00646	0.016623	0.005832	0.004878	0.009967	0.000428	0.0	0.473269	0.006364	0.005397	0.009409
KLRG1	0.283847	0.22386	0.055573	0.360185	0.18804	0.121051	0.090943	0.412377	0.04904	0.831331	0.04788	0.044146	0.021327	0.274905	0.27559	0.094282	0.050718	0.070391	1.0	0.043487	0.037838	0.086817
KLRK1	0.072179	0.027641	0.004611	1.0	0.618854	0.023753	0.036025	0.027158	0.003495	0.935781	0.000638	0.0	0.002732	0.005651	0.004505	0.004488	0.007608	0.000658	0.589693	0.003731	0.000994	0.046031
KYNU	0.037546	0.075559	0.114743	0.006496	0.006034	0.010619	0.002555	0.002259	0.000636	0.003185	0.420899	0.863845	0.142245	0.015004	0.041855	0.01025	0.0	0.014492	0.012949	0.26776	1.0	0.005454
LAG3	0.021949	0.002574	0.002005	0.094742	0.012957	0.002179	0.000839	0.119578	0.699143	0.362884	0.001187	1.0	0.065095	0.005405	0.01213	0.003569	0.907938	0.45813	0.618477	0.011099	0.147686	0.0
LAIR2	0.128007	0.065477	0.020103	0.521512	0.535168	0.073085	0.056864	0.110068	0.012862	0.347494	0.014244	0.055306	0.015316	0.014154	0.024085	0.041569	0.064189	1.0	0.428868	0.017829	0.011798	0.111821
LAMP3	0.000365	0.000339	0.0	0.007379	0.016294	0.012101	0.003524	0.005212	0.014147	0.004118	0.011923	0.732386	0.00319	0.001852	0.003915	0.003846	0.005439	0.009661	0.004007	0.04183	1.0	0.021521
LAT	0.010334	0.007449	0.020105	0.196439	0.141704	0.016546	0.665758	0.381892	0.16376	0.375081	0.063398	0.010976	0.013252	0.436172	0.286199	0.004866	1.0	0.372194	0.317215	0.016024	0.017627	0.039857
LCK	0.033123	0.032042	0.006268	0.374941	0.291618	0.01737	0.934026	0.812429	0.420746	0.914724	0.004562	0.000538	0.00021	0.001365	0.0	0.002088	1.0	0.70264	0.447659	0.0024	0.003847	0.023476
LEF1	0.002707	0.002369	0.000143	0.014474	0.014566	0.002758	0.37599	0.15953	0.05604	0.166597	0.0	4.4e-05	0.000599	0.00123	0.000974	0.006277	0.067619	0.049331	0.018543	1.3e-05	0.000744	0.01335
LHCGR	0.785593	1.0	0.030937	0.084919	0.107856	0.407402	0.099417	0.014	0.0	0.022651	0.137844	0.091892	0.086588	0.137812	0.087667	0.283489	0.020133	0.703398	0.639343	0.079242	0.082822	0.240549
LILRA2	0.003828	0.003453	0.722033	0.036985	0.011195	1.0	0.006511	0.00265	0.000816	0.003531	0.346139	0.12606	0.085904	0.050361	0.039339	0.000679	0.001256	0.0	0.057764	0.050954	0.023055	0.111912
LILRA4	0.026591	0.111334	0.061771	0.012027	0.010544	0.058993	0.009829	0.053329	0.010878	0.017713	0.038862	0.090652	0.032584	0.007402	0.0	0.061124	0.001441	0.529717	0.034123	0.027818	0.024612	0.007864
LILRB2	0.005061	0.004482	0.696779	0.040726	0.006147	0.605299	0.0	0.000699	0.000509	0.003952	0.111644	1.0	0.246183	0.068418	0.067185	0.001862	0.001209	0.011535	0.073274	0.050846	0.059531	0.210174
LIME1	0.011255	0.026825	0.053691	0.13452	0.029673	0.054767	0.771023	0.951389	0.127032	1.0	0.025265	0.01956	0.03192	0.027778	0.07413	0.791623	0.619898	0.292317	0.51422	0.025733	0.030493	0.033665
LRMP	0.328645	0.462253	0.160487	0.191785	0.063214	0.507393	0.130766	0.045879	0.023263	0.094255	0.018514	0.0	0.116754	0.109395	0.092566	0.159544	0.312195	0.015442	0.091262	0.078998	0.012058	1.0
LST1	0.00091	0.0	0.599497	0.065647	0.027223	1.0	0.024532	0.031356	0.011091	0.050285	0.218538	0.22378	0.228063	0.121229	0.163211	0.001913	0.001604	0.00507	0.138265	0.369524	0.093199	0.419358
LTA	0.0	0.000116	0.000291	0.004359	1.0	0.001796	0.085985	0.005582	0.99538	0.003306	0.000295	0.035698	0.00115	0.000444	0.002128	0.000321	0.178726	0.04413	0.000558	0.001017	0.000399	0.005102
LTB	0.590096	0.69159	0.013742	0.053307	0.964199	0.308915	0.756503	0.685351	0.297377	0.560106	0.002592	0.001959	0.004528	0.008048	0.018313	0.001404	0.554096	1.0	0.189071	0.005881	0.001716	0.118071
LTC4S	0.043745	0.013017	0.070595	0.132583	0.075922	0.090085	0.057708	0.058834	0.034106	0.105949	0.086506	0.117797	0.498333	1.0	0.895028	0.048282	0.088619	0.00214	0.093352	0.186267	0.048891	0.510775
LY86	0.893439	1.0	0.667525	0.017839	0.015352	0.076431	0.038179	0.012019	0.009171	0.0361	0.225436	0.148888	0.821298	0.02493	0.014966	0.092523	0.013318	0.035628	0.192988	0.246909	0.064589	0.071558
LY9	0.031066	0.068705	0.000474	0.029046	0.000298	0.004009	0.215582	0.15025	0.002959	0.15173	0.000948	0.000273	0.026721	0.003264	0.0	0.062116	0.112533	0.020461	0.130635	0.005691	0.000805	0.005387
MAGEA11	0.210229	0.346689	0.005841	0.183257	0.057703	0.160079	0.048323	0.52595	0.330958	0.194046	0.034243	0.017913	0.0	0.006255	0.295342	0.359001	0.111872	0.929614	1.0	0.088629	0.021268	0.62647
MAK	0.010757	0.010915	0.014984	0.002985	0.00612	1.0	0.004756	0.001503	0.029472	0.0	0.003251	0.029292	0.088201	0.017768	0.045061	0.00621	0.005116	0.001626	0.012521	0.005106	0.041242	0.313111
MAN1A1	0.059452	0.051749	0.037939	0.081077	0.063152	0.149554	0.011254	0.041337	0.070245	0.046225	0.12008	0.108426	0.118434	0.144576	0.114716	1.0	0.0563	0.046868	0.059656	0.077302	0.096389	0.029097
MANEA	0.000594	0.022211	0.097746	0.105486	0.19827	0.0	0.069155	0.092429	0.519079	0.075754	0.178879	0.120015	0.173908	0.128311	0.04743	1.0	0.126203	0.046069	0.033473	0.165276	0.194069	0.002141
MAP3K13	0.000187	0.0	0.001531	0.001619	0.000994	0.002197	0.002829	0.001058	0.001849	0.001765	0.001664	0.02278	0.002091	0.000465	0.000857	0.003941	4e-05	0.003083	0.001142	0.002177	0.135043	0.002037
MAP4K1	0.006003	0.211581	0.069292	0.170188	0.10066	0.002838	0.565969	0.320645	0.284018	0.399054	0.000588	0.001879	0.080878	0.079579	0.067489	0.041914	1.0	0.471894	0.358842	0.008431	0.0	0.058718
MAP4K2	0.001399	0.002647	0.002275	0.001698	0.001262	0.0024	0.085778	0.007292	0.048322	0.005841	0.004171	0.000392	0.001997	0.000239	0.001074	0.0	0.005385	0.014911	0.001481	0.001798	0.001762	0.001511
MAP9	0.060218	0.079112	0.0	0.245663	0.286861	0.008936	0.642627	0.162014	0.368499	0.623928	0.004882	0.006558	0.016037	0.009207	0.00946	0.046587	0.427755	0.141708	0.013109	0.007823	0.009168	0.049642
MARCO	0.0	0.000711	0.094522	0.002942	0.001951	0.00233	0.012259	0.000698	0.002267	0.002253	1.0	0.016498	0.044882	0.002158	0.0073	0.002258	0.006217	0.007566	0.001573	0.003525	0.002543	0.004995
MAST1	0.003111	0.009849	0.002207	0.004855	0.001197	0.02067	0.004224	0.001883	0.00537	0.0	0.000826	0.002992	0.002256	0.026375	0.016929	1.0	0.014943	0.014555	0.001744	0.000834	0.001209	0.010676
MBL2	0.432001	0.714356	0.019856	0.090023	0.03047	0.147923	0.145031	0.029241	0.00961	0.002507	0.054324	0.02335	0.052273	0.01935	0.024702	0.101746	0.010723	1.0	0.272684	0.045	0.163542	0.0
MEFV	0.023199	0.023137	0.630919	0.014501	0.008724	1.0	0.0	0.006299	0.001164	0.003551	0.006095	0.003304	0.002253	0.012533	0.010467	0.008116	0.005126	0.008691	0.042859	0.004445	0.004208	0.015949
MEP1A	1.0	0.402501	0.08335	0.069587	0.073708	0.156464	0.000733	0.130162	0.023286	0.03532	0.163614	0.004059	0.04871	0.003858	0.081652	0.218582	0.036133	0.161015	0.124656	0.179613	0.326982	0.256842
MICAL3	0.401671	0.390051	0.006222	0.037106	0.135352	0.0	0.010936	0.146428	0.152436	0.11351	0.011615	0.018571	0.00905	0.17651	0.147613	0.099244	0.104659	0.004787	0.035482	0.013981	0.015073	0.046739
MMP25	0.028556	0.026036	0.101248	0.031755	0.10379	1.0	0.051094	0.036024	0.023725	0.046189	0.024578	0.254379	0.133461	0.031096	0.039069	0.042602	0.034759	0.08335	0.028192	0.128626	0.261571	0.2904
MMP9	0.006329	0.007595	0.006239	0.01532	0.004918	0.163104	0.006861	0.007783	0.004258	0.00499	1.0	0.067822	0.419372	0.028273	0.323349	0.006819	0.008531	0.007821	0.006328	0.079678	0.072242	0.013952
MNDA	0.001106	0.012019	0.506474	0.034782	0.013136	1.0	0.000208	0.000187	0.0	0.002049	0.115314	0.177573	0.082461	0.095137	0.056417	2.2e-05	0.000397	0.001494	0.095279	0.201611	0.094232	0.139423
MROH7	0.012684	0.024609	0.041222	0.0	0.018405	0.053194	0.03375	0.039813	0.027164	0.030755	0.036596	0.024481	0.015792	0.064252	0.15689	1.0	0.045195	0.001971	0.108687	0.026625	0.034431	0.058494
MS4A1	1.0	0.966334	0.005354	0.008937	0.008054	0.013442	0.001122	0.010462	0.005178	0.017278	0.0	0.003463	0.001784	0.002676	0.001114	0.020185	0.004448	0.013333	0.026209	0.001805	0.004997	0.037245
MS4A2	0.032	0.040211	0.009656	0.01893	0.013492	0.026373	0.020251	0.023015	0.0193	0.022392	0.013791	0.013158	0.013401	1.0	0.60108	0.024778	0.015753	0.013153	0.025958	0.014368	0.019336	0.070462
MS4A3	0.058017	0.028088	0.008045	0.298996	0.093726	0.085318	0.000477	0.016668	0.006679	0.037346	0.0	0.006627	0.015545	1.0	0.452858	0.02719	0.013959	0.014684	0.049695	0.004119	0.006858	0.703664
MS4A6A	0.059541	0.029145	0.540991	0.004586	0.002658	0.061641	0.001162	0.00419	0.001777	0.004492	0.007445	0.015814	1.0	0.03466	0.022008	0.011056	0.0	0.018968	0.124889	0.2244	0.001135	0.0162
MSC	0.0	0.008584	0.010206	0.017649	0.007362	0.045453	0.007422	0.031264	0.118195	0.027451	0.332002	0.844282	0.039951	0.019179	0.065764	0.047478	0.001664	0.079099	0.056794	0.2998	1.0	0.025522
MXD1	0.001911	0.001755	0.097729	0.077408	0.018768	1.0	0.100205	0.039087	0.019839	0.020633	0.027387	0.049539	0.00351	0.004065	0.014182	0.003254	0.055097	0.032086	0.034736	0.0	0.096738	0.646973
MYB	0.060789	0.047047	0.047734	0.111227	0.034613	0.088949	0.106198	0.041453	0.156104	0.117778	0.006292	0.00282	0.011052	0.861737	1.0	0.012059	0.348782	0.135429	0.037507	0.006723	0.061094	0.724122
MZB1	0.001835	0.005587	0.000743	0.000589	0.000808	0.000989	0.003	0.0	0.00059	0.001637	0.000614	0.00102	0.001189	0.001038	0.000974	1.0	0.00041	0.002763	0.002616	0.000661	0.000621	0.002119
NAALADL1	0.012744	0.025097	0.071685	1.0	0.653654	0.025389	0.594244	0.414668	0.0389	0.188553	0.020901	0.002868	0.008784	0.004584	0.011534	0.0096	0.424805	0.122172	0.163335	0.0	0.030626	0.025316
NCF2	0.004639	0.014197	0.609491	0.021093	0.005404	0.85617	0.008207	0.001382	0.0	9.3e-05	0.777533	0.03499	0.569941	0.044673	0.077735	0.006669	0.000416	0.018215	0.077827	0.553072	0.15397	1.0
NCR3	0.038018	0.239075	0.008193	0.455518	1.0	0.060376	0.068793	0.119465	0.118088	0.541276	0.0	0.023582	0.007879	0.020595	0.016529	0.003687	0.053515	0.200286	0.573742	0.017413	0.000711	0.036361
NFE2	0.0	0.00023	0.515399	0.043736	0.026179	1.0	0.014625	0.009334	0.00052	0.034528	0.008339	0.008979	0.035455	0.077613	0.048453	0.001968	0.017146	0.021	0.024874	0.002153	0.002	0.090969
NIPSNAP3B	1.0	0.457645	0.031154	0.072294	0.041322	0.188802	0.0	0.062421	0.028866	0.056193	0.02473	0.041351	0.042456	0.107691	0.065639	0.200382	0.02443	0.04193	0.296644	0.018077	0.053788	0.073086
NKG7	0.000141	0.000371	0.00204	0.954457	1.0	0.000575	0.006974	0.046312	0.064684	0.592712	0.0	0.014571	0.000111	0.02913	0.038989	0.000192	0.000182	0.000932	0.691944	2e-06	0.000111	0.001327
NLRP3	0.016776	0.014201	1.0	0.052714	0.123587	0.747586	0.010879	0.058236	0.004033	0.005837	0.033359	0.041636	0.49667	0.024309	0.658294	0.005954	0.0	0.026215	0.063887	0.477814	0.012851	0.090741
NMBR	0.883311	1.0	0.126909	0.041143	0.074423	0.345089	0.005251	0.044497	0.153567	0.070171	0.076874	0.01872	0.05174	0.009522	0.033189	0.416895	0.025093	0.19734	0.312371	0.133858	0.020495	0.172853
NME8	0.001955	0.001711	0.02767	0.596394	0.024316	0.017043	0.00765	0.0	0.001163	0.003459	0.006581	0.223657	1.0	0.131661	0.047948	0.001563	0.001262	0.020747	0.073468	0.049867	0.01136	0.27254
NOD2	0.0	0.001496	0.595226	0.078735	0.07313	0.313626	0.000752	0.053865	0.064817	0.000674	0.038893	1.0	0.369637	0.011376	0.000463	0.0999	0.050175	0.016477	0.0642	0.011305	0.111341	0.280697
NOX3	0.031049	0.005694	0.027067	0.009467	0.007711	0.045898	0.014893	0.017234	0.009531	0.009023	0.011383	0.020088	0.016688	0.608423	1.0	0.005636	0.014502	0.0	0.289217	0.005209	0.007866	0.003737
NPAS1	0.065477	0.052058	0.040058	0.025547	0.030666	0.097488	0.012819	0.081936	0.0	0.10717	0.046559	0.027629	0.059957	0.090713	0.036158	0.129338	0.001859	1.0	0.024949	0.048167	0.045416	0.07237
NPIPB15	0.578332	1.0	0.059402	0.099626	0.078726	0.383062	0.0	0.26608	0.074042	0.109114	0.072229	0.097203	0.128734	0.025618	0.05836	0.474899	0.090008	0.525364	0.321705	0.084314	0.051249	0.139388
NPL	0.000739	0.0	0.196853	0.019335	0.022957	0.516301	0.00032	0.014589	0.023408	0.016083	0.383335	0.113885	1.0	0.125813	0.09807	0.008428	0.002549	0.012299	0.03177	0.475433	0.106245	0.252871
NR4A3	0.020625	0.023093	0.00905	0.006534	0.022086	0.059317	0.015689	0.010443	0.065825	0.007039	0.036286	0.099652	0.011378	0.017932	0.29962	0.019859	0.02788	0.10312	0.026115	0.107533	0.545062	1.0
NTN3	0.015342	0.06411	0.027621	0.011944	0.015966	0.061057	0.110107	0.043249	0.137641	0.027284	0.01436	0.044019	0.067206	0.0	0.011989	0.099876	0.021615	1.0	0.202405	0.009618	0.023111	0.051226
NTRK1	0.009766	0.009909	0.008343	0.006276	0.0098	0.011904	0.017734	0.011011	0.016221	0.007234	0.005078	0.005643	0.005801	0.302244	1.0	0.022214	0.006556	0.00779	0.013321	0.010886	0.005168	0.019448
ORC1	0.014349	0.0455	0.047765	0.022409	0.330515	0.0	0.044639	0.061109	1.0	0.059486	0.062161	0.010476	0.060474	0.220395	0.225873	0.02655	0.241153	0.021516	0.003347	0.050016	0.008168	0.222879
OSM	0.0	0.000396	0.001219	0.000128	0.103069	0.112443	0.000154	0.00167	0.025948	0.001069	0.000898	0.00065	0.002576	0.007183	0.003839	0.0	0.006577	0.084911	0.011173	0.005349	0.000896	1.0
P2RX1	0.048017	0.004424	0.232907	0.038173	0.03958	0.402801	0.050371	0.033288	0.030076	0.054732	0.061028	0.038484	0.116493	1.0	0.763352	0.003967	0.041384	0.015881	0.056054	0.04817	0.011367	0.449739
P2RX5	1.0	0.937305	0.016025	0.050255	0.048717	0.001592	0.067059	0.077279	0.052018	0.078822	0.001343	0.000173	0.0	0.015904	0.028746	0.258084	0.294338	0.072676	0.112117	0.001772	0.0016	0.03461
P2RY10	0.07889	0.06285	0.002857	0.042377	0.036982	0.063055	0.061383	0.093486	0.052662	0.057399	0.001103	0.00277	0.002068	0.004023	0.009915	0.073731	0.056335	0.169467	0.018678	0.0	0.025129	0.330517
P2RY13	0.000559	0.00597	0.569774	0.014442	0.001505	1.0	0.000182	0.0	0.000165	0.000205	0.023403	0.095692	0.606588	0.007649	0.011153	0.000318	0.000105	0.000765	0.046475	0.00396	0.000353	0.295435
P2RY14	0.167129	0.0193	0.004511	0.021205	0.021265	0.163582	0.005688	0.006939	0.007079	0.01508	0.0	0.001401	0.086565	0.224883	0.150488	0.002358	0.00267	0.009762	0.051736	0.021216	0.001747	1.0
P2RY2	0.002347	0.004426	0.17404	0.005745	0.002622	0.011767	0.002359	0.002088	0.004163	0.005892	0.082483	0.002116	0.0	0.005348	0.085889	0.00047	0.011946	0.000699	0.003164	0.001316	0.005487	1.0
PADI4	0.001219	0.005903	0.917138	0.130838	0.02012	1.0	0.014801	0.007383	0.017899	0.054535	0.007232	0.009584	0.003241	0.121906	0.164797	0.008655	0.012209	0.0	0.158692	0.013682	0.032416	0.727707
PAQR5	0.040349	0.031905	0.014349	0.021865	0.01007	0.034205	0.046612	0.019165	0.016165	0.014206	0.815576	0.025645	0.023381	1.0	0.788091	0.018004	0.011082	0.077678	0.054478	0.02788	0.018641	0.02023
PASK	0.0555	0.070959	0.005786	0.012283	0.02062	0.021143	0.126332	0.299017	0.118976	0.181087	0.001383	0.018551	0.015902	0.011624	0.009048	0.077295	1.0	0.178579	0.017425	0.007552	0.011463	0.04178
PAX7	0.200367	0.251454	0.089858	0.0	0.029568	0.111755	0.043856	0.106746	0.075974	0.034815	0.024495	0.038319	0.019951	0.033224	0.098185	1.0	0.089671	0.348388	0.125519	0.068073	0.069869	0.257406
PBXIP1	0.08732	0.228785	0.047339	0.122259	0.031394	0.245714	0.270481	0.848176	0.030578	0.393237	0.0	0.032077	0.090315	0.025428	0.033603	0.19754	0.418432	0.809692	0.134024	0.057511	0.131807	0.206142
PCDHA5	0.0	0.027372	0.050386	0.049621	0.061122	0.073674	0.202832	0.280257	0.025496	0.100565	0.052978	0.78801	0.030555	0.05482	0.009671	0.061496	0.057525	1.0	0.37726	0.083071	0.009007	0.050201
