Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
SPAG4	0.0	0.000425	0.010947	0.002311	0.021766	0.023645	0.048593	0.025457	0.023186	0.035915	0.028593	0.020233	0.078871	0.047591	0.008126	0.044664	0.021724	0.016438	1.0	0.0682
STAB2	0.504839	0.381094	0.515445	0.695861	0.257966	0.297058	0.48066	0.570979	0.327764	0.881015	0.093315	0.0	0.517527	0.349362	0.481536	0.201593	0.548245	0.438623	1.0	0.980809
STEAP4	0.016421	0.02405	0.157577	0.053495	0.029655	0.039544	1.0	0.042753	0.023521	0.049799	0.035592	0.036892	0.052212	0.075329	0.038108	0.021894	0.015842	0.062003	0.0	0.048111
SYNE1	0.315945	0.153838	0.026537	0.0	0.837299	0.147506	0.082814	0.058568	0.150954	0.028025	0.014391	0.036245	0.024351	0.018303	1.0	0.045008	0.006663	0.035651	0.045217	0.022068
TAGLN	0.259438	0.150358	0.26289	1.0	0.068894	0.07599	0.141556	0.062218	0.0	0.013094	0.24774	0.212855	0.012933	0.290665	0.064885	0.038863	0.047429	0.159179	0.030609	0.056773
TBC1D8	0.029161	0.023286	0.31304	1.0	0.110523	0.036756	0.116569	0.059419	0.001351	0.152432	0.416312	0.327487	0.119803	0.09952	0.071291	0.001911	0.04182	0.61533	0.0	0.052462
TCL1A	1.0	0.06899	0.017611	0.009757	0.002238	0.011778	0.028067	0.022593	0.017453	0.017191	0.001645	0.0	0.007215	0.004417	0.02677	0.011462	0.048634	0.006206	0.057716	0.312498
TFEC	0.026753	0.289602	1.0	0.148434	0.002702	0.130492	0.229529	0.033408	0.006819	0.564768	0.428403	0.547474	0.023923	0.026125	0.050576	0.053612	0.555043	0.502687	0.0	0.569386
TGM3	0.06156	0.045297	0.076049	0.076883	0.044367	0.054217	1.0	0.057707	0.064964	0.123449	0.061364	0.042202	0.06794	0.149727	0.060102	0.074898	0.026505	0.100784	0.114253	0.191427
TLL1	0.047503	0.048036	0.033711	0.093571	0.074308	0.071567	0.156077	0.065817	0.040352	0.077057	0.019924	0.021903	0.029694	0.097805	0.10101	0.064176	0.0	0.086944	0.027463	1.0
TLR5	0.030184	0.0095	1.0	0.991749	0.064166	0.111185	0.68993	0.209073	0.06379	0.631629	0.224354	0.697627	0.043993	0.0	0.0679	0.042703	0.051119	0.199164	0.050469	0.029889
TLR8	0.0	0.003075	0.722394	0.663322	0.052498	0.07826	1.0	0.058168	0.010338	0.214162	0.533491	0.279412	0.010823	0.02382	0.017455	0.00981	0.034871	0.259686	0.004659	0.047592
TM4SF5	0.146626	0.155542	0.234567	0.161319	0.188739	0.093808	0.289368	0.24077	0.248286	0.286248	0.0	0.002156	0.345836	0.03056	0.10831	0.154652	0.19572	0.239167	1.0	0.369057
TMC6	0.617264	0.352865	0.133636	1.0	0.128131	0.552397	0.090681	0.590062	0.542389	0.369464	0.526501	0.820065	0.079328	0.398428	0.084662	0.158328	0.0	0.312876	0.091795	0.157001
TMEM9B	0.481114	0.334656	0.411248	1.0	0.637547	0.194765	0.114535	0.210633	0.230787	0.674554	0.584628	0.731888	0.19186	0.71777	0.541134	0.295352	0.164184	0.59545	0.355614	0.0
TMF1	0.12348	0.079488	0.08119	0.018836	1.0	0.108527	0.206539	0.168684	0.158338	0.011133	0.013147	0.013452	0.0	0.171537	0.102479	0.182451	0.178703	0.07995	0.027416	0.006419
TNFRSF13B	0.346814	1.0	0.069964	0.041198	0.093772	0.064197	0.072749	0.057854	0.047595	0.062734	0.019169	0.0168	0.033663	0.0	0.033421	0.060179	0.082353	0.031155	0.51586	0.055781
TNFRSF25	0.042339	0.034858	0.090176	0.11098	0.206925	0.180541	0.092047	1.0	0.587073	0.0511	0.016951	0.040165	0.037122	0.014193	0.0	0.27207	0.13331	0.078441	0.045868	0.105339
TNNI2	0.094963	0.098073	0.289522	0.982753	0.141329	0.0863	0.660299	0.134482	0.071342	0.816021	0.345696	0.412023	0.087328	0.499138	0.108708	0.0	0.267189	0.322755	0.060592	1.0
TOMM22	0.297037	0.401821	0.288326	0.96441	0.266039	0.332729	0.11599	0.401811	0.3397	0.164732	0.391391	0.421201	0.28404	0.258481	0.0	0.356555	0.417606	0.67596	0.309084	0.141335
TOMM34	0.149321	0.082549	0.122129	0.267243	0.0	0.052363	0.117444	0.174159	0.140903	0.168483	0.256115	0.204665	0.169218	0.309298	0.017653	0.293292	0.212897	1.0	0.320346	0.110369
TRAF3IP2	0.33267	0.245301	0.106653	0.0	0.117456	0.078653	0.128861	0.181444	0.106931	0.084675	0.205923	0.073915	0.062218	0.259514	0.090664	0.054021	0.092537	0.162171	0.039271	0.056165
TRAK1	1.0	0.613841	0.284881	0.774706	0.366967	0.144984	0.199941	0.136388	0.115163	0.359521	0.490231	0.477459	0.0	0.341	0.069835	0.082036	0.298457	0.554857	0.288897	0.015288
TRAT1	0.0	0.011404	0.021132	0.027212	0.038849	0.095289	0.117026	1.0	0.706239	0.065176	0.027626	0.012392	0.001357	0.343982	0.061187	0.869564	0.003211	0.045261	0.026478	0.16891
TREM1	0.022477	0.009188	0.232495	0.165467	0.005007	0.018282	1.0	0.019181	0.012558	0.011447	0.062324	0.031598	0.010973	0.007089	0.023795	0.0	0.030748	0.079141	0.021988	0.024464
TREML2	0.283507	0.110862	0.092239	0.142034	0.0	0.061571	1.0	0.07005	0.047832	0.035455	0.052271	0.088188	0.062389	0.23994	0.298406	0.057313	0.089949	0.032791	0.096143	0.111882
TRIB1	0.0	0.009294	0.089714	0.169591	0.009916	0.002	0.111819	0.044223	0.00462	0.051155	0.304595	0.388756	0.060944	0.113668	0.525899	0.010439	0.009473	0.209779	1.0	0.094998
TSPAN7	0.022546	0.012678	0.009474	0.042975	0.043046	0.018384	0.153906	0.05753	0.031891	0.021076	0.0	0.280988	0.064407	0.023532	0.096085	0.108433	0.265707	0.059382	0.315823	0.085163
TUBB6	0.141996	0.319705	0.338049	0.181497	0.130488	0.027954	0.00319	0.050787	0.045318	0.444681	0.838626	1.0	0.827009	0.005913	0.0	0.046831	0.819522	0.843202	0.149227	0.565495
TULP2	0.801486	0.339709	0.458234	0.618264	0.369552	0.146418	0.737919	0.323662	0.20273	0.686743	0.0	0.041313	0.278707	0.054448	0.270105	0.287939	0.291921	0.173511	0.479413	1.0
TYRO3	0.14794	0.068217	0.227576	0.044445	0.055546	0.137976	0.221397	0.186742	0.100431	0.343747	0.228484	0.170655	0.242096	0.11679	0.0	0.116988	0.153642	0.139859	0.265513	0.598618
UBE2J1	0.142229	0.35879	0.091876	0.429766	0.182839	0.031797	0.105208	0.040182	0.037038	0.0	0.225692	0.170903	0.032866	0.319141	0.071605	0.034097	0.128433	0.134471	1.0	0.031224
ULK2	0.002893	0.027191	0.209998	1.0	0.525924	0.299299	0.122854	0.199387	0.178505	0.065656	0.306459	0.238959	0.089085	0.29182	0.103493	0.074304	0.121996	0.300661	0.0	0.15584
WEE1	0.367302	1.0	0.009734	0.0	0.245998	0.199174	0.161384	0.185392	0.242565	0.073397	0.086511	0.041263	0.598667	0.350233	0.491811	0.64009	0.732611	0.142405	0.135957	0.050884
YTHDF3	0.089729	0.133874	0.211867	0.314727	1.0	0.099006	0.369505	0.135415	0.130462	0.15951	0.10631	0.113673	0.097017	0.214958	0.248427	0.358047	0.187101	0.235773	0.0	0.052961
ZDHHC13	0.214363	0.198191	0.0	0.008266	0.225328	0.178032	0.182244	0.206151	0.267659	0.037991	0.17813	0.112088	0.205267	0.206044	1.0	0.217533	0.056807	0.276275	0.066305	0.099708
ZNF180	0.263748	0.303003	0.735865	0.433098	0.865462	0.412073	0.605194	0.617616	0.357052	0.781074	0.018128	0.0	0.731894	0.080499	0.647655	1.0	0.714574	0.247849	0.116648	0.107875
ZNF189	0.158427	0.174488	0.303398	0.0	0.101252	0.149841	0.340039	0.1388	0.078774	0.178861	0.169574	0.134225	0.310413	0.281372	0.138158	0.625441	1.0	0.285917	0.145406	0.051816
ZNF34	0.138956	0.123211	0.337174	1.0	0.307796	0.405688	0.283493	0.31202	0.296461	0.606289	0.39738	0.48343	0.182154	0.997997	0.0	0.315935	0.298703	0.458161	0.168836	0.110125
ZNF552	0.222438	0.20811	0.068297	0.042388	0.158613	0.12175	0.078682	0.123599	0.170113	0.038914	0.014879	0.0	0.065837	0.117794	1.0	0.05435	0.042022	0.049464	0.063448	0.102589
ZNF593	0.240148	0.322312	0.300745	1.0	0.279298	0.183828	0.095816	0.45777	0.457897	0.360996	0.705158	0.58448	0.406071	0.329139	0.0	0.498357	0.44603	0.606484	0.80387	0.370364
