Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
CDH13	2.89841	2.30741	3.42595	0.60558	3.68329	1.9239
EEFSEC	2.0342	2.83111	2.29086	2.45677	3.17711	2.04958
DPY19L1P1	2.7631	2.20856	1.88666	2.16711	3.49834	2.30617
IGF1	2.69555	2.14698	4.56099	1.53135	1.99294	1.89769
SCN1B	1.79177	2.50092	2.35592	1.71182	3.37349	3.09025
PGBD4	2.48617	2.64339	2.00461	1.90607	2.99685	2.78459
SUMO4	2.06669	1.37584	6.76286	0.97897	2.28179	1.35175
DNAH5	1.46237	1.11466	2.80048	2.49876	3.71859	3.22286
FNBP1P1	2.83365	3.1236	2.41324	1.98159	2.57867	1.87468
TPBG	1.75059	1.25012	2.23646	1.81791	4.13587	3.60348
EEF1DP3	1.44669	0.922218	8.72596	0.931908	1.34526	1.39229
PKIA	2.74809	2.34821	1.56265	2.02881	3.33365	2.72224
SLX4	2.20036	2.23075	2.49012	2.25533	3.42788	2.12511
NPM1P25	3.23315	2.67951	2.00679	2.33905	2.27321	2.19471
SH3PXD2A	1.30493	1.41541	3.64206	2.45368	3.64664	2.25537
FAM86C2P	1.57286	2.40677	2.10409	2.47354	3.6328	2.52747
HYAL3	0.81967	1.95509	2.8268	2.76567	3.3547	2.98446
BMS1P17	1.45287	2.88853	0.12679	2.32499	6.81501	1.09723
PEBP1P2	0.246127	0.654798	12.7635	0.491343	0.127112	0.403801
AS3MT	2.65352	2.56766	2.08095	1.92291	3.17849	2.27716
SLC10A1	3.16431	3.34543	1.40796	1.05385	3.14608	2.5603
IL20RB	1.80711	1.97227	3.35182	2.04503	4.01034	1.48269
PLEKHG5	0.727436	1.03268	3.84159	3.21767	2.99128	2.85519
GLIPR1L2	3.02108	2.95826	2.13819	1.59327	2.95434	1.99959
SP2	1.1896	1.24028	2.26973	2.18198	5.47945	2.29757
IFNG	3.92087	3.32653	0.678958	1.0541	2.79785	2.8783
FAM153A	1.56669	1.55565	0.789485	1.86509	4.58514	4.27357
KHDC1	2.63024	2.12248	2.33705	1.85975	4.00839	1.6717
TUBB4BP7	0	0	14.6295	0	0	0
REM2	1.91062	1.7322	1.83269	2.76935	3.6679	2.71449
GCNT4	1.84942	1.55719	2.12655	2.48226	3.48569	3.12395
MLC1	1.30081	3.8063	2.51256	1.17901	2.88787	2.93631
GPRIN1	0.98024	1.29597	2.56383	2.81543	3.81803	3.14328
IGKV1-27	0	10.1552	2.30997	1.19306	0	0.956157
UBE2V2P4	3.0071	3.18783	1.44259	0.966702	2.03437	3.95097
CA4	1.81602	1.98666	1.97105	2.57548	3.72384	2.51124
TMEM150C	1.48796	1.75279	3.13652	1.78289	3.81353	2.60146
IGLV1-47	0.982228	4.58176	1.13532	4.06284	0.224945	3.58386
CXCR3	0.683037	1.56704	2.36435	3.40601	3.06767	3.48109
CLDN23	3.89944	2.95688	2.25756	2.18859	1.29828	1.96059
PTP4A1P2	0	0	14.5577	0	0	0
IQCD	2.15041	2.57741	2.41691	3.03211	2.45228	1.91564
EXD3	1.68629	2.0525	3.23469	2.30671	2.66626	2.59742
SLC25A35	2.10543	1.73224	2.37028	2.30258	4.45751	1.57266
MLYCD	1.91239	2.04921	2.70007	2.53967	3.10414	2.23315
C17orf97	2.08881	2.11242	2.59003	3.51051	2.58033	1.65488
NAT2	1.18738	1.26632	3.09949	2.69454	2.95778	3.31452
NEURL3	0.674002	0.840866	2.32209	2.40272	4.10375	4.13689
FAM221B	2.97338	2.18392	1.88366	2.09483	3.64734	1.6698
ATP5L2	2.73004	2.23329	3.21031	1.20237	2.38302	2.67697
GSDMA	2.70338	3.61798	1.57726	1.97731	2.29995	2.25903
FAM43A	3.0003	3.66858	2.05176	2.17993	1.67537	1.85301
TNFRSF18	0.332217	0.988124	3.06641	3.19758	3.56139	3.28206
TRBJ2-7	1.23737	0	7.09516	0	1.05391	5.04103
SEPT14P12	1.18794	1.52158	3.72459	2.14909	3.59233	2.24861
AGBL3	2.21816	2.34774	3.07049	2.45894	2.35157	1.97679
DNASE1L3	1.79838	3.18176	2.3695	2.68089	2.25263	2.14042
DOK7	0.315533	0.896179	4.75433	2.31944	3.05909	3.07146
HMGB1P3	3.81023	1.90007	1.49129	0.839051	1.76029	4.61265
LTB4R2	2.1046	2.35021	2.80238	2.33613	2.78188	2.02293
TCTEX1D1	3.97068	3.8308	1.28699	1.67088	2.39761	1.22708
ADAMDEC1	3.49871	4.0185	1.47947	2.48969	1.10278	1.79366
CD209	3.2141	3.23625	2.24226	1.78808	2.55723	1.34256
RDH5	1.83129	1.93879	2.77199	1.76035	4.12646	1.94767
FILIP1	2.7858	2.0624	2.11867	2.38038	2.59956	2.42965
RPL30P11	1.34012	2.17634	1.46597	2.36951	2.7874	4.22409
FRRS1L	1.52015	1.59177	2.41717	2.93162	3.41755	2.47521
HNRNPA1L2	1.72373	2.31159	4.34698	2.01357	1.52804	2.42877
GLS2	1.24915	1.63274	2.5719	3.23557	2.45961	3.20189
NEK5	2.62085	2.40231	2.26109	1.93036	3.1117	2.01943
JOSD2	1.33978	2.21229	3.25268	2.81979	1.6885	3.02028
SNX22	2.20455	2.29535	2.50492	2.26272	2.81448	2.25047
SUMO2P8	2.78923	3.81937	0.611001	0.773627	3.65959	2.67008
TBC1D3B	0.888951	1.91681	2.95777	1.68651	4.15091	2.71717
KCNMB1	3.10871	2.88265	2.37943	1.85767	1.90594	2.17693
ATP2C2	2.30162	2.06713	1.95961	3.27858	3.3644	1.33738
CCL8	4.27193	3.32998	1.77817	1.64547	0.969277	2.30338
FAM188B	1.30039	1.65415	2.98353	2.30436	3.44001	2.6143
MSC	1.20663	0.692494	1.37737	2.36902	4.6312	4.01724
MANEAL	1.59663	2.17736	2.88686	2.82983	2.82819	1.97314
CALM2P3	0.340615	0.182328	13.4025	0	0.176633	0.188845
RPS4XP19	0	0	14.2842	0	0	0
IGHV4-59	2.34614	2.60996	3.43236	1.89449	2.96828	1.02971
ZNF233	2.28659	2.46871	2.97171	1.63538	2.64093	2.27414
WFDC11	1.81166	2.7549	2.24234	1.11771	3.99909	2.35076
NR4A3	1.73201	1.23767	1.69941	1.64915	5.50721	2.44695
PRORSD1P	1.75995	1.59024	6.34971	1.38044	1.86698	1.31184
USP32P3	2.75458	2.0669	2.9971	1.53375	2.9539	1.94208
CDK5R1	1.94252	1.96711	2.24861	2.28415	3.03176	2.7692
CADM3	1.63153	1.76083	1.46694	1.45381	3.88421	4.03024
COL16A1	0.606244	0.730676	4.83788	3.3307	2.24395	2.45403
PPP1R36	1.65409	1.53045	2.9287	3.145	2.62002	2.31234
MASP2	3.03736	3.05225	1.99914	1.41883	3.17423	1.50426
MORN4	1.05745	2.12486	3.17749	2.88792	2.08707	2.84698
BCAS2P2	1.80645	2.13683	3.75241	0.991914	2.77813	2.71514
TRBV7-6	1.25362	4.38197	1.5325	1.70236	3.59948	1.70767
EEF1A1P9	2.52909	1.87878	2.91886	2.03152	2.20215	2.61465
HRG	2.28082	2.94368	2.30054	1.54691	3.21966	1.88337
HOXB7	2.29495	2.88963	2.82628	1.7132	2.55105	1.891
FXYD2	1.19832	1.7017	2.0801	2.96794	3.07469	3.13612
CCT6B	2.46291	2.1957	2.08809	1.86246	3.07521	2.47156
LGMNP1	2.85326	2.75988	5.19091	1.38936	0.773585	1.18843
TEKT2	1.34691	1.41836	3.68596	3.21226	2.3774	2.10607
TRAJ18	1.52054	4.21864	0	2.25651	5.38434	0.764472
KDR	2.25085	1.2361	1.07074	1.19621	4.96726	3.41437
RFX1	1.48307	1.95918	2.51317	1.98731	4.03789	2.15454
LILRB2	2.21087	5.27943	0.665926	2.40035	1.26568	2.29563
DET1	3.00997	3.11032	2.48324	2.58586	1.53306	1.39149
DNAAF1	2.49718	2.81061	1.79937	1.02025	3.60132	2.37198
BHMT2	1.72929	1.79538	2.52354	2.26221	3.60068	2.18804
TNFSF12-TNFSF13	6.08652	2.36003	1.95713	2.08024	0.0849618	1.527
VSIG1	2.10499	1.99044	1.66664	2.20317	3.05655	3.07152
PRSS33	0.665592	1.20639	3.44271	3.34562	3.21428	2.21484
PURA	2.01994	1.75971	3.49566	1.79211	3.40273	1.61832
GGNBP1	1.9099	2.61261	2.65884	1.02524	4.53406	1.33477
RHBG	2.41156	1.71836	2.57872	1.91268	3.68219	1.75438
VWCE	1.19391	2.58279	2.90099	2.29184	3.5988	1.48605
PTPRU	0.757989	0.987001	2.57089	4.07613	2.72303	2.9364
SLC6A11	1.82997	1.75588	2.53022	2.9	2.98298	2.04613
SPATA31A7	2.10351	2.25511	1.69006	0.737456	4.32946	2.91047
PPP1R14BP2	0	0	13.461	0.176562	0.184962	0.199062
C1QTNF3-AMACR	1.18287	0.410094	2.91696	5.00111	1.85468	2.65406
SLC35F3	1.4752	1.36039	2.27283	3.14849	2.77395	2.9798
GPR146	1.64399	2.11852	2.78688	1.73456	4.20764	1.51598
PROM2	1.78018	1.5462	3.67237	1.79928	3.09406	2.11264
STRIP2	1.67044	2.04244	2.32225	2.37613	2.8514	2.73892
SLC2A14	2.41725	2.73396	2.2762	1.97291	2.74687	1.85147
TRAV4	1.44313	3.18599	2.20124	2.76139	2.55287	1.83647
GUSBP3	1.11652	1.70461	3.02189	1.36566	4.22598	2.54344
TRAJ10	1.75769	2.06733	1.00366	1.94818	3.03071	4.16601
INPP5E	1.51432	1.79408	3.4746	2.25739	2.32535	2.60691
BORCS8-MEF2B	1.6447	1.54563	1.73483	1.63276	2.40575	4.99369
GRIN2B	1.8525	1.17705	2.67487	2.26945	3.27887	2.70082
MC1R	0.683126	1.18861	3.08395	3.14432	3.09272	2.75654
C16orf59	1.32673	1.20971	3.04191	2.89176	2.73478	2.72971
TPRKBP2	3.49712	1.94765	1.93726	1.05162	2.98997	2.51068
PTGDR	1.95835	2.39967	2.52832	2.22981	2.72473	2.08493
CCDC150P1	1.62721	1.59341	2.21111	1.79616	3.79987	2.8955
RILPL1	1.27587	1.70728	3.24145	2.14419	2.32758	3.22366
INMT	1.54243	1.42341	2.21417	1.89691	3.20066	3.6312
OR52K3P	3.76517	3.77951	1.24518	1.77549	1.24489	2.08164
SIRPG	1.30874	2.56511	1.10113	1.83554	4.47925	2.5964
RPLP0P11	0	0.0332822	13.8187	0	0	0.0341295
TRBV6-6	1.79984	1.82881	0.605668	3.93081	1.94337	3.7745
PSG2	2.77098	2.81503	2.39523	0.592781	2.79821	2.51073
NOS3	1.6154	0.865238	3.16721	2.74634	2.92296	2.55977
NEDD8-MDP1	2.20853	1.57284	1.8883	0.746584	4.26039	3.19379
WDR49	3.53793	3.81759	1.15691	1.9185	1.46939	1.96336
CYCSP10	0.736734	1.18191	5.68767	3.59733	2.64607	0
CCDC153	1.9802	2.16008	1.68413	1.91694	3.82253	2.28005
TSPYL5	3.09766	2.84332	1.90724	1.67399	2.19098	2.12904
PINLYP	2.07653	2.24685	2.14876	1.64892	3.15457	2.55288
HIF3A	1.92299	2.2396	2.75923	2.30146	2.6602	1.93429
MAP7D2	1.38327	1.00036	2.56193	2.46308	3.81695	2.5895
NR6A1	1.7791	2.16069	2.30134	2.52536	3.13542	1.90386
SAMD15	1.76924	1.76242	2.39735	2.55217	2.23709	3.06514
HLA-V	1.79919	1.48548	6.46499	1.0103	1.901	1.12215
LIFR	0.954428	2.10655	1.93468	2.63993	3.38469	2.76222
ZNF354C	2.8041	2.27129	1.75937	2.06792	2.66094	2.20476
RPL39P36	0.935391	3.23488	2.51698	3.31193	1.39696	2.36935
GRAP	1.56335	1.89984	4.06497	2.39822	2.16438	1.67037
TBX21	1.40552	2.26348	2.41411	2.79946	2.50099	2.37626
DHX40P1	2.46695	1.46262	2.29488	2.7989	2.56115	2.17386
TRIM71	1.61419	1.54559	2.87917	2.41874	3.06805	2.22932
PLEKHD1	1.87176	2.25842	2.25456	2.0814	2.8454	2.44103
FAM178B	2.31529	2.7882	1.75777	1.55879	4.2221	1.10464
FTH1P24	4.15057	2.54395	1.35003	0.941129	2.13632	2.6245
FMOD	1.77615	1.44167	1.42789	1.1002	4.74569	3.23772
TRAJ26	2.00111	2.51117	2.14115	2.8226	3.41872	0.831832
PPP5D1	1.94319	1.789	2.45258	2.48329	3.0354	2.0227
FTH1P20	1.54725	1.73194	1.50736	4.15069	2.18436	2.59918
SNRPCP8	0	0	13.7191	0	0	0
FEZF1	0.943212	0.690624	2.58756	3.46621	2.87034	3.15923
14-Sep	1.92246	1.71229	5.07127	1.26463	2.48125	1.25871
TICRR	2.04935	1.5235	2.46325	2.01075	3.48738	2.17266
SPATA20P1	1.21169	1.51101	1.47313	1.23431	5.9785	2.29114
WHAMMP2	2.30771	3.01915	1.5746	1.74413	2.53846	2.50671
ITIH5	2.12764	1.56782	1.47176	1.3044	4.17353	3.02718
C16orf95	2.01436	1.9803	1.72942	2.70661	2.84518	2.39038
AMD1P4	2.34877	2.256	2.67657	1.49762	2.72258	2.16191
FBXO24	2.71661	1.71164	2.37196	1.66681	3.27628	1.91906
B3GNT4	1.60987	2.47199	2.98943	1.10692	2.38327	3.0863
SULT1C4	1.32377	1.3745	2.23077	2.16845	4.40097	2.14257
POLN	3.29502	2.59173	2.04005	1.35182	2.05275	2.30576
RNASE3	4.12697	3.71768	1.80342	1.87316	0.812322	1.3033
TRBV13	2.6387	2.02026	0.323889	2.23296	1.40554	5.01465
SSTR2	2.20594	2.16006	2.17724	2.32466	2.62445	2.14314
SSUH2	1.90428	2.32058	2.30871	2.08714	2.58326	2.42994
RAB26	1.18548	1.33865	4.21479	2.92025	2.13667	1.83237
MID2	1.26239	0.921618	2.86029	2.65935	3.41184	2.50561
PRRC2A	2.9265	1.14741	3.10223	1.52123	2.67146	2.25168
AK5	2.83148	3.1419	2.69139	1.76185	1.37574	1.81386
STEAP2	1.87211	1.83625	1.17143	1.56499	3.36986	3.77799
NKAPP1	2.37877	2.62341	2.25492	0.716955	3.12826	2.48608
C10orf107	2.6404	1.26413	2.30045	3.07713	2.68364	1.62238
TRAPPC3L	2.62912	2.25365	1.69391	1.79959	2.61903	2.58706
ACOT4	2.58778	2.06317	2.2562	2.43397	2.28148	1.95941
TPPP3	1.29995	0.89359	3.01228	2.69761	3.08134	2.59633
RAET1L	0.900719	0.627172	3.18042	2.34361	3.54777	2.97497
ANKUB1	2.31326	2.4281	1.77489	1.79156	2.56323	2.70295
GPR85	3.28109	2.56006	4.30749	1.12774	1.17681	1.10987
HSPB7	1.34198	1.32707	1.5148	1.58292	4.39134	3.40406
TRGJP2	1.73978	1.79856	0	4.41534	0.919675	4.67266
LILRB5	2.79957	2.79705	2.56596	1.2911	2.62143	1.46645
TRAJ17	2.97328	0	0	3.35404	3.20813	4.00443
TRAJ7	0.869036	3.18502	0	0.780987	5.32054	3.38372
SHOX	2.26049	2.17668	2.38675	1.78855	2.85177	2.06611
CDHR3	2.71053	1.67853	1.69565	2.06829	2.93537	2.4419
OLFM1	1.87143	1.53891	6.26796	1.4706	1.25252	1.11396
FAM124A	2.21716	1.92704	2.08957	2.44878	3.1476	1.67384
NR1D1	1.12272	1.47163	2.49621	1.40459	4.19097	2.805
GATAD2B	0.568079	1.77056	3.70076	2.27547	4.35039	0.821562
NAT8L	1.37248	1.1251	2.78676	3.22421	2.80444	2.16541
BRWD1P2	0.816086	0.581849	5.96191	0.266562	2.51788	3.32926
ACSS3	2.5874	2.10842	1.773	2.01227	2.76245	2.22074
GPC2	1.20254	1.45419	4.87501	1.98503	1.59464	2.34805
CTRL	2.49664	2.99058	1.70463	0.655539	3.37416	2.23516
RBBP4P2	1.33239	1.13146	7.40762	0.646744	1.872	1.0663
PDZK1IP1	1.06992	0.949989	1.34479	1.15139	4.15888	4.78046
SPECC1L-ADORA2A	1.23226	1.03522	2.8108	3.31296	2.66873	2.39305
JSRP1	0.418289	1.12108	3.22832	3.14784	3.37717	2.13975
LCN12	1.99489	3.01572	2.72054	1.81989	2.97423	0.904612
HTN1	2.50699	2.69838	1.61766	1.22634	3.43027	1.9488
PITPNM3	1.40377	0.899932	2.99802	2.75443	2.99626	2.37204
CCDC180	2.53985	2.13635	1.83999	1.22541	2.33641	3.32557
EIF4EP1	3.54244	2.82651	0.971628	1.07227	3.36331	1.61364
DCC	1.11871	2.1605	2.41429	2.24791	3.95143	1.49271
SLC14A1	2.19745	2.01902	2.29159	2.90624	2.14732	1.81677
ALOX15	0.980521	0.806255	2.93303	1.96847	4.49106	2.18708
TMEM266	1.67849	2.37294	2.41412	1.75845	2.72748	2.40295
MT1JP	1.64798	1.29707	1.49102	1.08725	3.08508	4.73623
MMP23B	0	0.852419	4.57554	3.18519	2.63785	2.08972
ANKRD34B	1.94876	0.857395	1.81655	2.61259	4.1615	1.94202
SEMA5A	1.40743	1.72606	1.10206	0.890901	5.03816	3.16301
RASGRF2	2.30929	1.77527	1.3803	2.17448	3.43095	2.25555
CCBL1	1.7102	2.93491	1.62898	1.42979	2.90218	2.70762
TTC30B	2.93961	2.18136	1.94722	2.62556	1.82878	1.78143
CFL1P1	1.05938	3.0491	2.1228	1.4698	3.3873	2.21311
MXD3	1.08767	1.46124	3.15558	2.35665	3.29227	1.94634
GAPDHP29	0.056673	0.0603238	13.1141	0.0564622	0	0
TCEB1P33	3.27882	2.75284	1.51751	1.50566	2.83568	1.39293
GOLT1A	0.798108	1.31114	2.73743	3.61063	2.22509	2.59807
RAPGEF4	2.06981	1.5079	2.78789	2.74824	1.86168	2.30462
GTF2H2B	1.06476	2.89262	2.48546	3.89683	0.519289	2.42116
CNGB1	1.86008	1.02185	1.55653	2.32557	3.38545	3.12813
BBS12	1.65351	1.97619	2.66006	2.50047	1.95871	2.52786
C9orf40	2.09377	2.41266	2.15249	1.75079	2.49859	2.36847
ATP8B3	1.49581	2.54646	2.20261	1.61406	3.46695	1.94645
THSD4	1.26568	1.43078	2.38474	1.92173	3.86838	2.40061
TMC5	2.3832	1.32439	3.23578	1.7002	2.58462	2.04298
MMP8	3.41867	2.72153	2.23577	1.56867	1.70835	1.60638
PRR12	0.256471	2.39581	2.45191	2.37539	4.77324	0.982532
RPL21P75	6.26171	0	0	0	1.12991	5.84306
ALDH1L2	1.35619	1.45831	2.86079	1.6678	3.23313	2.65202
GATA6	1.67584	1.27879	0.858197	1.08827	4.95871	3.36215
PGA3	3.37318	1.93258	2.29584	2.88259	0.913696	1.8117
ZBTB45	0.673287	1.15169	3.42529	3.54351	2.44356	1.96951
TTC22	1.49279	1.69197	2.20377	2.52932	3.1931	2.09481
UPK3B	0.804964	1.24092	0.94331	1.64497	4.87858	3.68934
USP44	1.55632	1.74004	2.35553	2.03167	2.60138	2.90937
CRHBP	3.29171	2.95436	2.1187	1.57393	1.02472	2.22172
ALOX12	2.12199	2.52283	2.54683	1.97641	2.46811	1.54755
ST8SIA6	2.23366	1.69237	2.9828	0.869445	3.26383	2.13588
SPDYE2	2.51725	2.5207	1.39775	1.70837	3.70218	1.33108
VANGL2	1.22708	1.1742	2.29185	2.39455	4.25813	1.83116
TRAJ36	0.793352	0.966679	4.77132	1.60695	3.31393	1.72103
CYCSP6	3.82885	1.85716	2.85512	2.03832	1.42503	1.16829
CELA3B	1.78906	3.2545	1.81084	1.62229	2.60045	2.09555
GPR39	1.321	1.36608	1.98382	2.94027	2.90649	2.63409
BNIP3P4	1.17283	1.75102	2.65332	1.35969	3.38312	2.83102
SCUBE2	2.29356	1.08072	1.48811	3.08222	3.54429	1.65882
RASL10A	1.11758	2.46232	3.70728	2.04956	2.56414	1.24586
H2AFZP4	2.46506	3.12381	1.61409	0.660393	2.54216	2.73027
ZNF524	0.83056	1.03205	2.48111	3.65876	3.49998	1.63253
DEPDC7	2.50399	2.41759	2.56741	2.18423	1.867	1.59418
GRID2	0.856487	1.55479	2.30355	1.9736	3.91857	2.51805
EVPL	1.4525	1.48477	3.22566	2.31578	2.55071	2.07962
ADRB1	3.20836	3.30125	1.83066	1.7497	1.459	1.55198
ACTR3P3	0	0	13.0986	0	0	0
CTAGE4	1.64979	1.62377	1.49423	2.4115	3.39156	2.52638
GNRH1	2.31887	2.14537	1.53231	1.22169	2.87955	2.99783
NOX4	1.05752	1.6882	3.10202	2.96046	2.7074	1.57958
MOCS1	1.19269	1.56893	2.44041	2.70023	2.79717	2.3812
ANKRD20A5P	1.39288	3.21557	1.67774	1.06251	3.14755	2.57869
SYNGAP1	1.20642	1.09218	2.43399	1.58495	4.94535	1.81182
ZSWIM4	0.594589	0.678818	2.99623	1.89504	4.83409	2.07306
GRIK2	1.78434	1.46986	1.24708	0.892868	4.30421	3.36375
GPLD1	2.7009	1.49355	1.81825	1.67093	3.21756	2.16008
IGLJ3	0	0	0	9.7305	3.03776	0.2916
ASPHD1	0.533174	0.957776	2.68431	3.03891	3.25725	2.58357
UGT2B17	2.01715	1.68577	2.09211	2.72778	2.27628	2.24599
RPS20P31	0.570288	2.13481	3.26636	0.279215	6.15432	0.635169
ZNF547	1.37834	1.98377	1.95769	2.6524	3.06701	1.99868
ITGB3	1.28865	1.3094	2.48707	1.98787	3.3315	2.60509
DMRTA2	1.00154	1.23529	2.25579	3.02203	2.76712	2.72562
PMF1-BGLAP	1.15623	1.47917	3.40252	1.86479	2.63749	2.45912
SYTL4	1.08588	2.09225	1.51099	1.22391	2.09037	4.99525
ATG12P2	1.93089	2.61925	2.67869	1.95103	2.14271	1.66651
MFSD3	0.467666	1.08397	4.18986	3.00822	1.95044	2.28892
BARX1	0.680353	1.10679	2.47449	3.95315	2.41792	2.353
OGN	1.37523	1.84733	5.24137	0.662322	2.43705	1.42021
SNX29P1	1.89921	2.20306	1.71616	1.7938	2.3156	3.0524
SLC4A4	1.99585	1.694	1.4791	2.18839	3.17607	2.43358
RPL14P1	1.74607	2.0657	1.21504	2.18091	3.70727	2.04038
TVP23A	2.21537	2.103	1.73152	1.66598	2.7339	2.49906
BMP2	2.68922	2.31462	1.08817	1.30417	2.67527	2.87455
GAREML	1.49847	1.14271	1.87797	2.02348	4.10504	2.29325
RPS26P21	2.08023	1.66841	2.97277	1.52985	2.94342	1.73415
ETV7	1.6849	2.16576	1.64821	1.88496	2.81756	2.71512
KCNJ2	2.10102	1.86611	1.60335	1.59959	3.26442	2.45013
DUTP6	2.22376	1.18708	1.35003	1.5686	4.27264	2.27456
RING1	0.999009	2.77646	2.91708	3.04459	1.12569	2.00803
SUFU	1.75946	2.39571	2.18947	1.64016	3.05422	1.83183
RPP21	4.0818	5.04349	0.526869	1.1656	0.20415	1.84055
RNF165	1.45949	1.29338	2.25014	2.04451	3.74389	2.07049
ERLEC1P1	1.24884	1.81586	1.76167	2.81348	2.35528	2.86397
ABCC9	2.53103	2.26176	1.27997	1.32885	3.63988	1.8126
MAOB	2.28334	1.81765	0.726052	1.45472	4.04826	2.52245
TRIM73	1.49485	2.23675	2.22838	1.51506	2.57068	2.801
LAMTOR3P2	4.39176	0.778144	2.45387	2.98714	2.23009	0
ZNF969P	1.70517	1.78756	2.15988	1.88383	3.36532	1.93897
MYO7B	0.991886	0.547287	2.44148	2.33619	4.32797	2.19069
FAM13C	2.3083	1.20631	2.95647	1.82098	2.60565	1.92775
DMRTA1	1.21201	1.37769	2.14446	2.58603	2.67033	2.83307
SMIM6	1.79296	2.07223	1.5113	2.5071	2.68521	2.24752
ABHD8	1.31535	2.04781	2.83034	2.85691	2.30867	1.45627
TRAJ28	2.15088	2.27744	0	1.0997	4.99376	2.29288
CCDC102B	3.55985	2.33262	1.84063	1.22468	2.00359	1.85199
ATP5HP4	1.70011	2.30937	1.08678	1.52305	4.49626	1.69705
MFSD2B	0.43824	0.987678	2.37389	2.91914	3.29314	2.79895
UBASH3A	1.69609	1.72408	1.63269	2.14186	3.01166	2.60242
SEMA6A	2.34421	2.79434	1.95347	0.901744	3.58616	1.22754
CASKIN2	0.901155	0.857011	2.63755	2.4518	2.96436	2.96845
MSI1	1.15555	0.746952	0.872466	2.26367	6.01286	1.72578
UBA52P5	0.893316	0	8.0727	0.864137	0.893472	2.04606
PPIEL	2.37289	2.37963	1.94864	1.23453	2.17306	2.65028
HHAT	1.83925	1.52384	1.97189	2.35806	2.48552	2.56523
TRAJ11	3.8916	3.25921	0	2.30391	1.60173	1.68341
RNF212	1.53444	1.10426	4.30775	0.891586	2.05407	2.84113
ZNF385D	1.40426	0.864674	2.77228	3.49693	2.35583	1.83454
LAMP3	2.00094	1.36404	1.80087	1.72805	3.56271	2.26826
RPS4XP16	2.04836	3.16234	2.52494	1.32104	1.8441	1.8209
FAM198A	1.5343	1.57578	2.24299	2.78897	2.42139	2.14082
ANGPTL1	2.23508	1.84394	1.12547	2.29655	2.19455	2.97848
SPON2	1.30347	1.50664	2.50429	2.56115	2.55577	2.24082
LYPD6	2.0019	1.89083	2.10699	2.40902	2.30939	1.94568
TMEM155	2.45975	1.97901	2.74036	2.42395	1.4524	1.60653
INHBE	0.789251	0.802915	2.94875	3.41762	2.28579	2.40721
SPTSSB	2.86446	2.97793	1.97382	1.66788	1.63082	1.53601
RPL17P50	1.82274	2.19449	2.18536	3.01017	1.83502	1.59477
CSTL1	1.97898	1.81516	1.32977	1.9033	2.77322	2.83746
SERTAD4	0.618521	1.20635	2.50578	2.15632	2.94315	3.19957
SCN1A	2.32888	2.46816	3.23483	1.4282	2.43808	0.730733
GCSAM	1.9953	1.99639	2.04798	1.9925	2.85286	1.74265
CARNS1	0.68985	1.44207	4.86252	1.44623	2.42607	1.76077
PDCD1LG2	3.71679	3.07999	0.968928	1.70318	1.40128	1.7569
HAS3	1.00561	0.946146	2.40471	2.42013	4.06297	1.7637
HMGN2P5	0	0	5.45556	1.70331	5.43357	0
RNF32	1.8802	1.80612	2.10084	1.03626	3.15517	2.61382
CGREF1	1.65057	1.62926	2.53881	2.509	2.50497	1.75691
SLC12A5	1.40127	1.45971	6.28947	0.837281	0.62139	1.97556
ZNF418	1.78404	2.84005	2.29864	1.98143	2.0002	1.67281
RPS15AP16	1.6983	1.56344	3.47119	1.66969	2.54397	1.61579
HIST2H2BB	1.66395	2.82458	2.0901	1.74488	0.878418	3.35963
NPNT	0.974767	0.851008	2.54548	1.56983	4.4172	2.19927
ANKRD13B	0.574324	0.611466	3.526	1.81721	3.864	2.16232
TSPY26P	1.42771	1.44666	2.13883	2.06124	3.33409	2.1461
ARL5C	1.37285	2.74272	2.45757	1.62221	2.55513	1.78949
WFDC3	1.37074	1.37825	2.33813	2.35227	2.93023	2.16978
FTLP8	1.38362	2.95718	1.33531	1.34591	1.88048	3.63606
WDR31	1.98752	1.68256	2.04226	1.93296	2.88885	2.00433
CRYGS	1.9478	3.6607	1.3039	1.08759	2.45668	2.0688
PSMA6P1	0.175585	0.093958	11.9555	0.0880096	0	0.192428
KCP	1.62286	1.69693	2.63219	1.94586	2.55936	2.04819
SIRPD	2.83136	2.0484	2.83027	1.70888	1.45779	1.60381
LTK	1.68649	1.50528	2.11781	2.22905	1.93863	3.00278
TUBA3FP	0.79155	2.05319	2.3683	1.97016	2.5243	2.75282
KCNAB3	2.22385	1.98372	2.70901	1.41504	2.48382	1.63782
DNAH2	1.55654	1.51038	2.33632	1.92742	3.40265	1.71032
PTN	1.37718	1.18871	1.9225	2.26576	2.69874	2.98819
MTND4P12	1.32287	0.635875	1.40309	1.63977	5.61258	1.82434
RPSAP52	1.46606	0.957576	3.10445	3.09974	1.86864	1.93756
SLCO1A2	0.938338	1.69121	2.66941	2.29735	2.41942	2.4162
TG	2.30763	1.28488	1.41168	0.826946	4.22446	2.3746
KRT18P31	1.60163	3.14862	1.61469	0.945125	3.63715	1.47994
AKAP5	1.60833	1.37112	1.99405	1.89912	2.96172	2.5908
CNTF	3.09191	2.6485	1.88972	1.48255	2.1903	1.11951
