gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
DTL	0.286742	1.589059	0.0	0.073759	0.822141	0.6012	0.690888	0.204368	0.017822	0.784938	0.026731	0.468262	0.02103	0.07584	0.027228	0.289803	0.41099	0.170419	2.499583	0.401126	0.984366
DUSP4	0.484049	0.188457	0.760026	0.127888	0.60201	1.23683	0.1781	0.289141	0.495001	1.421598	0.0	0.823836	0.052769	0.388742	0.810031	0.66082	1.04248	0.67582	2.157088	2.378189	0.983294
DYRK2	1.433781	1.039705	1.134201	1.707823	1.396589	1.07855	0.625816	1.360408	0.848391	2.202061	0.475652	0.124295	0.516766	0.0	0.915559	2.12386	2.306559	2.254985	1.662411	1.98938	0.524181
E2F5	2.346573	0.684854	0.166619	0.0	0.466299	0.502656	0.327772	0.13638	0.209106	0.521923	0.156707	1.232418	0.308717	0.257622	0.119081	0.343475	0.290626	0.408423	0.465042	0.154591	0.33443
E2F8	0.320755	1.304353	0.058553	0.0318	0.361758	0.653688	0.231698	0.224953	0.047908	0.652096	0.075159	0.318456	0.232928	0.091254	0.0	0.272305	0.388011	0.154045	2.354121	0.558019	0.804956
EBF1	1.372875	0.250664	0.113869	0.130261	0.85842	0.0	0.498022	0.116299	0.141915	0.034712	0.097023	0.104208	0.428011	0.187995	2.511484	0.105411	0.07252	0.08989	0.07252	0.097262	0.399534
ECSCR	0.0	0.029246	0.055744	0.183131	0.05624	0.005458	2.655296	0.176077	0.060465	0.062707	0.11071	0.071465	0.309583	0.233719	1.26462	0.086109	0.069959	0.045864	0.077	0.091452	2.482343
EDNRB	0.000792	0.09962	0.058837	0.066379	0.104816	0.178603	2.375281	0.114397	0.254249	0.0633	0.044451	1.206075	0.124051	0.150451	1.695014	0.001849	0.005026	0.045827	0.011142	0.0	2.36906
EFEMP1	0.008518	0.018467	0.030479	0.093995	1.59247	0.865837	1.969658	0.0474	0.021308	0.025879	0.038599	0.274602	0.304823	0.14351	1.490159	0.0	0.013193	0.050949	0.005914	0.014132	2.578768
EFNA1	0.11073	0.525906	0.213649	0.451001	0.072358	1.816501	2.586093	0.16911	0.136797	0.188116	0.169436	0.070817	0.225703	0.2463	1.30138	0.292646	0.298557	0.244943	0.0	0.282256	2.457627
EFNB2	0.12191	0.433378	0.043109	0.41324	1.34234	2.196278	2.484841	0.0	0.061936	0.137324	0.309827	0.049069	0.492403	0.118907	1.491583	0.098957	0.126727	0.122511	0.024005	0.087184	2.466623
EGF	0.067377	0.201633	0.066018	0.153491	0.129388	0.249785	0.096207	0.084561	0.207641	0.07147	0.147534	0.098085	2.472953	0.103978	0.0	0.066471	0.054101	0.09785	0.073295	0.058353	0.041477
EGR2	0.804777	0.475309	2.369538	0.2776	0.356866	0.81235	0.587445	2.542946	1.143835	1.286908	0.938802	0.49836	0.130565	0.579316	0.04299	0.708107	0.624161	0.397883	1.290785	0.455421	0.0
ELANE	0.191175	2.230105	0.264956	0.352061	0.304873	0.179271	0.307049	0.198971	0.59123	0.099654	0.58642	0.495857	0.562481	0.552364	0.557121	0.509884	0.215166	0.478419	0.24736	0.20314	0.177723
ELOVL7	0.036591	1.005712	0.550235	0.352267	0.013292	1.850902	0.500733	0.796939	0.677715	0.10008	0.200634	0.846315	2.700749	0.216824	1.101308	0.074222	0.049316	0.100774	0.0	0.015564	0.025828
ELTD1	0.006786	0.13329	0.029715	0.044558	0.886415	0.026198	1.796836	0.050379	0.037	0.00169	0.081421	0.056448	0.220071	0.209684	2.511419	0.002819	0.007544	0.026588	0.0	0.022892	2.543045
EMCN	0.011216	0.264614	0.025974	0.129758	0.188665	0.008339	2.491771	0.050164	0.031844	0.043937	0.082388	0.09639	0.186975	0.21658	2.347314	0.0	0.019171	0.041209	0.007143	0.01772	2.224248
EMILIN2	0.455763	0.812698	1.985605	0.0	1.06421	0.014899	0.432111	1.924439	2.136818	0.350492	0.891888	0.290879	0.341444	0.519911	0.709416	0.474593	0.390751	0.451349	0.421718	0.198511	0.285143
EMILIN3	0.0	0.063201	0.226267	0.190992	0.66874	0.775993	0.073374	0.296972	0.185153	0.133652	0.289828	0.258698	0.26196	2.378189	0.431199	0.052562	0.120661	0.018401	0.102575	0.146702	0.198972
EMR1	0.153813	0.605437	0.339165	2.651409	0.083742	0.066937	0.083513	0.784865	1.396716	0.179094	1.363596	0.328401	1.414445	0.59683	0.064686	0.6263	0.74787	0.291969	0.15357	0.489904	0.074626
EMR3	0.116572	0.094437	0.196463	2.489532	0.049109	0.072196	0.036861	0.517655	0.732412	0.144968	2.445951	0.236794	0.238587	0.299943	0.033822	0.178881	0.129448	0.183471	0.06827	0.070886	0.035847
EMX2	0.007592	0.018968	0.046518	0.079946	2.362185	0.350637	0.061146	0.065325	0.037246	0.008118	0.115936	0.143186	0.079946	0.442004	1.123681	0.006016	0.031564	0.050911	0.000522	0.0	0.006016
ENKUR	0.0887	0.152678	0.162731	0.197929	0.134549	0.108985	0.135711	0.183074	0.231874	0.143581	0.215107	0.166894	2.433604	0.380033	0.095984	0.102467	0.156808	0.139494	0.090656	0.152384	0.188815
ENPEP	0.013282	0.035774	0.011945	0.143682	0.074394	0.007945	0.031122	0.039622	0.015158	0.040173	0.042657	0.057976	0.056574	0.110697	1.208882	0.016768	0.0	0.018651	2.330916	0.01919	0.004228
ENPP7	0.413882	0.389474	0.407271	0.593909	0.31106	0.389474	0.405718	0.474211	0.382547	0.46147	0.606893	0.680911	0.303257	2.530173	0.195567	0.393718	0.41622	0.523386	0.315904	0.448004	0.396809
EOMES	0.207294	0.157937	0.222521	0.239909	0.04069	0.11108	0.05434	0.255468	0.280569	2.589744	0.407579	0.094193	0.930978	0.204772	0.120002	1.525887	0.816729	1.89566	2.227717	0.474557	0.05784
EPB41L3	0.066173	0.752758	2.026097	0.425983	1.482893	0.395752	0.698757	2.278716	2.437919	0.180665	0.187999	0.138962	1.367249	0.140787	1.889506	0.162138	0.221453	0.159479	0.0	0.018951	0.488852
EPB42	0.160293	0.578512	0.20866	0.187703	0.126645	0.131777	0.086884	0.195941	0.232614	0.176971	0.382786	0.317466	0.734316	2.586959	0.543214	0.262419	0.192588	0.210226	0.173668	0.174175	0.144586
EPB49	0.228499	0.408078	0.297014	0.507131	0.252856	0.326772	0.729787	0.293164	0.413492	0.270848	0.443154	0.395271	0.81988	2.673781	0.672218	0.474236	0.388559	0.428105	0.282613	0.346407	0.970771
EREG	0.061904	1.228548	0.53098	0.502259	0.126834	1.120389	0.036874	0.6228	1.138335	0.180528	0.411271	0.026361	0.069897	0.085182	0.0	0.127736	0.097732	0.198178	0.03604	0.090711	0.00188
ERMN	1.52427	0.459745	0.281307	0.641457	0.095257	0.079377	0.080772	0.191183	0.587915	0.98126	0.907074	0.37119	0.21108	0.599723	0.044876	0.575572	0.902491	1.208525	0.306309	2.14174	0.071956
ESM1	0.062967	0.049896	0.061957	0.443691	0.302348	0.070744	0.637088	0.057923	0.07278	0.182265	0.0738	0.126929	0.343069	0.127992	0.013477	0.089886	0.096101	0.137248	0.183003	0.029083	2.263598
ESRP1	0.011846	0.015012	0.052534	0.542102	0.006026	2.514196	0.148304	0.062957	0.05659	0.061681	0.115507	0.357722	0.089846	0.30195	0.043214	0.0	0.043465	0.064747	0.016966	0.05304	0.00024
ESRRG	0.030346	0.096052	0.057929	0.256457	0.038462	0.084553	0.001847	0.101179	0.072473	0.119853	0.110821	1.886645	0.127621	0.276244	0.0	0.015434	0.025987	0.066139	0.06361	0.070571	0.019153
F13A1	0.125634	0.659698	1.387146	0.188815	0.018177	0.0	0.016646	0.403425	1.140394	0.145287	0.503878	0.228598	2.782861	0.22987	1.453609	0.213649	0.16013	0.354807	0.018859	0.136288	0.004503
FABP4	0.003794	0.135191	0.791118	0.042023	0.021043	0.022231	1.583542	0.999104	0.081908	0.0	0.021552	0.065033	0.296862	0.114029	2.738563	0.0	0.006944	0.016649	0.011445	0.012617	1.845057
FAM102A	1.047032	0.174993	0.266322	0.458813	0.700142	0.816007	1.265708	0.125479	0.0	0.094236	0.310759	0.387569	0.127271	0.677236	0.042036	1.893741	1.536466	1.468957	0.530036	1.809056	0.840469
FAM110C	0.03321	0.040201	0.032514	0.039967	0.0	2.460667	0.287505	0.038332	0.031124	0.492528	0.076498	0.084816	0.187364	0.166163	0.027197	0.182498	0.380847	0.136265	0.128021	0.906575	0.017575
FAM129C	2.353678	0.317935	0.23485	0.352383	0.127035	0.149614	0.124494	0.206941	0.306868	0.181995	0.406409	0.200787	0.950088	0.459641	0.025522	0.332771	0.1929	0.293564	0.144907	0.225508	0.108061
FAM133A	0.096064	0.574731	0.127453	0.081918	0.192067	0.137517	0.155582	0.131043	0.149065	0.064342	0.206794	2.028287	0.425694	0.539327	0.081918	0.168662	0.126018	0.123151	0.190599	0.167206	0.084035
FAM134B	0.703129	0.816894	0.573902	0.407176	0.474193	1.085416	0.3322	1.868279	0.782835	0.392217	1.164051	0.245714	1.125507	0.683212	1.777386	2.22693	2.314531	1.873496	0.509378	1.69736	0.0
FAM19A1	0.16875	0.140708	0.27835	0.054734	0.156587	0.13243	0.238206	0.259388	0.298236	0.414608	0.379965	0.284699	0.918087	0.710135	0.112221	1.401664	1.613206	1.954414	0.189401	1.454831	0.165704
FAM46C	1.707608	1.163397	0.172753	0.908885	0.095249	0.034877	0.360934	0.05308	0.362321	1.663167	0.794084	2.571023	1.698162	2.479115	0.163994	0.949845	0.998364	1.364269	1.403336	2.228672	0.060367
FAM70A	0.134391	0.077725	1.435921	0.02048	0.065645	0.522899	0.027667	1.292946	0.300695	0.271516	0.068647	0.483843	0.030299	0.064723	0.763115	0.036922	0.024609	0.276951	0.011656	0.009948	0.0
FAM78A	1.553361	1.228785	1.509142	1.304789	0.245011	0.277362	0.380917	1.601367	1.654631	1.769112	1.463334	1.118438	1.328485	0.75361	0.520478	2.362846	2.01129	2.099006	2.204591	1.795121	0.942435
FAM81B	0.055738	0.207548	0.052477	0.105741	0.030649	0.046381	0.024941	0.072479	0.111326	0.059788	0.061919	0.06757	2.520005	0.072479	0.017836	0.049041	0.052094	0.065032	0.031389	0.044866	0.026593
FANK1	0.013661	0.459581	0.138593	0.170933	0.673888	1.285872	0.416028	0.225098	0.118478	0.062183	0.256433	0.347128	0.389065	0.864155	0.077258	0.273339	0.477183	0.110787	0.0	2.243497	0.165163
FAP	0.007572	0.009472	0.052331	0.234471	2.513493	0.194478	0.257263	0.065052	0.046718	0.047558	0.132027	0.120144	0.067043	0.150338	1.060135	0.002699	0.008657	0.066474	0.034455	0.00378	0.253712
FBLN7	0.01592	0.040259	0.181599	0.219811	1.165076	0.078875	1.30867	0.177513	0.199175	0.006576	0.27834	0.3583	0.363247	0.925697	0.708702	1.698673	1.902126	0.310453	0.0	2.287139	1.005834
FBN1	0.017645	0.376289	0.042145	0.360234	2.55846	0.045553	0.939774	0.097467	0.026466	0.055103	0.172234	0.107469	0.074208	0.247188	2.332856	0.002802	0.016696	0.060034	0.0	0.025508	1.308934
FBP1	0.232424	0.372035	2.11372	1.838949	0.032968	0.065443	0.158673	2.613763	1.411638	0.408015	0.635903	0.875036	0.28892	0.576437	0.302624	0.340201	0.28737	0.333516	0.0	0.193222	0.013395
FBXL7	0.19595	0.14406	0.182222	0.0	1.934455	0.19664	2.432129	0.179149	0.137402	0.072081	0.221652	0.370812	0.226208	0.698675	1.327288	0.157464	0.145395	0.122525	0.605078	0.151418	2.332067
FBXO16	0.259689	0.209583	0.514419	0.106388	0.220195	0.827905	0.052287	0.188483	0.1552	0.101304	0.298383	2.086701	0.445504	0.629257	0.021388	0.133889	0.112757	0.135176	0.252955	0.144845	0.047937
FCAR	0.11128	0.119437	0.318884	0.337227	0.077173	0.078311	0.088587	0.455857	1.274074	0.115936	2.294407	0.165235	0.182533	0.301567	0.0	0.114383	0.085535	0.193077	0.137447	0.09241	0.090497
FCER1G	0.124674	0.529529	2.078051	0.773186	0.016377	0.002057	0.0	2.648704	2.663228	1.905394	2.530043	0.252366	1.619891	0.183394	1.095744	0.598138	0.257759	0.642074	0.335957	0.054124	0.002469
FCER2	1.731039	0.186875	2.403508	0.117605	0.159509	0.178584	0.202808	0.4635	0.414437	0.129265	0.310536	0.496053	0.345847	0.544592	0.209297	0.311341	0.242855	0.220033	0.282555	0.245581	0.120513
FCGBP	0.427471	0.118644	0.19463	0.046717	0.004483	0.15853	0.0372	0.287475	0.199996	0.508277	0.275547	0.502536	0.772208	0.711094	0.322523	0.796633	0.585347	1.078853	0.350813	0.469165	0.0
FCGR1B	0.104138	0.473431	0.445983	0.204279	0.045981	0.047294	0.086057	2.234745	1.809843	0.17102	1.938088	0.181822	0.2359	0.373595	0.245981	0.158574	0.133746	0.196556	0.057591	0.044669	0.070394
FCGR2B	1.933949	0.230318	2.444421	0.854508	0.013967	0.06431	0.013107	1.342651	1.201854	0.261428	1.707364	2.210271	0.563029	0.257677	1.64475	0.346419	0.150331	0.241072	0.113601	0.0	0.02665
FCGR3B	0.103658	0.264843	0.342915	0.399683	0.022403	0.141463	0.029721	0.751519	1.020995	1.02634	2.787852	0.29018	0.825465	0.30273	0.686021	0.349772	0.162855	0.502939	0.344902	0.058605	0.0
FCN1	0.282655	0.547862	0.426123	0.280926	0.01833	0.0	0.063101	0.802653	2.723229	0.216256	1.65409	0.240511	0.425852	0.204994	0.27329	0.520308	0.229756	0.491459	0.074515	0.085634	0.00756
FCRL1	2.431918	0.095368	0.09153	0.337285	0.042764	0.035525	0.037209	0.190557	0.200396	0.103087	0.314621	0.243779	1.177505	0.118182	0.044947	0.186365	0.103863	0.166727	0.081876	0.178303	0.034805
FCRL2	2.256298	0.140621	0.177164	0.286746	0.084069	0.083592	0.115785	0.192651	0.242304	0.140621	0.282578	1.120315	0.620563	0.463137	0.069811	0.246404	0.148471	0.203706	0.148471	0.249484	0.057062
FCRL3	2.360973	0.151908	0.273169	0.169539	0.085172	0.076405	0.098756	0.244046	0.365999	1.269019	0.383868	0.529817	1.026927	0.267445	0.130262	0.938631	0.680756	1.299087	0.279634	1.274905	0.073289
FCRL5	2.023998	0.059207	0.076765	0.185849	0.016943	0.0195	0.016943	0.086941	0.137793	0.071919	0.198522	2.223123	0.508073	0.289013	0.0	0.094055	0.068403	0.098962	0.032775	0.07016	0.015667
FCRLA	2.414207	0.078765	0.196874	0.067805	0.110645	0.077237	0.008915	0.209231	0.181319	0.062963	0.184945	1.871118	0.532459	0.298875	0.0	0.140732	0.102214	0.079377	0.017027	0.058141	0.038444
FFAR2	0.079399	0.108418	0.198693	2.545804	0.03829	0.089946	0.053736	0.246996	0.832278	0.114317	2.424989	0.119506	0.151918	0.311394	0.144298	0.076542	0.088021	0.096957	0.079638	0.067781	0.062373
FGFBP2	0.178623	0.141709	0.118982	0.017548	0.024336	0.025615	0.0	0.132318	0.343412	2.532656	0.51575	0.143889	1.173655	0.377983	0.490586	1.1992	0.492148	2.298344	1.455659	0.097453	0.011445
FHIT	0.504475	1.451699	0.676727	0.662125	0.404053	0.948294	1.232799	1.038279	0.650483	0.561468	0.66577	1.334309	0.723087	1.13821	0.605708	1.986124	2.180518	1.10655	0.761768	1.707892	0.550845
FLG	0.011877	0.007035	0.01047	0.019371	0.122502	1.551697	0.024087	0.021723	0.01047	0.014318	0.015221	0.032323	0.020807	0.039615	0.219401	0.021069	0.004509	0.013932	0.0	0.001498	0.011749
FLG2	0.01294	0.010733	0.021514	0.000595	0.010733	1.14202	0.020887	0.016894	0.01615	0.017889	0.014789	0.009878	0.007203	0.033098	0.252476	0.01208	0.009634	0.013555	0.0	0.009146	0.00551
FLJ12334	1.23119	0.408012	0.273902	0.616725	0.17626	0.114991	0.089077	0.17626	0.590051	0.831971	0.640576	0.241352	0.90003	0.798821	0.178028	1.982368	1.348196	1.718679	0.279355	1.979832	0.156005
FLJ27352	0.397386	0.433602	0.309168	0.011569	1.305437	1.313607	0.870265	0.451334	0.197382	0.078818	0.305384	2.149757	0.280676	0.453631	0.64719	0.110962	0.089955	0.073515	0.04392	0.016685	1.206445
FLJ37786	0.143525	0.074633	0.034743	2.111428	0.050225	0.04695	0.070881	0.042868	0.079652	0.188453	0.143087	0.035959	0.068385	0.047768	0.057212	0.083429	0.05433	0.143087	0.109302	0.117459	0.014258
FLRT2	0.012291	0.040118	0.11606	0.052064	1.519625	1.229444	1.478677	0.453335	0.13486	0.027014	0.03986	0.055462	0.191381	0.113592	1.192824	0.008765	0.0	0.038569	0.020136	0.013047	2.558949
FLT3	0.20874	2.317028	0.804566	0.380789	0.059054	0.067526	0.088445	0.24593	0.76849	0.127904	0.310735	0.434274	0.185646	0.597169	0.067951	0.218779	0.184746	0.196483	0.0	0.093603	0.071352
FLT3LG	0.660656	0.174698	0.189966	0.165689	0.56893	0.088637	0.442364	0.201329	0.433149	0.893679	0.385036	0.495061	0.43499	0.509461	0.380203	2.22587	2.286214	2.046247	1.898255	1.875597	0.501941
FOXD1	0.108313	0.067226	0.088603	0.210976	2.499077	1.0074	0.104917	0.069496	0.079644	0.190094	0.096083	0.102051	0.034498	0.12784	0.0	0.044304	0.075319	0.195143	0.310581	0.106222	0.180333
FPR1	0.098315	0.203276	0.278638	1.005789	0.041393	0.046718	0.037704	0.553953	1.239692	0.14753	2.597023	0.156185	0.232185	0.192723	0.220066	0.239235	0.119689	0.175492	0.049973	0.053939	0.034488
FPR2	0.064451	0.113921	0.367024	0.504598	0.038396	0.025845	0.044353	0.58265	1.336445	0.078225	2.539787	0.077456	0.1126	0.215429	0.060908	0.116569	0.042612	0.113921	0.046347	0.020721	0.024135
FPR3	0.041816	0.18323	2.47901	0.439533	0.025648	0.0	0.009414	1.898973	1.228398	0.133162	0.202322	0.225219	0.256371	0.591711	0.551713	0.110417	0.117655	0.126756	0.046679	0.061092	0.021148
FRG1B	0.505697	0.31152	0.240079	2.574512	0.102547	0.09171	0.108348	0.287705	0.294014	0.530982	0.355724	0.202772	0.162853	0.0	0.266117	0.497247	0.423331	0.646439	0.366784	0.549175	0.163798
FRMD3	0.128814	0.184674	0.183322	0.156041	0.170145	0.063352	0.145761	0.293498	0.480467	0.222534	0.462342	0.108275	2.562853	0.31495	0.929587	0.097886	0.135305	0.138693	0.009473	0.105479	0.597661
FRZB	0.148002	0.059487	0.08086	0.234828	0.078308	0.148765	0.130566	0.065613	0.065974	0.059487	0.107367	2.311575	0.187735	0.484418	1.001625	0.061646	0.068867	0.086344	0.0	0.157558	0.04091
FYN	1.098113	0.765975	0.698353	0.127957	1.24785	0.800297	1.110205	0.478369	1.562	2.343986	0.512467	0.0	1.736384	0.153155	1.675739	2.238983	2.132989	2.474084	1.596775	2.07399	1.508181
FZD10	0.042977	0.027398	0.063421	0.091092	0.052314	1.599938	1.861876	0.086738	0.070295	0.083262	0.116133	0.078928	0.175556	0.2579	0.224253	0.029075	0.057431	0.095021	0.0	0.042131	1.435868
FZD7	0.123584	0.57801	0.460205	0.393437	2.176181	0.844995	0.142557	0.418698	0.121607	0.102774	0.103016	0.749806	0.083819	0.173214	1.064273	0.0	0.071546	0.101563	0.075776	0.030531	0.009976
GABRB1	0.547479	0.353324	0.185576	1.520738	0.195879	0.256875	0.133079	0.225412	0.279676	0.340786	0.418483	0.22782	0.541266	0.552812	0.072481	0.72498	0.620169	0.778485	0.433908	1.946189	0.11298
GAGE1	0.12481	0.064031	0.100106	2.357109	0.066342	0.082949	0.121162	0.102195	0.113598	0.134592	0.173884	0.21343	0.19689	0.53344	0.0	0.10339	0.074177	0.212126	0.112092	0.085888	0.047996
GALT	1.056515	0.495287	0.450759	0.582848	0.50941	0.446089	1.147184	0.379899	0.484714	0.604317	0.0	0.537744	0.597153	1.283167	0.738173	2.181014	1.659561	1.121539	0.860927	1.043827	0.78948
GAN	0.148919	0.259017	0.131059	2.338652	0.195388	1.038297	0.104475	0.086703	0.124355	0.301814	0.072113	0.02954	0.100897	0.0	0.011377	0.08289	0.12618	0.330213	0.266459	0.082305	0.145202
GAPT	0.976467	1.115949	0.17841	2.650575	0.005853	0.007475	0.001894	0.480826	1.536391	0.109289	1.55068	0.060732	0.920103	0.079752	0.075234	0.237834	0.09367	0.104391	0.0	0.005559	0.021705
GAS2	0.472109	0.469328	0.113506	0.474197	0.173666	0.329886	0.257174	0.114704	0.127933	0.209705	0.155867	1.966972	0.723189	0.364388	0.518394	0.355053	0.371077	0.39395	0.117704	0.436863	0.502881
GAS2L3	0.150716	0.938136	2.284709	0.0	1.382522	0.951622	1.118353	2.209506	1.077233	0.431388	0.217038	0.359846	0.437923	0.509116	0.939258	0.148696	0.222502	0.110379	0.211172	0.114329	2.108769
GATA3	0.070464	0.307676	0.086722	0.134534	0.0	1.910804	0.314687	0.243449	0.125222	1.800721	0.223414	0.10458	0.654418	0.16895	0.230366	1.416243	1.84981	1.493629	1.495113	2.086596	0.122974
GBA3	0.214856	0.139546	0.161521	0.409681	0.099035	0.134508	0.120577	0.160389	0.278444	0.155864	0.175159	2.082182	0.19578	0.317569	0.0	0.132273	0.107845	0.15417	0.131714	0.114478	0.061489
GBP5	0.57086	0.64054	0.650019	0.206429	0.064986	0.07904	0.123329	0.881585	1.056376	2.074143	1.978865	0.373431	0.982729	0.12841	0.151523	1.689606	1.651657	1.795793	2.411421	2.442171	0.021495
GCET2	1.441026	0.542027	0.599913	0.07963	0.099139	0.270957	0.121573	0.310256	0.423474	0.327082	0.333038	1.270433	0.987439	0.750729	0.0	1.381561	1.94722	0.830231	0.587218	0.521167	0.146985
GEN1	2.178404	1.227108	0.60778	0.051106	0.572931	0.836496	0.288698	0.632738	0.387774	1.06151	0.148285	0.422896	0.442436	0.0	0.373108	0.440424	0.622943	0.42989	1.625233	0.508321	0.686723
GHR	0.016957	0.046004	0.014905	0.013333	0.54172	0.61938	0.627374	0.019651	0.020287	0.017906	0.029593	0.071149	0.210936	0.048172	2.618868	0.002916	0.006623	0.027171	0.009577	0.031862	0.812488
GIMAP1	0.201772	0.549997	0.372651	0.096255	0.0	0.007977	2.289591	0.684821	1.372794	1.544392	0.352611	0.142173	0.958358	0.280235	1.357948	2.326821	2.389384	1.918399	0.93593	1.970103	1.736462
GIMAP2	1.041394	1.58665	1.222541	0.0	0.016041	0.046911	1.490097	1.400326	1.632513	2.169204	0.937397	0.816552	1.660845	0.015819	1.185228	2.436489	2.575577	2.236143	2.163401	2.345222	1.853142
GIMAP5	0.072709	0.326794	0.538788	0.16761	0.0	0.013616	2.306	0.938309	1.144324	1.478381	0.631244	0.302207	1.136769	1.106665	1.522577	2.569858	2.550129	2.089689	1.426542	1.796381	2.079425
GIMAP7	0.211624	0.589353	0.454722	0.0	0.026158	0.045763	1.664078	0.556507	1.28329	2.364034	0.56495	0.140231	1.724974	0.054436	1.942692	2.565289	2.561524	2.142816	1.194997	2.057728	1.899187
GJA1	0.028948	0.261858	0.057561	0.046857	2.380323	2.52887	2.105726	0.047988	0.015635	0.065401	0.012069	0.052825	0.448785	0.02745	1.889158	0.012859	0.029903	0.044179	0.164078	0.0	2.741121
GJB2	0.020642	0.068792	0.714645	0.014555	0.024894	2.401097	0.12322	0.777049	0.371214	0.0144	0.339827	0.178992	0.094527	0.109275	0.033011	0.044333	0.096994	0.046459	0.0	0.007766	0.048099
GJB6	0.051685	0.076768	0.035874	0.047975	0.014676	2.122473	0.080141	0.142642	0.069573	0.067413	1.162717	0.091392	0.105802	0.1575	0.01316	0.139519	0.354167	0.197986	0.0	0.692411	0.019863
GK5	0.33807	0.474817	0.304098	0.56941	0.494805	0.744666	0.427593	0.361577	0.573789	1.941083	0.271741	0.102276	0.175937	0.0	0.749314	0.446019	0.471802	0.770651	0.806986	0.406953	0.286745
GLT1D1	0.212296	0.323365	0.582824	0.510783	0.272929	0.280046	0.135685	0.72999	1.470028	0.365147	2.572672	0.52937	0.356068	0.985542	0.314806	0.3509	0.313541	0.307232	0.221547	0.172923	0.320825
GNLY	0.172649	0.074698	0.11066	0.0	0.005822	0.027675	0.01169	0.184768	0.370907	2.790085	0.509821	0.031637	0.714031	0.173855	0.217745	1.132457	0.539768	1.6997	1.489963	0.191083	0.003654
GPAM	0.393106	0.529179	0.172421	0.234666	0.600657	0.51812	0.23776	0.256942	0.12296	0.519464	0.0	0.229602	0.075203	0.081626	2.713859	0.290674	0.348036	0.33436	0.443693	0.433187	0.4066
GPC4	0.18428	0.073448	0.79016	0.532056	1.033758	0.280521	0.142566	2.257478	0.357112	0.076344	0.204143	0.171636	0.305978	0.410904	1.022436	0.102103	0.091859	0.136599	0.0	0.146055	0.054718
GPNMB	0.023405	0.211503	1.277742	0.039142	1.352691	1.399878	0.408933	1.92115	0.417643	0.029787	0.037403	0.255147	0.079745	0.134528	1.323117	0.013357	0.032935	0.047038	0.175563	0.0	0.015156
GPR109B	0.105225	0.367721	1.094285	0.363119	0.034597	1.147652	0.380691	1.139533	1.136156	0.198749	2.738475	0.14804	0.267781	0.291416	0.902514	0.250055	0.176854	0.166572	0.0	0.057736	0.012697
GPR160	1.867651	0.935409	1.614962	2.241415	0.042578	0.057212	0.142149	0.970523	1.414522	0.801649	2.355059	2.52908	0.780645	0.115432	0.839985	0.739543	1.128097	0.80391	0.462917	0.421355	0.521961
GPR18	2.473776	0.339577	0.185204	0.104309	0.00299	0.022501	0.015942	0.181295	0.664035	1.888728	0.399842	0.068102	1.554514	0.098774	0.083545	1.97646	1.621689	1.694546	2.095486	1.010837	0.0
GPR183	1.971517	1.208846	2.406571	2.328217	0.002938	0.0	0.081191	1.357868	2.083146	1.251907	1.290133	0.288569	1.405206	0.420288	0.496329	2.442422	2.485352	1.766399	0.818525	2.254513	0.160334
GPR19	0.448991	0.605754	0.478831	0.762337	0.456292	0.42723	0.30569	0.609908	0.513058	0.952484	0.971857	1.172537	0.768393	1.838226	0.430119	1.034262	1.538423	0.771701	1.94711	2.2271	0.533635
GPR82	0.174551	0.07064	0.271835	2.285751	0.007086	0.014223	0.014521	0.316542	0.228051	0.403022	0.474395	0.011243	0.100946	0.083621	0.006197	0.093856	0.028045	0.078537	0.137372	0.055322	0.0
GPR84	0.09519	0.656477	0.900089	0.12146	0.125433	0.191509	0.014878	2.017032	2.263598	0.567782	2.004018	0.354891	0.265028	0.816427	0.060317	0.267396	0.342604	0.253223	0.375679	0.128086	0.116616
GPR87	0.03256	0.023569	0.040279	0.075894	0.009607	2.477678	0.182615	0.025135	0.035503	0.037547	0.088084	0.027827	0.095572	0.017777	0.010486	0.058024	0.05338	0.027154	0.0	0.049682	0.018221
GPR97	0.184072	0.338964	0.25477	1.704436	0.184374	0.158655	0.522793	0.239995	0.524616	0.703275	2.507258	0.237494	0.270956	0.694233	0.181962	0.299262	0.216394	0.242814	0.282478	0.240934	0.469528
GPRC5D	0.307904	0.211529	0.339316	0.599793	0.317671	0.212273	0.149663	0.402678	0.39294	0.367972	0.505677	2.470894	0.390107	0.816923	0.165576	0.27272	0.302453	0.302453	0.230969	0.206327	0.26163
GPRIN3	0.098737	0.111569	0.538645	0.0	0.015201	0.024423	0.067394	1.09185	0.42252	1.211703	0.117848	0.190455	0.178026	0.078831	0.034413	0.519301	0.828877	0.636993	2.211736	0.534384	0.072027
GPX8	0.023475	0.023879	0.0538	0.258614	2.529378	0.856109	0.602057	0.08817	0.030382	0.044597	0.076195	0.144254	0.189044	0.282663	1.355949	0.0	0.016832	0.071022	0.006882	0.020448	1.482958
