Symbol	MSC	Bronchial_Epithelial_cells	Fibroblasts	Endothelial_cells	Adipocytes	Keratinocytes	Schwann_cells	Smooth_muscle_cells	CD34+	Platelets	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	Macrophage	M1(IFNg)	M2(IL-4)	M(IFNa)	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	T_cells_(gamma-delta)	NK_cells	Neutrophils	Neutrophils_LPS	B_cells
IGLV4-60	0.049934	0.011931	0.023862	0.033704	0.041685	0.040507	0.067609	0.041803	0.021947	0.10897	0.043195	0.033731	0.043506	0.050597	0.052408	0.039918	0.07085	0.056562	0.058477	0.028723	0.048574	0.031374	0.055236	0.074326	0.10517	1.0
IGSF11	0.017205	0.016411	0.002515	0.001973	0.002647	0.005823	1.0	0.001165	0.007941	0.005611	0.009264	0.015352	0.000529	0.000926	0.00307	0.004764	0.003176	0.0	0.003176	0.007893	0.00957	0.000529	0.004764	0.013235	0.061673	0.019587
IKZF3	0.002701	0.006914	0.002701	0.001964	0.0	0.002593	0.0	0.001729	0.005186	0.19516	0.007563	0.005618	0.002907	0.004322	0.001729	0.002593	0.003889	0.000864	0.005186	0.072916	0.42198	0.139153	0.025497	0.011063	0.093129	1.0
IL12B	0.000698	0.000537	0.000537	0.000498	0.000107	0.000681	0.000394	0.000537	0.000681	0.000709	0.000887	0.000824	0.00042	0.000591	0.000537	0.339243	0.006089	0.003009	0.000394	0.000655	0.000636	0.000537	0.000716	0.001311	1.0	0.000537
IL12RB2	0.002265	0.004314	0.001402	0.002353	0.0	0.004889	0.000575	0.002761	0.026891	0.002416	0.004799	0.005033	0.003138	0.008089	0.002071	0.004602	0.003811	0.002588	0.00302	0.012158	0.009292	1.0	0.155306	0.003624	0.00453	0.007334
IL13RA2	0.085633	0.004836	1.0	0.040372	0.009199	0.001612	0.013371	0.12899	0.040683	0.004495	0.003627	0.003129	0.002095	0.00256	0.002674	0.003129	0.003888	0.002276	0.003319	0.002095	0.004267	0.001991	0.00275	0.002674	0.003698	0.004552
IL17RB	0.004615	0.008351	0.009999	0.005154	0.00293	0.007472	0.005714	0.004307	0.009816	0.011252	0.010686	0.009376	0.00939	0.013076	1.0	0.004542	0.003663	0.00337	0.005274	0.01802	0.011174	0.550721	0.0	0.006329	0.012526	0.014065
IL18R1	0.011694	0.007158	0.012198	0.034331	0.050339	0.013039	0.000269	0.022582	0.017071	0.04093	0.003755	0.004973	0.005829	0.011316	0.0	0.011694	0.262383	0.375462	1.0	0.062742	0.046591	0.260199	0.690251	0.222394	0.375126	0.005646
IL18RAP	0.00347	0.003987	0.002205	0.002482	0.003527	0.00138	0.0	0.002147	0.011886	0.238816	0.015173	0.023618	0.00909	0.017963	0.004079	0.018557	0.02519	0.040948	0.148225	0.033663	0.131219	0.476727	1.0	0.447328	0.413695	0.013764
IL1A	0.005722	0.13532	0.012749	0.003952	0.000154	0.239152	0.056063	0.011458	0.048537	0.005007	0.002899	0.004301	0.011911	0.008601	0.023808	0.210276	0.003072	0.003994	0.0	0.000894	0.00488	0.00215	0.000691	0.01109	1.0	0.00745
IL1R1	0.02707	0.002847	0.020393	0.009002	0.075518	0.006366	0.003261	0.068437	0.000673	0.002847	0.00176	0.001708	0.008945	0.003701	0.013282	0.005124	0.007143	0.006211	0.004607	0.000701	0.000625	0.001915	0.0	0.027692	0.696014	0.000207
IL1R2	0.005987	0.00343	0.002407	0.000579	0.005496	0.106038	0.0	0.002215	0.002872	0.00276	0.0185	0.009153	0.05365	0.076621	0.007645	0.047854	0.37599	0.075737	0.002645	0.001142	0.001284	0.000579	0.000672	1.0	0.218678	0.001012
IL22RA2	0.010757	0.012846	0.012614	0.010482	0.012846	0.009751	0.011608	0.008017	0.009751	0.010618	0.017257	0.010989	0.012677	0.011453	0.086395	0.007894	0.786411	1.0	0.060826	0.011327	0.017347	0.005417	0.005727	0.019904	0.029098	0.023526
IL2RB	0.001278	0.004668	0.001406	0.002064	0.000382	0.008191	0.0	0.002555	0.008148	0.127859	0.00887	0.03968	0.021763	0.070299	0.000467	0.011289	0.003024	0.002249	0.001804	0.155144	0.255749	0.824453	1.0	0.024173	0.031086	0.022238
IL32	0.013066	0.002448	0.009183	0.085446	0.001497	0.005551	0.002152	0.006629	0.00067	0.006461	0.002676	0.003633	0.010208	0.033985	0.00212	0.007827	0.000842	0.000203	0.0	0.386242	0.123438	1.0	0.017618	0.011307	0.036546	0.004389
IL3RA	0.010471	0.005422	0.001311	0.022955	0.003813	0.007507	0.013108	0.004671	0.044268	0.040276	0.03154	0.056602	0.031632	0.05042	0.035057	0.025858	0.033365	0.073373	1.0	0.011223	0.01429	0.008103	0.013167	0.042064	0.077008	0.057436
IL7R	0.005785	0.0	0.033591	0.008512	0.001034	0.000239	0.088901	0.000811	0.021172	0.57582	0.005837	0.002266	0.026946	0.020844	0.014814	0.594833	0.05113	0.035236	0.009801	1.0	0.418955	0.028328	0.040465	0.036809	0.060682	0.015655
INSC	0.007266	0.011807	0.004314	0.007679	0.014229	0.005147	1.0	0.039055	0.006661	0.011807	0.009991	0.006358	0.006028	0.006812	0.004541	0.005752	0.005601	0.00439	0.005147	0.006936	0.01041	0.0	0.006963	0.043778	0.014078	0.011807
INSR	0.034575	0.118073	0.164304	0.133863	0.154079	0.035404	0.025898	0.084199	0.406984	0.068817	0.256173	0.191381	0.064732	0.034683	0.143306	0.044333	1.0	0.939654	0.624891	0.008956	0.003641	0.005303	0.025826	0.023709	0.00163	0.026258
IRAK3	0.00377	0.017999	0.00833	0.01167	0.010264	0.002967	0.01007	0.007696	0.045629	0.021706	0.099668	0.162232	0.042954	0.063604	0.028652	0.024177	0.072822	0.01671	0.003697	0.003073	0.005067	0.003551	0.026633	0.085392	1.0	0.006251
IRF6	0.000595	1.0	0.000287	0.090424	0.000766	0.188764	0.000493	0.004269	0.001587	0.0	0.000595	0.000356	0.000493	0.00039	0.0	0.00706	0.000971	0.000835	0.000766	0.000306	0.000524	0.001314	0.001519	0.006403	0.003571	0.001314
IRF7	0.001385	0.006149	0.0	0.013904	0.005484	0.006813	0.030743	0.016296	0.013682	0.008231	0.09612	0.184845	0.027681	0.118484	0.048025	0.294189	0.100556	0.171477	1.0	0.063888	0.0062	0.055559	0.056408	0.160937	0.160361	0.009971
IRF8	0.0	0.000948	0.001042	0.00282	0.001893	3e-06	0.000142	0.002882	0.157198	0.088497	0.114088	0.124095	0.10358	0.130461	0.210435	0.240324	0.253548	0.748803	1.0	0.019538	0.009648	0.02987	0.135152	0.007799	0.021723	0.164998
ISLR	0.383219	0.010502	0.409674	0.006447	0.168597	0.005234	0.065779	1.0	0.009368	0.009742	0.010052	0.009835	0.004846	0.005501	0.005341	0.005234	0.004401	0.007568	0.006968	0.006065	0.009979	0.003501	0.004834	0.006621	0.006601	0.018403
ITGA11	1.0	0.007382	0.253819	0.016404	0.068988	0.003919	0.028889	0.097058	0.004967	0.008421	0.009108	0.010116	0.018243	0.011995	0.018209	0.020049	0.008065	0.007177	0.005514	0.004126	0.006972	0.007655	0.005377	0.007546	0.0	0.004169
ITGAX	0.0	0.00257	0.000367	0.003571	0.002447	0.014316	0.001224	0.004478	0.010217	0.018795	0.167251	0.330372	0.391007	0.394932	1.0	0.433889	0.288984	0.144293	0.013154	0.006424	0.009615	0.024411	0.223674	0.99075	0.529972	0.005506
ITGB3	0.014333	0.001418	0.013467	0.10178	0.00105	0.000735	0.199513	0.008128	0.007981	1.0	0.015987	0.001785	0.016868	0.012601	0.005859	0.008821	0.00126	0.000551	0.000158	0.001432	0.00275	0.0	0.00084	0.011404	0.033313	0.007088
ITGB4	0.010763	1.0	0.00113	0.012331	0.004016	0.099475	0.011652	0.00648	0.000891	0.007417	0.003441	0.002454	0.00452	0.004515	0.003773	0.007487	0.007226	0.00497	0.002193	0.0	0.001786	0.002106	0.001976	0.011375	0.009005	0.003799
ITGB7	0.014166	0.038957	0.007135	0.014109	0.024791	0.032707	0.021735	0.018291	0.030554	0.097788	0.080284	0.044443	0.06085	0.228898	0.016458	0.05104	0.78782	1.0	0.309781	0.424228	0.152222	0.987466	0.218881	0.079872	0.041144	0.155828
ITGB8	0.002595	0.018163	0.010595	0.003578	0.000144	0.001586	1.0	0.009947	0.001153	0.000259	0.001189	0.001442	0.000354	0.000541	0.002681	0.045985	0.001297	0.000937	0.001586	0.000708	0.001065	0.0	0.001514	0.002335	0.225962	0.002379
ITGBL1	1.0	0.000812	0.324196	0.010928	0.570712	0.001373	0.00832	0.479972	0.000924	0.000409	0.000539	0.00042	0.001729	0.001233	0.00014	0.003614	0.000168	0.0	0.000308	0.000323	0.000748	0.00014	0.000364	0.000543	0.000644	0.000812
ITK	0.000255	0.000821	0.000599	0.000552	9.9e-05	0.000427	3.3e-05	0.00019	0.00115	0.307892	0.002804	0.006536	0.006357	0.044693	0.000427	0.001872	0.000263	6.6e-05	0.0	1.0	0.616188	0.491816	0.350617	0.017099	0.001511	0.006881
ITM2A	0.0	0.001339	0.023032	0.049994	0.000347	0.007293	0.032793	0.003006	0.198989	0.34151	0.003218	0.005457	0.014707	0.026157	0.000387	0.002828	0.00124	0.001637	0.011659	0.621821	0.382797	0.444562	0.29563	0.02426	0.011088	0.06623
ITM2C	0.041216	0.013316	0.06327	0.003374	0.040224	0.001775	0.099257	0.034953	0.083028	0.007656	0.00569	0.003495	0.002527	0.002913	0.0	0.00577	0.086676	0.157027	1.0	0.020692	0.024787	0.022137	0.008863	0.014214	0.006616	0.025341
IVL	0.000337	0.065025	0.000122	0.001547	0.000932	0.944959	0.000244	0.001149	0.003225	0.002491	0.002583	0.001132	0.001531	0.001412	0.000668	0.002938	0.001175	0.001261	0.000645	0.002133	0.00311	0.00096	0.0	0.001631	0.00096	0.003282
JAKMIP1	0.037704	0.012406	0.010338	0.017359	0.012406	0.025379	0.023433	0.015519	0.012892	0.046266	0.015203	0.016136	0.017271	0.02396	0.012406	0.015973	0.022055	0.025055	0.017109	0.151324	0.085717	1.0	0.138571	0.022525	0.071272	0.022136
JAKMIP2	0.004974	0.005803	0.009949	0.004296	0.01133	0.00912	0.108606	0.00514	0.043387	0.056873	0.016996	0.013541	0.472182	0.310065	1.0	0.305367	0.007461	0.012436	0.034544	0.028715	0.068811	0.015752	0.13403	0.044935	0.020726	0.029017
JUND	0.031632	0.110351	0.034329	0.039731	0.034225	0.011408	0.131715	0.027256	0.000761	0.007094	0.21593	0.463458	0.03728	0.065443	0.040116	0.019152	0.009749	0.010233	0.009265	0.109766	0.005249	0.210745	0.118682	0.12989	0.048227	0.0
KCNB1	0.008817	0.006257	0.006257	0.004551	1.0	0.005688	0.0	0.010694	0.005688	0.003185	0.01479	0.012514	0.007343	0.009243	0.007964	0.007964	0.00256	0.001991	0.005688	0.005171	0.01479	0.001138	0.0	0.006598	0.000284	0.010523
KCNE1	0.017164	0.003613	0.023358	0.004036	0.018584	0.007227	0.006195	0.003304	0.008259	0.018171	0.046007	0.048524	0.440749	0.430647	1.0	0.5637	0.001549	0.006711	0.0	0.005162	0.006234	0.005162	0.006969	0.065868	0.018325	0.0191
KCNE4	0.805058	0.001134	1.0	0.001938	0.232706	0.000907	0.445906	0.089726	0.0	0.002631	0.00258	0.002722	0.001691	0.001814	0.00127	0.002722	0.004196	0.001701	0.003856	0.000144	0.002966	0.000454	0.00068	0.005897	0.001814	0.009639
KCNJ1	0.011889	0.053043	0.011432	0.015963	0.008536	0.032923	0.002439	0.012438	0.026217	0.020486	0.029265	0.018291	1.0	0.26933	0.378251	0.659683	0.017071	0.005182	0.006707	0.018789	0.025888	0.007316	0.027436	0.021217	0.000915	0.041154
KCNJ15	0.01349	0.031667	0.004756	0.004215	0.010093	0.02174	0.0	0.003682	0.008873	0.005812	0.036803	0.013809	0.003912	0.006586	0.002751	0.004104	0.003743	0.006655	0.004215	0.008193	0.013148	0.001886	0.005795	1.0	0.257021	0.017691
KCNJ2	0.001607	0.012763	0.014416	0.053775	0.00606	0.010039	0.000306	0.022809	0.003581	0.009109	0.049848	0.021701	0.054226	0.07417	0.022074	0.136204	0.012014	0.012794	0.000275	0.001862	0.00594	0.0	0.000612	0.473807	1.0	0.008035
KCNK17	0.025833	0.01967	0.0	0.007939	0.009529	0.010578	8.7e-05	0.014424	0.10674	0.002465	0.020784	0.028237	0.013375	0.011802	0.007501	0.017222	0.053501	0.115919	1.0	0.016236	0.019871	0.009179	0.015561	0.009599	0.013375	0.020194
KCNS3	0.018273	0.092452	0.048619	0.012953	0.01327	0.010369	1.0	0.005612	0.0182	0.004046	0.004405	0.004423	0.00441	0.0062	0.00248	0.009209	0.003843	0.005438	0.006308	0.002947	0.010324	0.001958	0.0	0.006831	0.004786	0.013052
KDELR3	1.0	0.023183	0.521428	0.273527	0.225643	0.004953	0.352664	0.670904	0.00636	0.00289	0.001927	0.001143	0.003264	0.002213	0.011119	0.001729	0.000264	0.000337	0.002462	0.00113	0.003143	0.007093	0.0	0.001307	0.007049	0.003532
KDM1B	0.036306	0.039262	0.057356	0.032296	0.051561	0.215232	0.056291	0.044182	0.03122	0.019584	0.303335	1.0	0.127763	0.205061	0.11457	0.157837	0.24456	0.51356	0.044465	0.055947	0.003639	0.055818	0.044071	0.155629	0.373226	0.0
KDM2B	0.041424	0.05792	0.103314	0.158274	0.046759	0.175633	0.073153	0.054743	0.190377	0.160806	0.197525	0.191355	0.365691	0.386986	0.418879	0.173352	0.932946	0.757395	0.419042	0.233811	0.284428	0.29864	0.271188	0.0	0.115595	0.184023
KDR	0.002102	0.001869	0.0	1.0	0.000467	0.00109	0.002336	0.005886	0.049518	0.003083	0.005781	0.004672	0.015416	0.015066	0.000841	0.00327	0.001246	0.010511	0.016506	0.001274	0.006396	0.000934	0.00327	0.010744	0.009109	0.009577
KIAA0125	0.007032	0.019691	0.012131	0.01317	0.012189	0.020628	0.008439	0.012658	1.0	0.301266	0.030854	0.036099	0.013425	0.014944	0.011252	0.01594	0.03903	0.026137	0.358415	0.02717	0.042465	0.016878	0.02098	0.030661	0.016878	0.50211
KIAA0748	0.009027	0.023109	0.01011	0.016019	0.01011	0.01011	0.0	0.009244	0.054162	0.082038	0.066981	0.041886	0.019958	0.055065	0.008377	0.04333	0.025276	0.017332	0.009388	1.0	0.29892	0.413078	0.043691	0.057773	0.061023	0.212677
KIAA1211	0.001432	0.001042	0.011979	0.208712	0.004167	0.0	0.177083	0.007917	1.0	0.209167	0.003385	0.003125	0.00786	0.002995	0.002917	0.008333	0.022917	0.010938	0.002604	0.00303	0.002724	0.002604	0.002865	0.004167	0.020573	0.008854
KIAA1324	0.005312	0.007727	0.004733	0.018633	0.004186	0.002898	0.001223	0.005216	0.00367	0.022911	0.022626	0.008951	0.001774	0.003622	0.002434	0.003155	0.001191	0.003992	0.0	0.03363	0.017193	0.002704	0.004636	1.0	0.010045	0.009176
KIAA1598	0.005975	0.068613	0.016035	0.070645	0.001131	0.085933	0.358534	0.01289	0.046461	0.087886	0.26917	0.120728	0.486359	0.316351	0.363139	0.373439	0.444159	1.0	0.401552	0.005312	0.001767	0.0	0.020019	0.002405	0.059747	0.001696
KIAA1804	0.002243	0.090359	0.017997	0.023847	0.000997	0.091427	0.003845	0.0	0.185773	0.03546	0.084351	0.020578	0.046374	0.069264	0.176018	0.025206	0.414875	1.0	0.191114	0.06288	0.045664	0.008117	0.016662	0.045713	0.011322	0.055647
KIF11	0.030873	0.103707	0.132243	0.352054	0.018915	0.080878	0.202268	0.013915	0.522049	0.007175	0.000503	0.001884	0.086709	0.025981	0.003261	0.04573	0.019277	0.029967	0.002428	0.011701	0.003111	1.0	0.000163	0.0	0.008316	0.000978
KIF14	0.031603	0.079766	0.100515	0.259418	0.013934	0.022415	0.29059	0.009733	0.063813	0.01046	0.010627	0.014742	0.069963	0.023728	0.004645	0.042609	0.012419	0.012419	0.008078	0.005085	0.009724	1.0	0.003635	0.012641	0.018275	0.00525
KIF15	0.008853	0.026157	0.064386	0.232266	0.011938	0.022669	0.125151	0.007324	0.523005	0.01827	0.007847	0.012207	0.077885	0.018511	0.007646	0.03662	0.011804	0.015426	0.004427	0.008963	0.009008	1.0	0.008048	0.005392	0.0	0.008451
KIF16B	0.086952	0.212479	0.230185	0.136939	0.226391	0.166526	0.344435	0.151012	0.159781	0.078668	0.092643	0.099073	0.398858	0.329469	0.201602	0.245784	0.249368	1.0	0.093592	0.15591	0.039597	0.061973	0.049325	0.000759	0.0	0.012648
KIR2DS2	0.008006	0.034455	0.003749	0.008697	0.005675	0.020268	0.000811	0.006486	0.027158	0.063883	0.043575	0.045805	0.015109	0.015302	0.007458	0.008107	0.004459	0.012161	0.00527	0.03545	0.548564	0.264289	0.942643	0.031293	0.036887	0.093433
KIR3DL1	0.013889	0.013228	0.012235	0.013949	0.000882	0.046737	0.0	0.011111	0.028219	0.044444	0.037698	0.046737	0.012506	0.022487	0.008995	0.021164	0.008598	0.015653	0.01455	0.026816	0.241453	0.31746	1.0	0.037037	0.099206	0.079365
KIT	0.002257	0.003612	0.098965	0.25677	0.032266	0.0	0.001926	0.003323	0.749821	0.038286	0.007043	0.013243	0.004531	0.003431	0.003178	0.008187	0.21641	0.596558	0.032145	0.01123	0.031784	0.01842	0.139297	0.086396	0.000542	0.009391
KLB	0.00114	0.001358	0.002231	0.001411	1.0	0.038417	0.0	0.001009	0.002813	0.002522	0.007725	0.002716	0.001199	0.001067	0.001358	0.002328	0.001989	0.001649	0.001164	0.002972	0.012529	0.001358	0.006645	0.004734	0.004123	0.023622
KLF4	0.015063	0.059413	0.031619	0.00462	0.006881	0.239434	0.013727	0.031079	0.013412	0.001488	0.287006	0.499405	0.00925	0.015246	0.020433	0.019246	0.159011	0.08182	0.039539	0.003401	0.00154	0.0	0.016591	0.028397	0.012784	0.001153
KLF5	0.002726	1.0	0.02158	0.003943	0.001901	0.491089	0.009105	0.012773	0.004092	0.005216	0.006287	0.00248	0.001608	0.00214	0.006395	0.009609	0.001095	0.003614	0.002329	0.005015	0.004067	0.0018	0.000352	0.021932	0.082924	0.00248
KLF8	0.028846	0.089069	0.033907	0.018035	0.070175	0.377868	0.059379	0.036437	0.012146	0.2	0.006326	0.005398	0.072506	0.061741	0.238057	0.045884	0.393387	1.0	0.119433	0.094774	0.008409	0.0	0.115047	0.008097	0.018219	0.12753
KLHL23	0.015888	0.010376	0.025616	0.273553	0.022482	0.000865	0.02767	0.078859	1.0	0.016083	0.004215	0.002594	0.003773	0.003891	0.0	0.000865	0.015564	0.020104	0.092088	0.013442	0.006884	0.081712	0.019888	0.01297	0.010376	0.011673
KLK5	0.000823	0.054502	0.008007	0.00098	0.001204	0.591117	0.00086	0.001036	0.001081	0.00195	0.001357	0.001228	0.000377	0.00062	0.000712	0.000565	0.000626	0.000909	0.000884	0.00033	0.001143	0.000418	0.0	0.000889	0.000418	0.001486
KLRB1	0.000118	0.001728	0.000511	0.0012	0.0	0.001362	0.000262	0.000597	0.003719	0.051819	0.006305	0.026318	0.009813	0.014298	0.000911	0.009427	0.00199	0.001702	0.001257	0.447139	0.653414	1.0	0.94485	0.024637	0.013905	0.032838
KLRC3	0.000502	0.005416	0.000939	0.001128	0.000466	0.000175	0.000757	0.000349	0.00032	0.016249	0.001758	0.012405	0.001445	0.001813	0.0	0.000757	0.001631	0.00134	0.001631	0.001048	0.276028	0.146938	1.0	0.002446	0.002577	0.004761
KLRC4	0.001405	0.0	0.002809	0.002384	0.003746	0.001249	0.007492	0.000749	0.003122	0.017231	0.003044	0.003122	0.003065	0.001873	0.0	0.001249	0.002185	0.002185	0.003746	0.004257	1.0	0.382078	0.482591	0.00899	0.022475	0.003746
KLRD1	0.003172	0.006314	0.001907	0.002733	0.001938	0.008689	0.001688	0.004363	0.007376	0.044646	0.008845	0.02738	0.005836	0.009642	0.002113	0.01319	0.003126	0.003251	0.002813	0.01569	0.74803	0.644683	1.0	0.011265	0.066794	0.044665
KLRF1	0.000232	0.006291	0.00034	0.000325	7.1e-05	0.0	0.000286	0.000415	0.003503	0.213394	0.005072	0.035926	0.002275	0.00286	0.000887	0.001716	0.007846	0.006488	0.013441	0.004371	0.115025	0.01219	1.0	0.006849	0.003289	0.012404
KLRG1	0.001115	0.022871	0.007551	0.048741	0.012518	0.010839	0.011958	0.014085	0.025109	0.020464	0.028397	0.028467	0.031037	0.025599	0.014644	0.030053	0.017321	0.024876	0.011958	0.253264	0.76267	1.0	0.114885	0.021024	0.016015	0.058128
KLRK1	0.001302	0.007606	0.0	0.004662	0.004406	0.008202	0.001803	0.00484	0.009504	0.372969	0.012486	0.036076	0.01821	0.019929	0.003994	0.022193	0.008039	0.004189	0.014818	0.022632	0.928392	1.0	0.988232	0.027877	0.026965	0.041282
KRT1	0.000234	0.001273	0.000375	0.00041	0.0	0.575358	5.6e-05	0.000341	0.000918	0.001363	0.000989	0.000805	0.000472	0.00062	0.000262	0.000431	0.000117	0.000154	0.000384	0.002759	0.001986	0.000206	0.000337	0.000948	0.000318	0.002074
KRT13	0.000149	1.0	0.000441	0.000237	0.000167	0.002111	0.000306	0.000189	0.000125	0.000289	0.00017	0.000125	0.000343	0.000243	0.000122	0.000583	0.000535	0.00234	0.000708	0.000146	5.6e-05	9.7e-05	5.6e-05	0.000289	0.000868	0.000285
KRT14	0.003588	0.226862	0.002845	6.2e-05	0.00063	0.892702	1.7e-05	0.001046	7.2e-05	0.000184	9e-06	0.0001	1.7e-05	1.7e-05	3.3e-05	0.000282	0.000118	0.004224	7.9e-05	5.5e-05	9e-06	0.000121	0.00033	0.0	0.000508	7.9e-05
KRT15	0.002333	1.0	0.000528	0.001887	0.000551	0.007642	0.000735	0.001176	1.8e-05	0.001837	0.000494	0.0	0.000715	0.000707	2.9e-05	0.00022	0.001038	0.002829	0.001323	0.000259	0.000616	0.000625	0.000808	0.001198	0.003628	0.001562
KRT16	0.008471	0.054389	0.000827	0.000535	0.000679	1.0	0.00097	0.002865	0.0	0.003272	0.000641	0.000703	0.000661	0.000836	0.000378	0.000824	0.001691	0.001424	0.000897	0.000317	0.000621	0.000327	0.001176	0.001396	0.004054	0.002127
KRT19	0.00573	1.0	0.034606	0.01325	0.000269	0.000307	0.00042	0.00708	7.1e-05	3.5e-05	0.000105	0.000194	0.000111	0.000166	3.5e-05	0.000515	0.000671	0.000968	0.000534	3e-06	0.0	0.000137	0.00052	8.1e-05	0.001723	1e-05
KRT2	0.00029	0.001926	0.000524	0.00036	9.4e-05	1.0	0.0	0.000283	0.001614	0.001122	0.001388	0.001152	0.000242	0.000347	0.00043	0.000132	0.00026	0.000127	8.5e-05	0.002477	0.002192	0.000368	0.002138	0.000872	4.2e-05	0.002067
KRT34	0.183955	0.050215	0.642353	0.006131	0.011729	0.123522	0.004032	0.163475	0.010446	0.003812	0.012623	0.01063	0.003932	0.003894	0.004032	0.005131	0.000641	0.003024	0.004398	0.007481	0.011814	0.002382	0.001375	0.006011	0.002932	0.012829
KRT4	0.00123	1.0	0.001982	0.001834	0.001403	0.004356	0.001549	0.001542	0.002224	0.002132	0.002823	0.002734	0.002351	0.002064	0.001892	0.001586	0.001859	0.001558	0.001495	0.001834	0.003394	0.001586	0.001768	0.002526	0.0	0.003253
KRT5	0.000371	0.938402	0.000619	0.00063	0.000392	0.774322	0.0	0.000408	0.00195	0.0013	0.001338	0.001289	0.000585	0.000464	0.000433	0.00064	0.000799	0.009634	0.072473	0.00092	0.001819	0.00065	0.000923	0.001164	0.001346	0.001362
KRT7	0.037926	1.0	0.250297	0.180167	0.003423	0.007097	0.020247	0.108397	0.0	0.00162	0.001646	0.001524	0.001192	0.001247	0.000868	0.002087	0.002077	0.002025	0.001691	0.000446	0.000417	0.004362	0.001096	0.001444	0.00358	0.001044
KRTAP1-5	0.425464	0.013289	0.410474	0.002787	0.060586	0.006592	0.003035	0.011531	0.011929	0.006006	0.014584	0.013708	0.00313	0.002773	0.00249	0.004081	0.002302	0.000785	0.0	0.006297	0.015149	0.003244	0.002825	0.009397	0.000576	0.023021
KRTDAP	9.9e-05	0.000887	5.5e-05	0.00013	0.000154	0.993797	0.0	0.0001	8.7e-05	3.1e-05	0.000308	0.000318	0.000177	0.0002	8.9e-05	0.000173	0.000279	0.000135	0.000183	0.000148	0.000277	7.7e-05	1.9e-05	0.000274	0.000207	0.000279
LAG3	0.001342	0.005191	0.001607	0.002231	0.0	0.002477	0.00059	0.00151	0.005426	0.001298	0.003797	0.00466	0.004225	0.010101	0.001227	0.008847	0.004276	0.007432	0.003834	0.012832	0.026002	0.574967	0.02265	0.002501	0.007137	0.002979
LAMA2	0.044004	0.00571	0.159095	0.016642	0.167203	0.010977	1.0	0.146579	0.003548	0.005078	0.006292	0.004879	0.003881	0.003631	0.00275	0.007429	0.006819	0.006708	0.005544	0.004818	0.004789	0.005045	0.007928	0.010533	0.018766	0.008288
LAMP3	0.000177	0.00638	0.003418	0.02342	0.000135	0.003646	0.0	0.002228	0.003747	0.011382	0.002215	0.001283	0.016792	0.041621	0.240165	0.511669	0.535062	0.365777	0.032372	0.009344	0.005133	0.002734	0.000827	0.012962	0.168103	0.003241
LBH	0.150061	0.045621	0.61567	0.038272	0.114083	0.004836	0.040669	0.174008	0.041324	0.404213	0.010089	0.033313	0.022779	0.033222	0.0	0.014304	0.021733	0.011136	0.07672	1.0	0.530643	0.472994	0.337383	0.029016	0.07916	0.775935
LBP	0.021292	0.002378	0.000885	0.002091	1.0	0.002102	0.00177	0.002079	0.004314	0.004999	0.003519	0.002544	0.001639	0.002212	0.001549	0.003097	0.002544	0.004231	0.002986	0.001232	0.00248	0.000719	0.004092	0.002743	0.008932	0.003622
LCE1B	0.000562	0.000626	0.000189	0.000196	0.000165	0.794107	0.000141	0.000204	0.000614	0.000306	0.000499	0.00048	1.1e-05	7.1e-05	0.0	0.000141	0.000311	0.00048	0.000274	0.000305	0.000517	0.000335	0.000389	0.000349	0.0015	0.000826
LCE2B	0.000584	0.001181	0.000295	0.000418	0.000513	0.824163	0.0	0.000241	0.000513	0.000826	0.000781	0.001129	0.000488	0.000902	0.000441	0.000642	0.000257	0.000449	0.00018	0.00053	0.000381	0.000411	0.000225	0.000919	0.001277	0.000391
LCE3D	0.00033	0.004318	0.000677	0.000772	0.000644	1.0	0.0	0.000687	0.001957	0.001678	0.002426	0.002939	0.000965	0.001086	0.000925	0.001403	0.000801	0.000801	0.000735	0.00137	0.001942	0.00085	0.000842	0.001945	0.000776	0.002411
LCK	0.000367	0.000783	0.000391	0.000818	0.0	0.000326	0.000391	0.000313	0.008968	0.225474	0.005185	0.011348	0.014479	0.038911	0.000978	0.003717	0.00375	0.001826	0.001467	0.967868	0.432762	1.0	0.2147	0.024222	0.001761	0.025338
LCN2	0.00164	1.0	0.0	0.001029	0.00036	0.102612	0.000552	0.00204	0.003218	0.047507	0.002173	0.001875	0.001961	0.00177	0.001258	0.001933	0.001492	0.001588	0.001799	0.012085	0.015262	7.2e-05	0.001703	0.013459	0.257478	0.001511
LDB2	0.039468	0.001589	0.137079	0.367422	0.056509	0.0	0.003708	1.0	0.024546	0.004344	0.001258	0.001766	0.000915	0.000662	0.000318	0.001766	0.000441	0.000486	0.000618	0.000337	0.002221	0.003444	0.039733	0.002543	0.004768	0.003046
LDLRAP1	0.061729	0.395377	0.065853	0.103576	0.105406	0.060588	0.095861	0.039507	0.009856	0.5777	0.041148	0.034236	0.26593	0.210423	0.114577	0.096691	0.048813	0.017896	0.0	1.0	0.236669	0.034029	0.080092	0.027928	0.008818	0.016911
