Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
MCF2L	0.0006	0.015603	0.00298	0.000112	0.002918	0.000403	0.005433	0.023603	0.000468	0.006659	0.000346	0.005809	0.000222	0.002456	0.00511	0.004526	0.0	0.000103	0.000605	1.0	0.000322	0.007729	0.008676	0.000326	0.001053	0.00161	0.000549	0.002873	0.000309	0.000333	0.000609	0.016746	0.010168	0.009044
MCF2L2	0.059405	0.004389	0.000324	0.016846	0.169162	0.081634	0.11447	0.057534	0.20898	0.081232	0.026344	0.078017	0.004663	0.003543	0.006034	0.054183	0.047679	0.003038	0.185459	0.131919	0.068241	0.0075	0.083839	0.025722	0.114754	0.025286	0.022084	0.010711	0.016265	0.012555	0.104344	0.108776	1.0	0.424441
MCFD2	0.60318	0.098572	0.058096	0.043211	0.028627	0.467378	0.581997	0.547183	0.16612	0.15654	0.204315	0.366305	0.707538	0.395301	0.432866	0.227159	0.125163	0.082003	0.0	0.080273	0.56152	0.407718	0.363823	1.0	0.725508	0.539505	0.492842	0.808721	0.819632	0.320593	0.589377	0.02269	0.026851	0.019931
MCM2	0.056957	0.152068	0.162887	0.0	0.106833	0.317339	0.431891	0.230105	0.068245	0.180023	0.066607	0.047959	0.099394	0.043823	0.195821	0.051488	0.222634	0.09799	0.01387	0.133778	0.328012	0.05324	0.45015	0.332148	0.206516	0.096362	0.053664	0.15838	0.103557	0.175854	0.513251	0.025509	0.038207	0.070404
MCM4	0.206214	0.045715	0.033835	0.0	0.071214	0.779201	0.679782	0.413363	0.266228	0.2119	0.18181	0.475816	0.332421	0.091719	0.668322	0.188182	0.593824	0.127054	0.017217	0.318502	0.406616	0.180341	1.0	0.470101	0.58545	0.269949	0.117084	0.345994	0.239967	0.32022	0.533036	0.035415	0.039083	0.059914
MDK	0.129952	0.005389	0.0	0.003879	0.0048	0.235885	1.0	0.265795	0.007903	0.095974	0.094863	0.337392	0.129018	0.403219	0.369067	0.07613	0.225187	0.007065	0.069982	0.046015	0.932956	0.122629	0.020141	0.062415	0.128917	0.236961	0.148681	0.198574	0.073998	0.177071	0.170275	0.016917	0.004455	0.006744
MDS2	0.00108	0.329974	0.065647	0.000285	2.1e-05	0.000655	0.000329	0.002863	0.000225	4.2e-05	0.0	0.008882	4.1e-05	3e-05	0.0816	2.9e-05	0.000361	3.4e-05	0.0	0.002979	0.000969	0.001507	6e-05	0.001881	0.003239	3.4e-05	2.7e-05	4.1e-05	0.000922	7e-05	0.001976	1.0	0.256711	0.038977
ME3	0.322576	0.001428	0.007028	0.022159	0.043816	0.669704	0.583978	0.43122	0.129992	0.339504	0.132307	0.380621	0.120336	0.822901	0.614291	0.761707	0.06414	0.486981	0.0	0.04332	0.178508	1.0	0.440561	0.42194	0.821987	0.446761	0.414255	0.825947	0.485328	0.731187	0.27916	0.114244	0.028217	0.057412
MED22	0.064203	0.730523	0.548435	0.19187	0.34303	0.111059	0.202803	0.196313	0.161222	0.229289	0.28104	0.218878	0.271726	0.127597	0.175926	0.171824	0.380254	0.182148	0.572259	0.090045	0.163516	0.078202	0.11152	0.096162	0.1321	0.266273	0.0	1.0	0.289641	0.180779	0.223684	0.184724	0.129634	0.143178
MEGF6	0.631056	0.337772	0.107377	0.044099	0.0	0.226861	0.06687	0.992059	0.171542	0.036356	0.015604	0.007302	0.415949	0.049275	0.646579	0.29964	0.01011	0.084657	0.312553	0.013795	0.006092	0.451999	0.000749	0.140002	0.878818	0.008901	0.090975	1.0	0.570268	0.008989	0.003746	0.168512	0.155741	0.101564
MEIS1	0.01982	0.00012	0.0	0.002624	0.007012	0.033737	0.024361	0.021962	0.0106	0.006685	0.066081	0.035944	0.094308	0.419991	0.211275	0.282443	0.018834	0.000375	0.005521	0.02271	0.149272	0.035058	0.045174	0.085984	0.212228	1.0	0.67534	0.1152	0.108958	0.334703	0.425616	0.001055	0.000645	0.002217
MEOX1	0.002053	3.3e-05	5.2e-05	0.000166	5e-06	0.00026	0.048678	0.063714	5.4e-05	0.075455	0.002522	0.00441	1e-05	0.000335	3.3e-05	0.002539	8.7e-05	8e-06	0.0	3.4e-05	0.000233	0.000462	1.4e-05	0.018317	7e-06	0.001727	0.001103	0.007008	0.000711	1.7e-05	0.000834	0.042224	0.149229	0.0273
MEP1A	4.2e-05	0.000139	0.000216	0.000432	2.5e-05	9e-06	0.000329	1.3e-05	0.004164	4.7e-05	0.000506	0.000328	4.5e-05	3.5e-05	0.000138	3.3e-05	0.013373	0.181313	0.002831	0.000143	0.000957	6e-05	6.4e-05	6e-05	3.5e-05	3.8e-05	3.2e-05	0.001224	2.7e-05	7.4e-05	6.3e-05	0.0	3.6e-05	5.8e-05
MERTK	0.022159	0.0	3.9e-05	0.480169	0.011988	0.786458	0.458854	0.723562	0.003597	0.110817	0.123382	0.05872	0.003446	0.107617	0.031908	0.007021	0.008941	0.680333	0.059034	0.049003	0.007551	0.016165	0.007789	0.021515	0.153259	0.026354	0.006514	0.019222	0.019515	0.015309	0.007362	0.004978	0.001465	0.001184
MEST	1.0	0.003539	0.004043	0.000981	0.00049	0.00798	0.003263	0.000861	0.085827	0.017938	0.008138	0.050982	0.006234	0.085408	0.095755	0.008921	0.009926	0.000199	0.0	0.000999	0.071936	0.25745	0.014726	0.264889	0.000833	0.008302	0.130366	0.165098	0.21216	0.007992	0.005027	0.003267	0.00209	0.001367
MEX3B	0.045109	0.002193	0.0	0.029794	0.014001	0.271942	0.095293	0.243044	0.285706	0.05519	0.038545	0.105025	0.250116	0.190559	0.060265	0.105586	0.057245	0.053041	0.000688	0.074467	0.115938	0.336565	0.057704	0.356226	0.056533	0.228026	0.138315	1.0	0.249154	0.107728	0.10331	0.009161	0.004838	0.005609
MFSD2A	0.01776	0.012946	0.018168	0.435568	0.002775	0.033549	0.075489	0.001497	0.194168	0.086152	0.295618	0.010435	0.087936	0.008967	0.009894	0.04225	1.0	0.769623	0.066757	0.07759	0.065825	0.03746	0.163077	0.07202	0.011976	0.007041	0.061353	0.027322	0.036332	0.021288	0.060558	0.0	0.002198	0.00091
MGAM	0.000473	5e-06	0.000194	0.017899	0.065338	2.9e-05	0.000441	4.1e-05	0.021902	0.003481	0.001759	1.3e-05	0.003683	0.0	0.000257	0.000139	0.008176	6.6e-05	1.0	0.000441	0.008356	0.001154	0.001604	0.007726	0.000127	0.0	7.2e-05	0.00012	0.000987	2e-06	0.00128	4.7e-05	0.0	0.000505
MGAT3	0.003428	0.120415	0.327963	5.5e-05	0.001521	0.001875	0.000157	0.000594	0.00221	0.003521	0.007086	0.017799	6e-06	0.0	0.029605	0.003942	0.000174	0.074296	0.059636	5.8e-05	0.000494	0.001319	0.001249	0.065912	0.008872	0.001	0.002397	0.00655	0.073112	2.1e-05	0.00082	0.001995	1e-06	0.000642
MGAT4A	0.00099	0.025263	0.035808	0.067982	0.251117	0.136093	0.146882	0.02568	0.007235	0.036072	0.009213	0.00522	1e-06	0.000193	0.000747	0.000217	0.001125	0.051723	0.118008	0.002396	0.000468	0.000253	9.6e-05	0.000603	0.003256	0.0	0.000963	0.005073	0.000832	0.002032	0.000648	1.0	0.504586	0.354138
MGAT5	0.166384	0.945281	0.570196	0.077466	0.16315	0.314725	0.248241	0.614542	0.365528	0.164716	0.316339	0.172176	0.038044	1.0	0.154932	0.114116	0.097034	0.255273	0.155504	0.105392	0.15035	0.138346	0.169662	0.368484	0.135829	0.164843	0.159944	0.121329	0.555944	0.224767	0.112201	0.149356	0.38026	0.228658
MGP	0.010476	0.000469	0.000191	6.3e-05	0.000187	0.019639	0.003903	0.030902	0.009397	5.1e-05	3.2e-05	1.0	0.000292	0.003583	0.067907	3.3e-05	4.4e-05	1e-06	0.0012	0.0	0.001974	0.001646	0.000278	0.012982	0.032939	0.001004	0.002097	0.091205	0.028153	0.000408	0.003422	0.000928	0.000146	0.000146
MGST1	0.06404	1e-06	3e-06	0.048602	3.5e-05	0.034625	0.028671	0.011433	0.157697	0.039495	0.115706	0.759374	0.803257	0.096635	0.211864	0.06041	0.231385	0.202444	0.005471	0.082098	0.27499	0.069462	0.280052	0.071123	0.024908	0.04152	0.070233	0.035072	0.061325	0.127015	0.081086	0.000323	0.0	0.00012
MIA	0.00836	6e-06	0.009145	0.000487	0.002267	0.000392	1.9e-05	0.001509	0.524626	0.0	0.00306	0.006897	0.0	0.000972	6e-06	0.000165	0.018902	0.000413	0.032527	0.146074	6e-05	0.001062	0.000495	0.001223	0.00141	0.001887	0.000584	0.000983	0.000725	0.002201	0.001454	0.002704	0.00152	0.001402
MICAL2	0.034649	0.000294	0.0	0.114828	0.031138	0.283328	0.115554	0.164961	0.178839	0.289564	0.115378	0.105171	0.112356	0.206154	0.092203	0.14355	0.181115	0.029794	0.226923	0.003642	0.143447	0.141536	0.029946	0.627761	0.638632	0.045088	0.113812	0.504694	1.0	0.084633	0.221112	0.00508	0.027667	0.056803
MICALL2	0.27524	0.0	0.000278	0.047312	0.011901	0.321487	0.40982	0.216244	0.736307	0.092268	0.266969	0.399744	0.155346	1.0	0.381662	0.37555	0.342575	0.207148	0.127498	0.261782	0.448491	0.529924	0.301343	0.275537	0.524738	0.373249	0.324609	0.322389	0.393397	0.648817	0.218492	0.01925	0.037816	0.015656
MID1IP1	0.092082	0.209414	0.160127	0.559617	0.0	0.039769	0.077287	0.034888	0.184444	0.125641	0.683663	0.252985	0.028006	0.678378	0.175444	0.4153	0.667574	0.556611	0.511833	0.215697	0.496001	0.728038	0.634016	0.208487	0.184336	0.621675	0.310118	0.361091	0.152135	1.0	0.451025	0.004246	0.124307	0.100883
MIF	0.060801	0.059192	0.121675	0.023867	0.107703	0.099175	0.211339	0.12846	0.167973	0.092439	0.140165	0.394877	1.0	0.093449	0.02807	0.046502	0.409945	0.055518	0.0	0.125043	0.181954	0.044295	0.15986	0.122338	0.062661	0.146852	0.207437	0.156918	0.138941	0.104291	0.077825	0.041948	0.151299	0.145616
MITF	0.03219	3.9e-05	3e-06	0.015054	0.0	0.001967	0.0026	0.003799	0.004941	0.068058	0.003788	0.004384	0.001784	0.025817	0.011267	0.01742	0.001676	0.110551	0.000292	1.0	0.027792	0.010794	0.004318	0.005703	0.004153	0.017927	0.032752	0.011152	0.006543	0.015899	0.019361	1e-06	1.2e-05	0.0
MLC1	0.0	0.002246	0.000553	0.028978	1.0	0.000121	3.6e-05	3.6e-05	0.00305	1e-06	0.000904	0.007007	0.0	0.000664	0.000768	0.000122	4e-05	0.000103	0.012491	0.000687	0.003881	0.004583	3e-06	0.011052	0.015767	0.000725	0.018013	0.009009	0.013291	0.000307	0.000797	0.002398	0.000462	0.02131
MLPH	0.002822	4e-06	7e-06	0.0	1e-06	0.003238	0.003211	0.001783	0.004845	0.031467	0.020593	0.01994	0.023767	0.017309	0.007388	0.047723	0.012858	0.032125	0.0	0.623208	0.086014	0.051832	0.08274	0.029748	0.002326	0.009385	0.028803	0.046069	0.019553	0.016188	0.130311	3.6e-05	1e-06	2e-06
MMD	0.058318	0.25769	0.236205	0.090507	0.112099	0.05324	0.112356	0.100424	0.043929	0.275559	0.074215	0.330813	0.049585	0.317279	0.048882	0.029303	0.081638	0.143824	0.0	0.056817	0.192712	0.037876	0.827723	0.145805	0.027989	0.463625	0.282881	0.058532	0.060576	0.64219	0.07551	0.129495	0.154787	0.066131
MME	0.006515	0.002966	0.000301	0.000988	0.0	0.007723	0.003911	0.002294	0.060932	0.00234	0.02888	0.062971	0.078331	0.191037	0.042692	1.0	0.001979	0.039031	0.357219	0.093441	0.25273	0.117048	0.33557	0.047117	0.016286	0.055531	0.463544	0.282157	0.1844	0.310029	0.137673	0.000188	0.000245	0.00011
MMP1	0.002004	0.0	1e-05	0.0	0.0	0.207076	0.726434	0.033634	0.000192	0.000318	0.013564	0.00252	0.006479	0.041508	0.387006	0.138317	0.007027	1.3e-05	0.0	0.000694	5.9e-05	0.000125	0.041907	0.369389	1.0	0.043409	0.060383	0.508893	0.138317	0.036384	0.062057	0.000175	0.0	0.0
MMP11	0.048217	0.226335	0.154752	0.0	0.012832	0.119168	0.076282	0.111976	0.110128	0.143166	0.02963	0.151973	0.085421	0.176087	0.457968	1.0	0.01319	0.001988	8.6e-05	0.05216	0.178594	0.553509	0.134438	0.101736	0.085303	0.201308	0.304012	0.337063	0.657022	0.13161	0.132825	0.052205	0.020222	0.029153
MMP2	0.096615	1e-06	1e-06	0.0	0.0	0.04296	0.006044	0.006548	0.017838	0.023841	0.002283	0.299411	0.483882	0.442068	0.490861	0.796863	0.003549	0.000654	0.0	0.055542	0.036046	1.0	0.137057	0.101051	0.1186	0.447854	0.290617	0.393112	0.427047	0.613104	0.401777	0.000215	0.0	0.0
MMP25	0.0	1e-06	5.4e-05	0.010915	0.000934	5.3e-05	0.000248	4.9e-05	0.000315	7e-05	9.3e-05	4e-06	0.000134	0.0	1e-06	3.4e-05	0.000287	6e-05	1.0	0.000147	1.1e-05	4.7e-05	9.5e-05	2.2e-05	0.0	1.5e-05	9e-06	1.5e-05	0.0	8.6e-05	7.3e-05	7.8e-05	0.000514	0.000834
MMP7	5e-06	8.6e-05	1e-06	0.0	0.0	9.9e-05	1e-06	0.000622	0.00305	1.0	0.025271	1e-06	0.0	1.3e-05	1e-06	1.2e-05	1e-06	0.028204	0.0	6e-05	0.000185	1.5e-05	0.0	0.000842	4e-06	0.0	4e-06	7e-06	7e-06	0.0	7e-06	1e-06	0.0	0.0
MMP9	8.1e-05	1e-06	1e-06	0.000537	4e-06	7e-06	0.000142	2.8e-05	1e-06	0.000139	0.0018	5.7e-05	3e-05	0.0	1e-06	8e-06	0.109244	1.0	0.064363	1e-06	0.000219	0.000449	8.1e-05	0.0	7e-06	0.0	0.0	0.0	0.0	1.1e-05	0.000169	1e-06	3.7e-05	0.0
MMRN1	7.6e-05	0.0	1e-06	0.000205	0.000258	0.224576	0.022466	1.0	1.2e-05	0.000277	0.000121	0.000213	4e-06	1.3e-05	0.000303	0.0	1e-06	0.0	4e-06	2.1e-05	3e-06	0.0	7e-06	0.000595	0.001413	2.8e-05	3.5e-05	4.8e-05	0.000122	0.000127	0.000164	0.000892	0.000334	2.6e-05
MMRN2	0.011746	0.002862	0.000399	0.000861	0.000417	1.0	0.547511	0.445057	0.022075	0.004747	0.015662	0.009142	0.008791	0.003387	0.011301	0.004802	0.073786	0.001622	0.0	0.00098	0.027288	0.005195	0.011199	0.019533	0.039299	0.010588	0.005747	0.035368	0.016009	0.008849	0.023256	0.006456	0.002736	0.000629
MN1	0.271954	0.006361	0.001274	0.039454	0.003071	0.045486	0.041284	0.00666	0.031392	0.006769	0.080256	0.460053	0.274236	0.079626	0.958591	0.557227	0.431901	0.0	0.022604	0.005213	0.00581	0.10191	0.078649	0.04844	0.251203	0.202221	0.042365	0.080893	0.274958	0.309344	0.001207	0.000309	0.001217	0.00355
MOSPD1	0.1219	0.0	0.027203	0.032538	0.043545	0.133113	0.115569	0.177943	0.256966	0.186644	0.217931	0.10528	0.168957	0.638021	0.159196	0.057428	0.102713	0.953417	0.096133	0.166479	0.332957	0.352771	0.097148	0.392754	0.22921	0.616612	1.0	0.414395	0.317053	0.401221	0.644347	0.04571	0.048297	0.027512
MOXD1	0.047327	0.012323	0.00448	0.0	3.3e-05	0.000168	0.000253	0.000286	0.023549	0.162209	0.004623	0.088151	1.0	0.13465	0.077391	0.428278	0.008443	2.7e-05	1e-05	0.051809	0.053892	0.029501	0.036776	0.15852	0.053813	0.110803	0.151377	0.09017	0.106204	0.304278	0.053651	6e-05	1e-06	4.6e-05
MPV17L2	0.023542	0.008238	0.040999	0.046236	0.031131	0.056992	0.461094	0.057804	0.121729	0.253547	0.112814	0.258111	0.311336	0.010984	0.029243	0.025111	1.0	0.046595	0.052937	0.105662	0.278494	0.043745	0.07415	0.125024	0.075996	0.0284	0.043119	0.055077	0.02251	0.031981	0.10045	0.0	0.019747	0.004963
MPZL2	0.003811	5e-06	8e-06	0.062771	4.8e-05	0.401326	1.0	0.064699	0.267228	0.094388	0.237857	0.001975	0.0	0.0	0.001534	0.000204	0.249396	0.00146	0.076583	0.000609	4e-05	1e-06	1e-06	0.001418	0.003256	0.000478	0.000207	0.001269	0.000711	0.000956	0.000692	0.003532	0.000859	0.001191
MRGPRF	0.142	1e-05	1.6e-05	2.3e-05	2e-06	0.00039	0.001077	0.000329	0.001543	0.000181	0.000543	0.079268	0.119481	0.379228	0.161593	1.0	0.003275	0.065255	0.0	0.001499	0.180856	0.177779	0.132473	0.040499	0.141317	0.181162	0.161546	0.073117	0.195505	0.427632	0.158957	0.0	3e-06	4e-06
MS4A1	1e-06	1.0	0.865784	0.001935	0.001731	0.0	5e-06	1.4e-05	3e-06	1e-06	0.0	5e-06	0.000166	1e-06	0.000138	1e-06	6e-06	0.0	0.000104	2e-06	1.5e-05	1e-06	1e-06	1e-06	1e-06	1e-06	0.0	1e-06	0.0	1e-06	1e-06	6.9e-05	0.000944	0.014186
MS4A14	1.2e-05	0.043918	0.018778	0.430399	7e-06	1e-06	0.000109	3e-06	7.5e-05	1.4e-05	0.0	0.000109	1.4e-05	1e-05	4.5e-05	1e-05	0.00012	0.066055	0.003605	4.7e-05	0.000322	1.9e-05	2e-05	1.9e-05	1e-05	1.1e-05	9e-06	1.4e-05	7e-06	2.3e-05	2e-05	3e-06	1e-05	1.8e-05
MS4A3	4.2e-05	0.000154	0.000242	0.019385	0.001632	0.001097	0.000372	9e-06	0.000255	4.8e-05	0.0	0.000371	4.6e-05	3.4e-05	0.000153	3.2e-05	0.000409	0.001524	1.0	0.000159	0.001095	6.4e-05	6.8e-05	6.3e-05	3.4e-05	3.8e-05	0.001338	4.6e-05	2.5e-05	7.9e-05	6.7e-05	0.003091	3.6e-05	6.1e-05
MS4A4A	3e-06	0.00038	0.00194	0.080986	2e-06	1e-06	2.6e-05	1e-06	1.8e-05	4e-06	1.7e-05	2.6e-05	4e-06	0.000109	1.1e-05	3e-06	2.9e-05	0.750034	0.000373	1.1e-05	7.6e-05	0.000979	5e-06	5e-06	0.000201	3e-06	2e-06	4e-06	2e-06	0.000272	5e-06	0.0	3e-06	5e-06
MS4A6A	0.0	0.000476	4e-06	1.0	7.7e-05	0.001845	0.000936	0.000444	4e-06	0.0	1.4e-05	6e-06	0.0	0.0	2e-06	0.0	6e-06	0.033272	0.074168	2e-06	1.8e-05	8.7e-05	1e-06	1e-06	2.2e-05	0.0	0.0	0.0	0.0	8.2e-05	1e-06	0.000547	0.001547	0.000471
MS4A7	2e-06	0.045681	0.043176	0.761174	0.000608	0.0	1.5e-05	2.6e-05	1.1e-05	2e-06	0.0	1.5e-05	2e-06	0.000243	6e-06	1e-06	1.7e-05	0.304038	0.009119	0.003722	4.5e-05	0.000743	3e-06	3e-06	0.00012	2e-06	5.5e-05	2e-06	1e-06	3e-06	3e-06	2.9e-05	1e-06	3e-06
MSC	0.017385	0.000746	0.024375	0.043462	0.0	0.004601	0.002597	0.003157	0.001185	0.196573	0.056566	0.338095	0.169502	0.435009	0.1175	0.192804	0.015064	0.149496	0.014776	0.307988	0.030926	0.385861	0.100971	0.528788	0.244315	0.351938	1.0	0.908626	0.554465	0.397862	0.139557	0.000766	0.057704	0.144282
MSH6	0.270961	0.02197	0.0	0.072009	0.062626	0.25829	0.201157	0.091615	0.138682	0.271222	0.114492	0.220848	0.232755	0.141052	1.0	0.196154	0.298626	0.049489	0.073956	0.140844	0.134227	0.128832	0.31952	0.298791	0.263824	0.136555	0.150732	0.119104	0.238451	0.153737	0.369079	0.15488	0.041462	0.030746
MSLN	0.136756	0.000134	0.000208	0.002737	2.4e-05	0.00105	0.000317	0.011733	1.0	0.378397	0.811834	0.000316	4.4e-05	0.001004	0.000133	0.002607	0.181038	0.02774	0.000943	0.000138	0.06434	0.033735	0.001992	0.001788	0.001134	3.7e-05	3e-05	0.00118	0.001247	0.002889	0.006519	0.0	3.5e-05	5.6e-05
MSR1	5.4e-05	0.000101	0.0057	0.027289	6.5e-05	0.00711	0.004905	0.007938	4e-06	0.000178	1e-05	0.000178	0.000708	0.000467	0.000683	0.001411	6e-06	1.0	5.8e-05	2e-06	0.000835	0.01052	0.002169	0.000888	0.0014	0.017929	0.004013	0.003749	0.0011	0.006992	0.000707	0.0	3.5e-05	0.0
MT1E	0.036348	2e-06	2e-06	0.001336	0.000752	0.121515	0.385062	0.066725	0.468095	0.396576	0.225645	0.080639	0.199529	0.281317	0.057594	0.023595	0.073825	0.080083	0.0	0.13504	0.116169	0.088937	0.481227	0.227824	0.065379	0.166745	0.141652	0.122536	0.093397	0.131544	0.086015	0.002327	0.001301	0.026552
MT1G	0.00073	5e-06	8e-06	0.000268	1e-06	0.000398	0.000613	0.000124	0.004633	0.015262	0.003282	0.019095	0.007698	0.03348	5e-06	1e-06	0.0374	0.016354	0.0	0.005419	0.190878	2e-06	0.002589	0.002733	0.000221	1e-06	0.00107	7.2e-05	0.0014	0.00065	0.000786	1.1e-05	1e-06	0.000279
MT1H	0.0	1e-06	2e-06	4.1e-05	0.0	1.1e-05	3e-06	0.0	2e-06	0.001799	3.3e-05	3e-06	0.000136	0.0	1e-06	0.0	0.00369	0.00402	0.0	1e-06	0.005539	1e-06	1e-06	0.000299	0.0	0.0	0.0	0.0	0.0	1e-06	1e-06	0.0	0.0	1e-06
MT1X	0.055351	0.0	0.004593	0.014071	0.013575	0.013634	0.02369	0.006789	0.452762	0.030073	0.718232	0.033795	0.058286	0.065343	0.051836	0.012823	0.442382	0.013666	0.000624	0.10965	0.030273	0.045194	0.196418	0.082783	0.005301	0.022575	0.015524	0.023218	0.007386	0.01309	0.005537	0.013671	0.02148	0.023799
MT2A	0.005705	0.0	0.001565	0.007583	0.01288	0.044491	0.181019	0.011527	0.08336	0.04298	0.031026	0.019386	0.890445	0.0234	0.013998	0.001114	0.468131	0.034813	0.007634	0.043646	0.113252	0.007835	0.152445	0.05033	0.016332	0.021812	0.01626	0.013217	0.033046	0.021647	0.040276	0.0031	0.003162	0.01307
MTUS1	0.100045	0.024402	0.019229	0.0	0.000244	1.0	0.239391	0.521208	0.212693	0.05366	0.175398	0.054949	0.000307	0.018232	0.083743	0.042311	0.036286	0.112492	0.001465	0.131464	0.05462	0.0041	0.01717	0.015669	0.061478	0.004518	0.013366	0.008323	0.016863	0.009405	0.048859	0.06103	0.01014	0.009134
MUC1	0.01335	0.0	0.000767	0.00182	0.001836	0.002556	0.001389	0.003175	0.007445	0.617544	0.05427	0.0362	0.018149	0.019472	0.010061	0.007315	0.003776	0.000374	0.024468	0.005909	0.015799	0.01309	0.006055	0.0072	0.01371	0.013739	0.008354	0.010607	0.038138	0.016732	0.004061	0.005088	0.025181	0.004084
MVK	0.078106	0.06732	0.06436	0.024468	0.143089	0.123575	0.238376	0.114763	0.2588	0.191854	0.189234	0.212031	0.072414	0.141062	0.540431	0.373353	0.623609	0.167267	0.0	0.334975	1.0	0.272285	0.269227	0.069702	0.141133	0.116103	0.212031	0.106816	0.066051	0.288124	0.339797	0.042078	0.067842	0.065198
MVP	0.323532	0.025612	0.076857	0.171053	0.117487	0.289187	0.403388	0.196005	0.157055	0.505209	0.148283	0.311064	0.243693	0.591018	0.272695	0.582136	0.142169	0.18148	0.360362	0.246519	0.389908	0.346322	0.405849	0.237304	0.524438	0.785873	0.413257	0.419737	0.41061	1.0	0.438605	0.221733	0.204165	0.16569
MX1	0.006641	0.036243	0.050295	0.042763	0.016773	0.001976	0.071648	0.004422	0.003037	0.012012	0.00181	0.001799	0.0	0.010527	0.005374	0.019183	0.001627	0.014108	0.248716	1.0	0.004971	0.010726	0.000797	0.001633	0.000917	0.002039	0.003845	0.001931	0.000898	0.001569	0.004226	0.030583	0.03271	0.02079
MXRA7	0.500323	0.001133	0.006503	0.0	0.126355	0.180285	0.371321	0.274969	0.353644	0.33483	0.186384	0.418616	0.381785	0.25952	0.400714	0.420523	0.194603	0.02588	0.011198	0.158283	0.321222	0.706296	0.447162	1.0	0.313401	0.250453	0.356745	0.255086	0.679152	0.319672	0.256381	0.002081	0.017691	0.056893
MYB	0.001797	0.00234	0.0047	0.116337	0.003039	0.005258	0.0	0.002197	0.005543	0.011785	0.004351	0.0	0.014882	0.000808	0.027066	0.007168	0.004428	0.006162	0.514642	0.037278	0.117486	0.004448	0.006054	0.099542	0.010213	0.004543	0.004569	0.065529	0.009325	0.004956	0.020799	0.671984	0.040554	0.03244
MYBL2	0.08513	0.020093	0.042483	0.0	0.032119	0.397201	1.0	0.141235	0.021039	0.089298	0.009603	0.021428	0.16541	0.00612	0.095176	0.027356	0.531899	0.081742	0.020933	0.095076	0.562848	0.023018	0.143575	0.125985	0.065524	0.004359	0.007662	0.026276	0.018989	0.038655	0.112653	0.000902	0.004861	0.01805
MYBPC3	2.5e-05	0.026367	0.014962	0.09548	1.5e-05	6e-06	0.000201	8e-06	0.000138	2.8e-05	0.000269	0.0002	0.001288	2.1e-05	8.5e-05	2e-05	0.00022	0.008241	0.935848	8.8e-05	0.000585	3.7e-05	3.9e-05	3.7e-05	2.1e-05	2.3e-05	1.9e-05	0.001666	1.7e-05	4.5e-05	3.9e-05	0.0	2.2e-05	0.000754
MYCT1	0.000746	0.000975	1.6e-05	0.000912	0.000461	0.654071	0.415318	1.0	0.000304	0.001188	0.001443	0.004589	0.001624	0.000137	0.004906	0.000223	2.6e-05	0.0	0.000252	0.000214	7e-05	0.00177	0.000204	0.090693	0.01682	0.00044	0.001641	0.024997	0.037611	0.001056	0.000527	0.002008	0.000224	4e-06
MYEOV	0.017476	4.3e-05	8.5e-05	0.013832	0.000571	0.048089	0.415568	0.012616	0.021465	0.203973	0.035604	0.000145	0.229541	0.01662	0.074426	0.061066	0.000162	0.189954	0.000148	0.009229	0.320178	0.032868	0.663226	0.086251	0.056047	0.124063	0.033592	0.026361	0.030973	0.123507	0.086074	0.000285	0.00542	0.0
MYH10	0.104892	0.002973	0.000594	0.0	0.000484	0.209313	0.064733	0.788958	0.114979	0.177111	0.075912	0.22461	0.129486	0.236875	0.533539	0.135052	0.098598	0.000893	0.006745	0.233327	0.105609	0.079486	0.058204	0.28161	0.360663	0.305381	0.313195	1.0	0.554359	0.234051	0.257155	0.004052	0.00224	0.00047
MYH3	0.023327	0.208192	0.181315	0.074222	0.056383	0.010239	0.009934	0.009747	0.003207	0.000247	0.021391	0.07158	0.028725	0.012472	0.015288	0.029232	0.016035	0.012674	0.171033	0.013553	0.009482	0.031035	1.0	0.014934	0.025805	0.012823	0.021523	0.010842	0.023754	0.008148	0.022068	0.343066	0.127755	0.103606
MYL9	0.207113	0.000465	0.00172	0.002176	0.000913	0.011986	0.094866	0.004977	0.436556	0.00403	0.005257	0.128694	1.0	0.045691	0.113308	0.345862	0.015847	0.070842	0.00107	0.025763	0.421452	0.429918	0.071633	0.061531	0.043628	0.02435	0.028864	0.028508	0.128089	0.048102	0.02754	9e-05	0.000145	0.0
