Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
GPR174	0.000507	14.855227	9.67197	0.308122	15.908832	0.00031	0.002251	0.006065	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.009373	0.115331	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	24.61617	27.067156	35.398985
GPR18	0.000507	23.124141	30.109274	0.782807	7.170957	0.003298	0.002251	0.005805	0.001631	0.000537	0.001126	0.002248	0.118469	0.000465	0.001095	0.004922	0.002444	0.020808	0.782807	0.145871	0.006073	0.027812	0.011209	0.00062	0.000464	0.000485	0.000446	0.007695	0.000418	0.000701	0.000639	8.472806	4.229776	5.654681
GPR183	0.085388	19.574068	254.798426	121.802318	1.418592	0.01587	0.192035	0.863362	0.035396	0.000537	0.012127	0.002248	0.099955	0.000465	0.001095	0.195815	0.002444	10.806075	0.9398	0.001126	0.109492	0.086142	0.000642	0.103286	0.007406	0.007915	0.019328	0.007695	0.028062	0.000701	0.066123	134.061167	162.297839	64.060266
GPR25	0.000507	0.001096	0.792272	0.000321	1.566392	0.00031	0.002251	0.005758	0.041111	0.01534	0.003271	0.002248	0.018577	0.000465	0.001095	0.000455	0.002444	0.000254	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.000485	0.000446	0.000529	0.000418	0.015231	0.000639	0.000254	2.128259	0.27663
GPR34	0.000507	0.055441	0.362536	4.221198	0.403256	0.00031	0.002251	0.001953	0.001631	0.000537	0.000284	0.002248	0.017462	0.000465	0.001095	0.000455	0.002444	16.654484	0.949851	0.001126	0.006073	0.131189	0.000642	0.00062	0.007406	0.000485	0.000446	0.000529	0.009091	0.000701	0.000639	0.00329	0.006065	0.009778
GPR55	0.000507	0.094479	1.025931	0.012814	0.026317	0.00031	0.002251	0.000333	0.001631	0.000537	0.003834	0.002248	0.03562	0.000465	0.016602	0.000455	0.002444	0.003368	0.000284	0.001126	0.006073	0.00062	0.023727	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.012096	0.833499	1.146367	1.104312
GPR68	3.098271	0.081341	0.209853	0.067098	11.819147	0.32078	0.869983	0.364371	0.285953	0.753168	1.35741	0.457712	2.858726	0.154659	2.534959	1.619072	2.312563	2.673539	1.226081	0.053701	0.144914	2.677017	1.374795	0.543392	0.320067	12.839617	5.070514	5.392097	1.971724	5.55018	0.518089	0.181664	2.738827	7.66476
GPR84	0.027707	0.029391	0.02704	14.534198	0.026317	0.01744	0.002251	0.018956	0.084232	0.000537	0.007287	0.002248	0.009327	0.000465	0.001095	0.031019	0.133213	1.636126	5.275923	0.037714	0.006073	0.038837	0.01744	0.00062	0.007406	0.000485	0.019328	0.000529	0.032826	0.000701	0.000639	0.000711	0.007392	0.000604
GPRASP1	1.339997	5.753525	5.904493	0.254019	2.197619	0.623048	0.278828	0.606885	0.424916	0.291211	0.23968	0.559912	0.277334	1.755664	2.311294	1.252489	0.074446	0.162537	0.916127	0.373702	0.490244	0.965772	0.481019	1.513152	0.900515	2.544639	2.740258	1.8037	1.118976	1.376065	1.937949	32.841162	9.198249	5.559184
GPRC5C	5.757921	0.055441	0.209853	0.496267	0.206523	0.078706	0.079113	1.620125	13.85195	83.152374	12.420395	23.526219	0.621009	3.257695	4.555323	0.635873	2.436477	0.199568	0.601275	0.399439	0.099471	1.420709	0.092754	4.060623	9.882756	0.33885	4.811373	4.464182	4.912015	0.953301	1.906535	0.006694	0.028376	0.108938
GPRIN3	0.063867	0.029391	0.392645	4.457981	12.227632	1.035905	0.131189	0.466631	0.035396	0.450649	0.003115	0.451814	0.012397	0.01162	0.090655	0.410579	0.002444	18.064902	1.81493	1.932639	0.216093	0.056196	0.030393	0.180248	0.141914	0.007915	0.014659	0.231595	0.099955	0.021128	0.072052	11.534093	29.426756	17.775705
GPSM1	14.434563	0.666001	0.132024	1.102369	0.37777	10.57081	7.429091	9.256086	13.905941	5.653423	6.619397	12.931458	10.995793	24.299144	13.660436	29.079119	5.596225	0.952684	0.033414	10.300568	30.449185	13.044811	19.317139	13.813196	19.493097	37.944685	15.033186	15.093598	20.527178	50.211554	31.223687	1.079693	1.517781	0.991082
GPX3	28.905594	0.029391	0.308864	1.781441	0.073721	1.927229	8.362773	3.410311	0.717298	15.234742	40.770515	42.075544	1.66775	66.03915	10.123859	6.433392	11.645394	16.727538	9.677837	0.922566	2.650938	2.802185	5.461022	4.925031	9.192046	6.168045	11.795602	15.727337	15.23941	3.785147	0.624702	0.000704	0.164186	0.098376
GPX7	16.659789	8.815559	14.696188	1.039991	8.624764	5.335663	9.437537	6.239521	8.788465	7.695148	1.092037	13.248787	15.828893	9.495879	6.758636	22.749255	3.019853	0.119856	0.408862	5.594581	21.158102	29.021486	11.478448	7.773302	15.044969	17.871918	15.263695	7.522077	4.696152	13.643763	3.3003	9.281558	11.325657	9.897066
GRAMD1B	1.625689	0.001096	0.056757	4.124848	0.827836	1.394631	11.462004	1.239696	0.025567	0.19491	0.173188	0.068222	1.601458	0.132876	1.523977	6.282111	0.053611	0.678666	4.749565	0.900157	1.963072	3.186086	0.130488	2.991196	1.613793	0.32623	0.254019	1.007344	1.69234	0.638589	0.946536	0.733102	1.905907	2.423445
GRAP	0.008509	14.757178	46.053052	2.035852	5.207051	10.781996	16.506592	94.283329	0.001631	0.043188	0.126628	0.551315	0.060577	0.016819	0.016602	0.023166	0.396012	0.713647	0.129713	0.028498	0.106481	0.009289	0.052785	0.203989	0.201756	0.123492	0.067098	0.018283	0.051297	0.06331	0.029624	22.259951	16.764006	6.067719
GRAP2	0.000507	9.947064	3.705703	2.847117	21.892759	0.033368	0.769847	0.012721	0.120615	0.000537	0.004337	0.002248	0.010687	0.000465	0.001095	0.000455	0.002444	0.002241	0.136039	0.356247	0.006073	0.00062	0.028295	0.011529	0.000464	0.033514	0.015447	0.000529	0.000418	0.000701	0.000639	42.075544	31.00497	52.233244
GRAPL	0.008509	17.335576	35.039844	1.017768	1.030878	11.041416	3.85353	22.361613	0.001631	0.012127	0.000284	0.139005	0.000529	0.044018	0.022508	0.038996	0.002444	0.068157	0.151415	0.001126	0.006073	0.00062	0.023647	0.029289	0.152261	0.025302	0.019328	0.120706	0.030172	0.127349	0.000639	13.245081	3.952087	1.716114
GREM1	54.709873	0.001096	0.001565	0.000254	0.000407	0.132596	1.322338	0.190758	0.693483	2.30996	0.524318	0.089566	286.401391	150.268274	53.780162	713.857791	0.915051	0.744777	0.002116	0.605996	1.48978	304.841442	1.307624	159.095806	0.010879	75.757633	235.427516	104.054305	228.490267	367.970126	177.916566	0.000254	0.000472	0.000604
GREM2	0.692768	0.001096	0.001565	0.000347	0.143598	0.00277	0.002251	0.000333	0.025567	0.028655	0.000284	0.002248	27.841448	4.531788	4.193175	3.487812	0.002444	0.000254	0.001124	0.001126	0.006073	1.579589	1.704709	0.396943	1.535066	0.191089	3.997492	5.936935	3.390376	1.83548	0.515612	0.214814	4.922959	0.163612
GRIK4	0.035375	0.341116	0.001565	0.000284	4.702038	0.041432	0.182249	0.015797	0.001631	0.007386	0.000284	0.002248	0.006718	0.154093	0.001095	0.044208	0.002444	0.002173	0.000284	0.023166	0.006073	0.024754	0.02587	0.015759	0.007406	0.264746	0.0292	0.016819	0.005796	0.136839	0.030172	0.001498	0.000472	0.000604
GRIP1	0.09381	0.274535	0.241253	0.167488	0.015518	0.054873	0.002251	0.048885	6.807091	4.771554	3.065113	0.097234	0.007793	0.055339	0.812752	0.140235	1.942032	0.051468	0.030764	0.638589	0.006073	0.030661	0.012069	0.246187	0.024179	0.160753	0.144342	0.379028	0.090451	0.148522	0.752668	0.768301	0.041301	0.137561
GRK5	4.648604	8.102428	11.975046	4.818461	14.420673	14.529614	9.926612	17.849676	0.397492	0.550023	1.348216	5.008456	3.310627	9.059637	4.368456	4.517378	2.896585	0.217758	11.450705	1.561224	3.237678	0.519574	4.561086	20.443443	25.313941	21.214401	17.718819	10.247639	19.888161	14.560139	1.988333	10.234432	8.457913	4.741084
GSTM1	2.944636	0.001096	0.001565	3.236197	2.140538	1.758987	8.667257	0.169028	2.720672	3.084234	0.864712	0.002248	0.052718	3.037429	4.392371	4.883582	5.873796	5.33864	0.167488	2.07406	12.925906	0.00062	2.79485	1.170648	2.211273	0.000485	4.103897	3.33868	0.000418	4.028912	2.491003	4.422992	9.261025	8.86269
GSTM3	33.523171	0.042871	0.056757	0.207445	0.978703	10.111489	9.674551	15.288043	5.501176	18.744634	3.832501	60.113809	21.214401	12.83656	47.593437	31.417402	3.348374	1.593065	0.589031	38.304075	15.761791	14.434563	6.775756	17.478095	11.715068	55.401773	69.390147	24.849478	7.634681	28.423496	24.211729	7.847217	0.468384	3.200115
GUCY1A3	0.289834	0.466918	0.02704	0.382797	2.125598	0.971344	0.629741	20.314764	3.062999	9.524163	0.710634	4.144104	0.010687	6.725872	0.377025	0.20897	0.193288	0.443356	0.020733	0.018087	0.163421	0.045233	0.078969	0.045293	4.967212	3.021689	0.395331	0.295365	0.583615	1.118976	0.06331	0.124858	0.049494	0.021932
GUCY1B3	0.648677	0.24223	0.056757	0.385689	1.558608	0.64925	1.199521	3.004772	1.341867	8.95774	1.007344	3.310627	0.326799	15.750926	1.399848	1.537282	0.35976	0.562466	0.007224	0.553951	1.51413	0.615572	0.830037	0.853931	2.119295	20.874034	3.728524	1.284581	1.693557	17.725878	1.336579	0.023727	0.053302	0.025138
GVINP1	0.188986	16.10245	15.95213	3.03047	24.374503	1.026532	1.833193	1.061264	0.376413	0.164297	0.051362	0.204384	0.196142	0.134099	0.109597	0.166	0.111581	0.439985	10.986386	0.301385	0.220636	0.148009	0.173918	0.129713	0.111198	0.053502	0.118829	0.052888	0.08592	0.174158	0.368029	34.439369	24.234032	35.132152
GZF1	3.973754	2.685024	6.282111	18.643533	5.165684	6.173388	3.90946	9.145439	6.433392	5.740396	11.658924	4.338008	3.361002	11.399288	3.978091	4.01047	3.477106	2.047095	15.920113	7.233193	3.596081	4.885657	5.611998	8.137731	12.01315	16.581446	13.044811	19.565867	12.490663	6.354802	12.352836	4.268386	4.193175	3.983998
GZMA	0.000507	0.289407	0.455436	0.980247	513.545563	0.103778	0.002251	0.067958	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000718	0.593789	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.000485	0.000446	0.018283	0.010632	0.000701	0.017611	5.173084	51.786376	316.624497
GZMB	0.018012	0.722582	1.025931	1.0236	813.954522	0.00031	0.002251	0.000333	0.001631	0.000537	0.01304	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.014898	0.535097	0.191728	0.006073	0.00062	0.000642	0.00062	0.03488	0.007915	0.000446	0.000529	0.000418	0.000701	0.000639	0.645257	0.261936	96.807981
GZMK	0.000507	0.001096	0.001565	0.408862	7.89239	0.014519	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000485	0.188986	0.001126	0.006073	0.00062	0.000642	0.28673	0.000464	0.007915	0.007358	0.000529	0.02765	0.000701	0.027159	5.355771	41.932694	245.345811
H1F0	6.602581	0.081341	0.084756	10.019062	0.065517	6.0767	14.398649	10.717812	9.68811	1.934835	28.877337	9.923636	12.531078	15.713327	6.390406	16.192999	21.686611	7.66476	5.243233	12.884152	42.45362	7.070631	1.965782	5.137311	7.14856	4.994848	4.38998	5.165684	5.831158	4.072704	4.098759	2.324744	0.861525	0.121939
H2AFZ	63.817612	46.551699	73.834263	62.500692	85.916293	202.097223	387.194074	154.399707	56.698471	61.262564	100.636101	45.309685	140.814114	53.12579	92.951692	39.584271	258.53408	132.781779	94.696045	362.423298	617.41614	39.786119	173.497635	127.543371	102.877843	55.359413	56.012791	60.572054	45.817907	184.9383	203.470569	71.933562	108.497969	91.060535
HAS3	3.187525	1.031869	0.32317	0.08723	0.141648	0.589031	0.180248	2.362712	15.387598	5.410918	19.970015	0.069396	0.116932	0.08723	0.122099	0.243106	29.669446	0.029778	0.059267	0.223053	0.088422	0.480439	0.074854	1.404378	0.212672	0.240354	2.105457	0.322299	1.821411	0.291211	0.122821	0.448661	0.374797	0.284335
HAVCR1	0.018012	0.029391	0.001565	0.140235	1.479688	0.004015	0.002251	0.000333	0.001631	131.585195	3.375712	0.002248	0.000529	0.021386	0.001095	0.006873	0.002444	1.751552	0.021755	0.081753	0.006073	0.062683	0.072278	0.13619	0.012076	0.107516	0.000446	0.014	0.019595	0.023146	0.000639	4.235549	0.601275	0.277131
HBEGF	0.889599	0.042871	0.32317	24.289623	0.043847	8.412184	29.050953	9.690583	13.087424	12.261237	36.918088	0.686093	2.532571	0.587891	0.176628	0.509044	48.938222	3.324664	3.608739	0.768301	4.776191	0.666722	0.934862	6.828733	1.937949	0.236421	0.331225	2.809	2.484863	0.337745	2.827604	0.191607	1.967152	0.065651
HDAC10	3.930232	13.73822	12.5748	13.094945	12.424516	5.831158	9.488384	6.780737	3.568346	10.389249	5.899773	14.583293	3.87813	8.987926	7.142549	10.710601	7.012143	5.503115	15.782613	7.824967	14.094653	6.731906	7.757348	6.331837	7.448105	15.310954	7.964004	9.892023	13.220424	20.510358	11.95204	10.325539	10.44429	12.86265
HECW2	7.182363	0.578321	0.424151	1.60901	0.259935	24.046755	15.44784	24.804483	0.801632	0.458769	0.085388	2.116245	2.102449	0.26231	10.776424	8.414605	0.260135	0.081341	16.403318	0.332043	0.543392	16.408536	0.590508	5.998716	43.580828	2.279592	0.620025	15.224748	23.491195	1.362011	0.413606	0.054145	0.712095	0.094947
HEG1	55.28904	2.71311	2.174162	2.677017	17.399628	25.126936	17.947366	15.359429	12.16515	17.952683	3.964802	74.932025	26.052129	52.819639	104.054305	41.249635	8.788465	1.739064	0.063706	2.819702	31.659385	65.641651	10.435218	51.503547	49.198142	32.044558	109.475102	48.897209	215.864874	45.817907	15.461506	7.025049	5.930007	7.883823
HELLS	7.493717	5.836755	6.657464	0.516057	2.496742	20.242353	13.799022	8.696705	3.763737	6.532645	1.956879	2.255914	7.413122	1.457742	28.052693	2.948269	9.714167	3.184858	0.660138	7.310055	6.706836	2.244102	15.865452	9.020532	11.944537	2.650938	1.770215	2.207798	4.175764	10.378655	15.475475	4.982414	3.725914	5.80657
HEMGN	0.008509	0.001096	0.001565	0.285049	0.042411	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000404	0.025731	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	1.749858	0.675899	0.350272
HERC4	206.139664	49.108873	31.158527	18.823827	25.445027	23.980941	17.327798	17.898917	39.671379	23.266464	16.820068	12.884152	65.147262	48.155385	36.521404	54.785174	14.420673	28.410155	41.718587	27.580636	34.260775	49.799888	43.403616	56.507374	47.232341	25.840924	28.230212	17.926334	47.375053	36.50023	46.35194	50.967696	23.866787	29.396043
HES2	0.016856	0.001096	0.001565	0.000254	0.000407	9.633256	11.39676	5.661866	22.522648	2.809	84.476867	0.080644	0.000529	0.156686	0.121359	0.122099	21.549099	3.631309	0.011733	0.001126	0.006073	0.00062	0.024127	0.276927	0.31656	0.050686	0.043081	0.832665	0.132596	0.21897	0.009778	0.000369	0.000472	0.000604
HES6	0.33803	0.496267	1.109739	0.812752	9.198249	1.256964	0.990328	0.893367	0.366545	2.928114	9.945764	0.43539	0.462962	1.232808	1.324232	0.482969	3.092557	2.910932	0.673167	79.630497	1.747896	0.871754	2.075065	0.401769	0.595929	0.178165	1.151827	0.339246	0.390705	0.635873	1.15787	0.225849	0.61587	1.080544
HEY1	0.059431	0.001096	0.001565	0.048777	0.026317	2.061932	1.69234	32.136823	0.629032	0.04364	1.722225	0.546347	0.567045	0.079241	0.355782	0.075783	0.296296	0.026277	9.554519	0.515011	0.184955	0.15891	0.509853	0.42624	0.193562	0.281729	0.120936	0.707239	0.443356	0.13026	0.356722	0.003969	0.000472	0.009778
HGD	0.059672	1.630628	1.161866	0.405387	0.308642	0.075863	0.084388	0.098582	0.146822	18.691361	0.271934	0.36715	0.000529	0.03314	0.098792	0.008335	0.077144	0.038375	0.320067	0.195114	0.006073	0.034487	0.04988	0.705562	0.054313	0.141329	0.249994	0.08166	0.250417	0.06985	0.075355	2.034489	1.27722	0.698849
HGF	0.119856	0.029391	0.001565	8.132664	0.000407	1.17145	2.333273	0.338315	0.100694	0.05501	0.353576	151.503023	1.089076	80.029963	51.862523	3.583918	0.046442	2.198819	3.965943	0.105784	77.332212	23.728379	156.200387	72.760377	380.334101	46.195926	192.280955	8.556069	79.414169	62.270083	132.158063	0.0043	0.000472	0.000604
HHIP	0.381867	0.001096	0.001565	0.000254	0.000407	211.56221	24.124912	55.92475	0.066543	0.062498	0.040161	0.505092	0.086218	0.000465	2.752329	0.010163	0.041974	0.000254	0.000284	0.042411	1.713405	0.246406	2.317312	16.575233	1.494688	0.038316	0.123492	42.60829	6.412864	0.065196	0.826851	0.424916	0.000472	0.000604
HHLA3	0.538009	0.82891	0.820149	0.171159	1.661808	0.325784	0.438084	0.247648	0.963322	0.721923	0.532678	3.92344	7.215655	1.535066	0.815909	0.889101	0.575152	1.230653	0.150212	1.265051	1.976839	0.410579	0.708063	0.676704	0.747341	0.756366	0.864171	1.898768	1.379118	1.088244	0.813818	0.90355	0.789852	0.729309
HIC1	3.099437	0.355606	0.576894	2.903385	4.939514	14.897287	19.574068	25.015474	0.230964	0.354822	0.954553	26.260448	6.369371	14.420673	17.695787	18.961788	1.622523	0.009327	2.546236	0.241861	50.029386	6.916539	14.296703	26.561138	5.23124	18.484199	12.424516	7.724835	12.839617	31.123132	32.012375	0.069924	1.113966	0.559912
HIST1H1B	196.557908	16.742744	28.14574	2.985228	73.088794	825.31991	564.763682	387.194074	4.730821	77.332212	22.806799	23.333268	57.49805	47.868897	534.065884	31.916036	383.947807	45.186837	6.911674	421.786539	328.840273	53.858462	1220.160182	772.940221	374.562026	29.092383	55.454768	97.234427	25.556568	360.368206	935.723665	4.578158	24.02831	52.384426
HIST1H3J	24.179775	4.171715	17.516538	0.091234	30.574024	113.010376	151.107793	166.044248	2.537448	37.238428	9.180422	3.657779	29.833314	15.331393	80.137471	4.243246	122.613045	15.220158	2.516402	51.70938	97.668599	6.730111	239.544366	162.797761	99.005135	12.767487	21.611052	41.358729	8.705064	37.365002	175.492368	1.587994	24.211729	30.008447
HKDC1	0.090844	0.001096	0.001565	0.00035	0.01169	0.085765	0.149062	0.032626	0.035396	27.805107	3.51744	0.002248	0.205237	0.608812	0.056854	0.031214	0.164873	0.006065	0.000284	6.244768	0.42391	0.542164	0.141026	0.177597	0.531568	0.202449	0.224694	0.298522	1.231445	0.075925	1.833193	4.223167	3.534338	1.713405
HLA-DOA	0.017354	146.706625	105.299387	7.100781	0.566543	0.003165	0.002251	0.013125	0.198041	0.260923	0.005546	0.065977	0.037306	0.004928	0.001095	0.097869	0.144076	0.633294	0.002116	0.391869	0.006073	0.414569	0.016892	0.00062	0.000464	0.007915	0.030298	0.016819	0.310977	0.018469	0.000639	1.690667	0.31771	5.422158
HLA-DOB	0.044547	153.584718	112.644134	2.517909	0.974357	0.070767	0.361859	0.047124	2.760646	0.031691	0.586609	0.376413	0.017462	0.047265	0.391869	0.036564	1.787581	0.043744	7.346039	0.10244	0.387931	0.096404	0.24349	0.038476	0.039287	0.418027	0.045233	0.117363	0.04091	0.05573	0.039961	2.725945	0.432735	0.532678
HLA-DPA1	2.882191	324.656616	328.840273	220.008592	19.331688	1.063422	6.764751	3.370887	0.151737	2.443663	0.706548	2.387873	1.797869	0.426768	0.337745	1.804873	0.268251	36.19356	0.937308	20.730556	2.588052	6.565758	1.271866	0.811877	0.850234	0.559912	0.642467	2.488388	0.657278	0.60761	0.727244	4.677412	13.137249	64.759867
HLA-DPB1	9.192046	316.624497	335.483577	167.049465	20.175915	2.606476	12.86265	7.056264	3.003078	5.855854	0.34593	3.068475	7.110774	1.215885	0.671942	4.388487	0.92858	27.951577	0.691411	5.25944	21.769803	3.348374	1.742619	9.013826	6.796219	3.207288	3.776602	4.384853	3.84151	1.661808	4.395429	6.382048	19.769535	87.607245
HLA-DPB2	0.000507	1.295659	1.109739	0.154093	0.000407	0.00031	0.002251	0.002249	0.001631	0.000537	0.015459	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000704	0.000284	0.016075	0.006073	0.00062	0.013063	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.008517	0.001987	0.000472	0.000604
HLA-G	0.030343	0.108269	0.496267	0.24876	0.875308	0.00031	0.002251	0.000333	0.146822	1.071163	4.407324	0.051195	0.534466	0.000465	0.001095	0.000455	0.125706	0.146707	1.914291	0.439985	0.092634	0.00062	0.137833	0.134988	0.000464	0.077144	0.099471	0.073651	0.095665	0.027669	0.009778	0.119272	0.301385	0.673892
HLF	0.067958	0.001096	0.001565	0.003217	0.0351	0.057983	0.062683	0.011468	0.222189	0.255199	0.06463	0.666722	0.017462	0.126628	0.536833	0.40755	0.002444	0.000485	0.01587	0.103555	0.006073	0.024754	0.060111	0.018152	1.552899	0.075473	0.022171	0.05607	0.065586	0.039448	0.085992	0.143598	4.25321	0.264746
HMG20B	22.740589	8.815559	15.257107	17.676538	18.938481	32.156119	47.375053	31.704704	75.383011	30.449185	22.259951	50.641891	37.350072	25.037043	58.944026	39.607059	44.458383	71.609131	14.049134	803.607708	64.704652	24.065248	32.630229	29.006316	37.798292	39.075335	27.731367	26.248776	22.461251	35.793397	29.021486	8.130625	16.081979	13.553147
HMGCR	20.286779	9.077174	6.029198	14.484827	12.590408	29.939429	10.334307	34.57309	48.897209	82.863223	51.297381	17.535345	7.921671	70.718936	22.202907	57.589541	54.61681	31.795642	27.753892	88.306885	56.558934	64.060266	65.205217	25.203006	37.147727	29.274478	65.43772	31.078973	22.008048	28.242559	127.232001	7.269355	7.662757	8.168389
HMGCS1	29.955901	11.26578	9.62421	8.426328	10.541916	23.411862	7.019073	22.299973	29.5853	30.400176	37.798292	21.070475	3.349599	75.757633	24.036877	91.354714	92.527369	15.064395	14.450193	117.89631	65.515836	111.90455	96.967222	10.820445	31.795642	19.300576	53.942672	19.098671	20.068413	34.70827	126.381468	7.475632	6.980536	6.343554
HMMR	5.147628	0.301049	0.254943	0.151415	0.76229	11.922337	16.159522	6.820341	0.116341	3.433337	0.782032	1.065931	6.360697	3.520484	5.954984	0.559912	13.602413	3.166153	1.091092	8.319028	16.775764	0.790933	17.558956	17.142514	11.5846	1.22265	2.136371	1.736718	2.648512	11.185286	22.740589	0.104905	0.202449	0.364065
HMOX1	360.368206	0.390705	10.259679	49.510725	3.52415	25.821452	24.606787	28.207903	105.468595	24.083345	3.596081	33.981587	22.47054	86.597994	47.1748	121.005132	0.482479	49.976561	14.611872	11.05143	3.175482	209.402979	118.389305	52.027085	34.741818	103.172437	68.92084	26.770555	62.767704	212.585911	43.116941	0.101468	0.08505	0.051297
HNMT	16.868668	0.196142	0.001565	45.399102	0.016749	2.865855	1.979569	1.678509	2.441649	24.365417	1.19635	28.619156	2.609171	69.153821	14.308277	9.175451	1.631657	52.144638	0.234525	58.656627	33.33567	44.96709	14.92449	14.059405	36.108768	2.886882	56.322261	13.225326	14.810473	11.17504	17.142514	0.007635	0.000472	0.000604
HOPX	0.927598	3.371678	0.792272	0.132596	235.427516	3.175482	26.328382	0.844194	0.035396	0.944837	28.297611	0.454304	0.000529	2.452768	0.055978	0.000455	2.493672	0.050301	0.060577	0.001126	1.947415	0.135204	0.214307	0.497328	0.189343	2.467681	0.096467	0.070143	0.123021	2.255914	0.49443	1.405521	43.907717	69.994776
HOXA1	0.163612	0.001096	0.042655	0.055661	0.244217	0.313486	0.885434	0.291572	0.755746	0.32317	0.136598	0.002248	0.689213	0.160929	0.110844	0.03562	4.414418	0.358483	3.037429	0.001126	0.869983	0.340696	0.457712	0.00062	0.063957	0.169284	0.26974	0.000529	0.106843	0.237679	0.044049	0.033368	0.07963	0.358483
HOXA10	12.866947	0.001096	0.114433	0.092308	1.390778	0.807878	3.636966	0.768301	1.350788	5.402529	0.12598	0.051195	11.195323	0.041555	0.043887	1.338791	1.292044	0.01742	0.039389	0.028498	9.742937	13.615535	3.760004	0.00062	0.012076	0.019137	3.958223	0.000529	0.121047	0.037062	4.214439	0.021852	0.000472	0.080541
HOXA5	2.028554	0.001096	0.001565	0.209393	0.303558	2.506828	3.807222	2.78866	3.738656	6.710175	0.114033	0.002248	0.806195	7.875638	0.446562	0.320067	0.433562	0.325249	2.567274	0.001126	1.635414	1.403334	3.085742	0.294822	0.000464	8.63859	0.630849	0.040682	0.995648	4.201596	0.250417	0.069776	0.000472	0.012653
HOXB3	0.011799	0.16288	0.590508	0.068434	2.835695	5.173084	2.414763	1.635414	0.5115	6.546966	0.196714	0.26678	1.107065	8.357272	3.965943	4.716363	0.268782	0.000684	0.000284	0.018087	2.496742	0.571986	2.071376	0.791951	0.118624	3.268284	0.063634	0.612662	3.242504	5.359635	1.118033	0.889599	1.008652	0.887153
HOXB4	0.006741	0.094479	0.177386	0.033604	2.345497	1.871872	1.639953	0.683262	0.044704	1.163788	0.038996	0.057647	0.638589	2.612475	1.596713	0.98381	0.002444	0.002875	0.00167	0.001126	0.779389	0.121047	1.028273	0.322675	0.065065	1.118033	0.011772	0.247029	1.167327	1.176612	0.375231	0.139079	0.405691	0.42121
HPCAL4	0.000507	0.001096	0.02704	0.003273	0.051017	0.00031	0.002251	0.000333	0.035396	0.475402	0.007786	0.068335	0.000529	0.000465	0.016602	0.000455	0.041974	0.000254	0.010763	0.043807	0.006073	0.00062	0.000642	0.011529	0.000464	0.007915	0.000446	0.000529	0.000418	0.000701	0.000639	5.600222	7.255089	0.526202
HPGDS	0.000507	0.029391	0.001565	0.00663	0.000407	0.026645	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.00777	0.002444	7.918531	0.009298	0.001126	0.006073	0.041471	0.000642	0.022564	0.000464	0.000485	0.005056	0.000529	0.010632	0.000701	0.000639	0.109386	0.07792	0.012653
HRH4	0.035375	0.018049	0.02704	0.000397	0.042411	0.014898	0.002251	0.000333	0.044704	0.010147	0.077401	0.082732	0.01166	0.017984	0.016602	0.018469	0.049573	0.017795	0.28463	0.046305	0.006073	0.026425	0.021003	0.040267	0.029351	0.01085	0.053223	0.028062	0.038741	0.019645	0.019421	0.045476	1.987675	0.100369
